Pressione, Can A, Raccolta #3
Tempo ( s )	Pressione ( kPa )
129,2000	2,93466
129,3000	2,92978
129,4000	2,92978
129,5000	2,92978
129,6000	2,92978
129,7000	2,92978
129,8000	2,93466
129,9000	2,92978
130,0000	2,92978
130,1000	2,92978
130,2000	2,92978
130,3000	2,92978
130,4000	2,92978
130,5000	2,92978
130,6000	2,92978
130,7000	2,92978
130,8000	2,92978
130,9000	2,92978
131,0000	2,92489
131,1000	2,92001
131,2000	2,92489
131,3000	2,92489
131,4000	2,92001
131,5000	2,92001
131,6000	2,92001
131,7000	2,92001
131,8000	2,92001
131,9000	2,92001
132,0000	2,92489
132,1000	2,92001
132,2000	2,92001
132,3000	2,92001
132,4000	2,92978
132,5000	2,91513
132,6000	2,92001
132,7000	2,92001
132,8000	2,92001
132,9000	2,92001
133,0000	2,92001
133,1000	2,91513
133,2000	2,91513
133,3000	2,91025
133,4000	2,91025
133,5000	2,91513
133,6000	2,91513
133,7000	2,91025
133,8000	2,91513
133,9000	2,92001
134,0000	2,91513
134,1000	2,92001
134,2000	2,91513
134,3000	2,92001
134,4000	2,91513
134,5000	2,91025
134,6000	2,91025
134,7000	2,91025
134,8000	2,91025
134,9000	2,91025
135,0000	2,91513
135,1000	2,91025
135,2000	2,91025
135,3000	2,91025
135,4000	2,91025
135,5000	2,91025
135,6000	2,91025
135,7000	2,91025
135,8000	2,91025
135,9000	2,91025
136,0000	2,91025
136,1000	2,90536
136,2000	2,91025
136,3000	2,90536
136,4000	2,91025
136,5000	2,91025
136,6000	2,91025
136,7000	2,91025
136,8000	2,91025
136,9000	2,90536
137,0000	2,91025
137,1000	2,91025
