Temperatura. Can B ( C )	Pressione. Can A ( kPa )
24.07376	1.07425
24.20832	1.07913
24.16344	1.07913
24.20832	1.07913
24.16344	1.08402
24.20832	1.07913
24.16344	1.08402
24.20832	1.09378
24.16344	1.07913
24.20832	1.09378
24.11859	1.09378
24.20832	1.09378
24.11859	1.09378
24.20832	1.09378
24.16344	1.09378
24.20832	1.09378
24.16344	1.09378
24.20832	1.09867
24.16344	1.09867
24.20832	1.09867
24.16344	1.09867
24.20832	1.09867
24.16344	1.10355
24.20832	1.10355
24.11859	1.11332
24.20832	1.10355
24.16344	1.10843
24.20832	1.10843
24.16344	1.11332
24.20832	1.11332
24.16344	1.11332
24.20832	1.11332
24.16344	1.11820
24.20832	1.11332
24.16344	1.11820
24.25321	1.12308
24.16344	1.11820
24.20832	1.12308
24.16344	1.12308
24.20832	1.13285
24.16344	1.12796
24.20832	1.13285
24.16344	1.13285
24.25321	1.13285
24.16344	1.13285
24.20832	1.13285
24.16344	1.13285
24.20832	1.13285
24.16344	1.13773
24.25321	1.13773
24.16344	1.13773
24.20832	1.13773
24.16344	1.13773
24.20832	1.14261
24.16344	1.14261
24.25321	1.14261
24.20832	1.15238
24.20832	1.14750
24.20832	1.15238
24.20832	1.15238
24.16344	1.15238
24.20832	1.15238
24.16344	1.15238
24.29813	1.15726
24.16344	1.15238
24.20832	1.15726
24.16344	1.15238
24.20832	1.16214
24.16344	1.15726
24.29813	1.15726
24.20832	1.16214
24.25321	1.16214
24.25321	1.17191
24.20832	1.16703
24.20832	1.17191
24.29813	1.17191
24.25321	1.17191
24.29813	1.17191
24.20832	1.17191
24.29813	1.17191
24.16344	1.17679
24.29813	1.17679
24.20832	1.17679
24.29813	1.18168
24.20832	1.17679
24.29813	1.18168
24.20832	1.18168
24.29813	1.18168
24.20832	1.19144
24.29813	1.18168
24.20832	1.19144
24.29813	1.18656
24.20832	1.19144
24.29813	1.18656
24.20832	1.19144
24.29813	1.19144
24.25321	1.19633
24.29813	1.19144
24.20832	1.19633
24.29813	1.19633
24.20832	1.19633
24.29813	1.21097
24.25321	1.20609
24.29813	1.21097
24.25321	1.20609
24.29813	1.21097
24.20832	1.20609
24.29813	1.21097
24.25321	1.21097
24.29813	1.21586
24.25321	1.21097
24.29813	1.21097
24.25321	1.21586
24.29813	1.21586
24.25321	1.21586
24.34307	1.22074
24.25321	1.21586
24.29813	1.22074
24.25321	1.23051
24.34307	1.22562
24.25321	1.23051
24.29813	1.22562
24.25321	1.23051
24.34307	1.22562
24.25321	1.23051
24.29813	1.23051
24.25321	1.23051
24.29813	1.23051
24.25321	1.23051
24.34307	1.23539
24.29813	1.23539
24.34307	1.24027
24.20832	1.24027
24.34307	1.25004
24.25321	1.25004
24.34307	1.25004
24.25321	1.25004
24.34307	1.25004
24.25321	1.25004
24.29813	1.25004
24.25321	1.25004
24.34307	1.25004
24.25321	1.25492
24.29813	1.25492
24.29813	1.25492
24.34307	1.25492
24.29813	1.25980
24.34307	1.25980
24.29813	1.25492
24.34307	1.25980
24.25321	1.26957
24.34307	1.25980
24.29813	1.26957
24.38804	1.26469
24.29813	1.26957
24.34307	1.26957
24.29813	1.26957
24.34307	1.26957
24.29813	1.27445
24.34307	1.26957
24.29813	1.26957
24.34307	1.27445
24.25321	1.27445
24.34307	1.28910
24.34307	1.28422
24.38804	1.27934
24.29813	1.27934
24.34307	1.28910
24.29813	1.27934
24.38804	1.28910
24.25321	1.28910
24.38804	1.28910
24.29813	1.28910
24.38804	1.28910
24.34307	1.29398
24.38804	1.29398
24.34307	1.29398
24.38804	1.29887
24.29813	1.29887
24.38804	1.29887
24.29813	1.29887
24.38804	1.29887
24.34307	1.30863
24.38804	1.29887
24.34307	1.30863
24.38804	1.30375
24.34307	1.30863
24.38804	1.30863
24.34307	1.30863
24.38804	1.30863
24.34307	1.31352
24.38804	1.31352
24.34307	1.31352
24.38804	1.31840
24.34307	1.31352
24.38804	1.31840
24.34307	1.31840
24.38804	1.31840
24.34307	1.32817
24.38804	1.32328
24.34307	1.32817
24.38804	1.32817
24.34307	1.32817
24.38804	1.32817
24.34307	1.32817
24.38804	1.32817
24.34307	1.33305
24.38804	1.33305
24.34307	1.33305
24.38804	1.33793
24.34307	1.33793
24.38804	1.33793
24.34307	1.34770
24.38804	1.34281
24.38804	1.34770
24.38804	1.34281
24.38804	1.34770
24.38804	1.34770
24.38804	1.34770
24.38804	1.34770
24.38804	1.34770
24.38804	1.35258
24.38804	1.35258
24.38804	1.35258
24.34307	1.35258
24.38804	1.35746
24.38804	1.35746
24.38804	1.36723
24.38804	1.35746
24.47803	1.36723
24.38804	1.36235
24.38804	1.36723
24.34307	1.36723
24.38804	1.36723
24.34307	1.36723
24.38804	1.36723
24.38804	1.36723
24.47803	1.37211
24.38804	1.37211
24.38804	1.37211
24.38804	1.37211
24.38804	1.37700
24.34307	1.37211
24.38804	1.37700
24.38804	1.38676
24.47803	1.38188
24.38804	1.38676
24.38804	1.38676
24.38804	1.38676
24.47803	1.38676
24.38804	1.38676
24.38804	1.38676
24.38804	1.38676
24.38804	1.39164
24.38804	1.39164
24.38804	1.39164
24.38804	1.39653
24.47803	1.39653
24.38804	1.40141
24.47803	1.40629
24.38804	1.40141
24.47803	1.40629
24.38804	1.40629
24.47803	1.40629
24.38804	1.40629
24.38804	1.41118
24.38804	1.41118
24.38804	1.41118
24.43302	1.41118
24.47803	1.41118
24.43302	1.41606
24.47803	1.41606
24.38804	1.41118
24.47803	1.41606
24.38804	1.42582
24.47803	1.41606
24.38804	1.42582
24.38804	1.42094
24.43302	1.42582
24.52306	1.42582
24.43302	1.43071
24.52306	1.42582
24.47803	1.43071
24.52306	1.43071
24.47803	1.43071
24.52306	1.43071
24.38804	1.43559
24.47803	1.44536
24.43302	1.43559
24.52306	1.44536
24.47803	1.44047
24.56812	1.44536
24.43302	1.44047
24.52306	1.44536
24.47803	1.44536
24.52306	1.44536
24.47803	1.44536
24.52306	1.44536
24.38804	1.45024
24.52306	1.44536
24.47803	1.45024
24.56812	1.45024
24.47803	1.45024
24.56812	1.45512
24.47803	1.45512
24.52306	1.45512
24.47803	1.46489
24.56812	1.46001
24.43302	1.46489
24.56812	1.46489
24.52306	1.46489
24.56812	1.46489
24.47803	1.46489
24.56812	1.46489
24.47803	1.46977
24.56812	1.46977
24.47803	1.47465
24.56812	1.47465
24.43302	1.47465
24.56812	1.47465
24.52306	1.47465
24.56812	1.47954
24.52306	1.48442
24.56812	1.48442
24.52306	1.48442
24.56812	1.48442
24.52306	1.48442
24.56812	1.48442
24.52306	1.48930
24.56812	1.48930
24.52306	1.48930
24.56812	1.49419
24.52306	1.49419
24.56812	1.49419
24.52306	1.50395
24.56812	1.49907
24.52306	1.50395
24.56812	1.49419
24.52306	1.50395
24.61319	1.49907
24.52306	1.50395
24.61319	1.50884
24.56812	1.50395
24.61319	1.50395
24.56812	1.50395
24.61319	1.50884
24.52306	1.50884
24.61319	1.50884
24.52306	1.50884
24.61319	1.52348
24.52306	1.50884
24.61319	1.52348
24.52306	1.51372
24.56812	1.52348
24.52306	1.51860
24.56812	1.52348
24.52306	1.52348
24.56812	1.52348
24.56812	1.52348
24.65829	1.52348
24.52306	1.52837
24.61319	1.52348
24.52306	1.52837
24.61319	1.52837
24.56812	1.53325
24.61319	1.53325
24.56812	1.53325
24.61319	1.53325
24.56812	1.53325
24.65829	1.53325
24.56812	1.54302
24.65829	1.54302
24.52306	1.54302
24.56812	1.54302
24.56812	1.54302
24.65829	1.54302
24.56812	1.54302
24.65829	1.54790
24.56812	1.54790
24.65829	1.55278
24.56812	1.55278
24.65829	1.56255
24.56812	1.55766
24.65829	1.56255
24.61319	1.55766
24.65829	1.56255
24.61319	1.56255
24.65829	1.56255
24.61319	1.56255
24.65829	1.56255
24.61319	1.56255
24.65829	1.56743
24.61319	1.56743
24.65829	1.56743
24.61319	1.56743
24.65829	1.56743
24.56812	1.57231
24.65829	1.57231
24.56812	1.58208
24.65829	1.57231
24.61319	1.58208
24.65829	1.57720
24.61319	1.58208
24.65829	1.58208
24.61319	1.58208
24.65829	1.58208
24.61319	1.58208
24.65829	1.58696
24.56812	1.58696
24.65829	1.59185
24.56812	1.58696
24.65829	1.59185
24.61319	1.59185
24.65829	1.60161
24.61319	1.59185
24.65829	1.60161
24.61319	1.59673
24.65829	1.60161
24.61319	1.60161
24.70341	1.60161
24.65829	1.60161
24.74856	1.60161
24.65829	1.60649
24.74856	1.60161
24.61319	1.60649
24.70341	1.60649
24.61319	1.61138
24.70341	1.60649
24.65829	1.61138
24.70341	1.61138
24.61319	1.62114
24.74856	1.61626
24.65829	1.62114
24.70341	1.62114
24.65829	1.62114
24.74856	1.62114
24.65829	1.62114
24.74856	1.62603
24.70341	1.62603
24.70341	1.62603
24.61319	1.62603
24.70341	1.62603
24.65829	1.63091
24.70341	1.63091
24.70341	1.63579
24.70341	1.63091
24.70341	1.64068
24.74856	1.63579
24.70341	1.64068
24.74856	1.64068
24.70341	1.64068
24.74856	1.64068
24.70341	1.64068
24.74856	1.64068
24.65829	1.64556
24.74856	1.64556
24.70341	1.65044
24.74856	1.65044
24.65829	1.65044
24.74856	1.65044
24.70341	1.66021
24.74856	1.65044
24.70341	1.66021
24.74856	1.65532
24.70341	1.66021
24.74856	1.66021
24.70341	1.66021
24.74856	1.66021
24.70341	1.66021
24.74856	1.66509
24.65829	1.66509
24.74856	1.66509
24.70341	1.66509
24.74856	1.66997
24.70341	1.66997
24.74856	1.67974
24.70341	1.67486
24.74856	1.67974
24.70341	1.67486
24.74856	1.67974
24.70341	1.67974
24.74856	1.67974
24.70341	1.67974
24.74856	1.67974
24.70341	1.68462
24.74856	1.68462
24.70341	1.68462
24.74856	1.68950
24.70341	1.68950
24.74856	1.68950
24.74856	1.68950
24.74856	1.68950
24.70341	1.68950
24.74856	1.69439
24.70341	1.69927
24.74856	1.69927
24.70341	1.69927
24.74856	1.69927
24.70341	1.69927
24.74856	1.69927
24.74856	1.70415
24.74856	1.70415
24.74856	1.70415
24.74856	1.70415
24.74856	1.70415
24.74856	1.70904
24.74856	1.71392
24.74856	1.71880
24.74856	1.71880
24.74856	1.71880
24.74856	1.71880
24.74856	1.71880
24.74856	1.71880
24.74856	1.71880
24.74856	1.71880
24.74856	1.71880
24.74856	1.72369
24.74856	1.72369
24.74856	1.72369
24.83892	1.72857
24.74856	1.72369
24.74856	1.72857
24.70341	1.73833
24.74856	1.72857
24.74856	1.73833
24.74856	1.73345
24.74856	1.73833
24.74856	1.73345
24.74856	1.73833
24.74856	1.73833
24.74856	1.74322
24.74856	1.73833
24.74856	1.74322
24.83892	1.74322
24.74856	1.74322
24.74856	1.75787
24.74856	1.74810
24.74856	1.74810
24.74856	1.74810
24.83892	1.75787
24.74856	1.75298
24.88414	1.75787
24.74856	1.75787
24.83892	1.75787
24.74856	1.75787
24.83892	1.75787
24.74856	1.75787
24.88414	1.76275
24.74856	1.76275
24.88414	1.76763
24.83892	1.76763
24.83892	1.76275
24.74856	1.77740
24.74856	1.76763
24.74856	1.77252
24.92937	1.76763
24.79373	1.77740
24.88414	1.77252
24.83892	1.77740
24.92937	1.77252
24.88414	1.77740
24.88414	1.78228
24.74856	1.78228
24.92937	1.78228
24.83892	1.78228
24.92937	1.78228
24.83892	1.78228
24.92937	1.78716
24.83892	1.78716
24.92937	1.78716
24.88414	1.78716
24.92937	1.79205
24.83892	1.79693
24.92937	1.79693
24.88414	1.79693
24.92937	1.79693
24.88414	1.79693
24.92937	1.79693
24.74856	1.80181
24.92937	1.80181
24.88414	1.80181
24.92937	1.80670
24.88414	1.80670
24.92937	1.80670
24.88414	1.81646
24.92937	1.81158
24.88414	1.81646
24.92937	1.81158
24.88414	1.81646
24.92937	1.81646
24.88414	1.81646
24.92937	1.81158
24.88414	1.81646
24.92937	1.81646
24.88414	1.82134
24.92937	1.82134
24.88414	1.82134
24.97464	1.83599
24.88414	1.82623
24.92937	1.82623
24.88414	1.83111
24.97464	1.83599
24.88414	1.83599
24.92937	1.83599
24.88414	1.83599
24.92937	1.83599
24.88414	1.83599
24.92937	1.83599
24.88414	1.84088
24.92937	1.84088
24.88414	1.84088
24.92937	1.84576
24.88414	1.84576
24.92937	1.84576
24.88414	1.85553
25.01992	1.85064
24.92937	1.85553
24.97464	1.85064
24.92937	1.85553
24.92937	1.85064
24.88414	1.85553
25.01992	1.85553
24.92937	1.86041
25.01992	1.85553
24.88414	1.85553
25.01992	1.86041
24.92937	1.86529
24.97464	1.86529
24.92937	1.86529
24.97464	1.86529
24.92937	1.87506
25.01992	1.87506
24.92937	1.87506
25.01992	1.87506
24.97464	1.87506
25.01992	1.87506
24.92937	1.87506
25.01992	1.87506
24.97464	1.87994
25.01992	1.87506
24.97464	1.87994
25.01992	1.87994
24.97464	1.88482
25.01992	1.88482
24.97464	1.88482
25.01992	1.88482
24.92937	1.89459
25.01992	1.88971
24.97464	1.89459
25.01992	1.88971
24.92937	1.89459
25.01992	1.88971
24.92937	1.89459
25.01992	1.89459
24.97464	1.89459
25.06523	1.89459
24.97464	1.89947
25.06523	1.90435
24.97464	1.90435
25.01992	1.90435
24.97464	1.89947
25.06523	1.91412
24.97464	1.90924
25.06523	1.91412
24.97464	1.90924
25.01992	1.91412
24.97464	1.91412
25.06523	1.91412
24.97464	1.91412
25.01992	1.91412
25.01992	1.91412
25.11057	1.91900
24.97464	1.91900
25.06523	1.91900
25.01992	1.92389
25.06523	1.92389
25.01992	1.93365
25.06523	1.92389
24.97464	1.93365
25.11057	1.92877
25.01992	1.93365
25.06523	1.92877
25.01992	1.93365
25.11057	1.93365
25.01992	1.93365
25.11057	1.93854
24.97464	1.93854
25.11057	1.93854
25.01992	1.93854
25.11057	1.94342
25.06523	1.93854
25.01992	1.94342
25.01992	1.94342
25.11057	1.94342
25.06523	1.95318
25.11057	1.94830
25.01992	1.95318
25.11057	1.95318
25.06523	1.95318
25.11057	1.95318
25.06523	1.95318
25.06523	1.95807
25.06523	1.95807
25.11057	1.95807
25.01992	1.96295
25.11057	1.96295
25.06523	1.95807
25.11057	1.96295
25.06523	1.97272
25.11057	1.96783
25.06523	1.97272
25.11057	1.96783
25.06523	1.97272
25.11057	1.97272
25.06523	1.97272
25.11057	1.97272
25.06523	1.97760
25.11057	1.97272
25.06523	1.97760
25.11057	1.98248
25.06523	1.98248
25.11057	1.99225
25.06523	1.98248
25.11057	1.98248
25.06523	1.98737
25.11057	1.99225
25.11057	1.98737
25.11057	1.99225
25.06523	1.99225
25.11057	1.99225
25.06523	1.99225
25.11057	1.99225
25.06523	1.99713
25.11057	1.99713
25.11057	1.99225
25.11057	1.99713
25.11057	1.99713
25.11057	2.00201
25.11057	2.00201
25.20131	2.00201
25.06523	2.01178
25.11057	2.00201
25.06523	2.01178
25.11057	2.01178
25.11057	2.01178
25.11057	2.01178
25.06523	2.01178
25.20131	2.01178
25.11057	2.01666
25.11057	2.01178
25.06523	2.01666
25.11057	2.01666
25.06523	2.01666
25.11057	2.02155
25.11057	2.02155
25.20131	2.02155
25.11057	2.02155
25.11057	2.03131
25.11057	2.03131
25.20131	2.03131
25.11057	2.03131
25.20131	2.03131
25.11057	2.03131
25.20131	2.03131
25.11057	2.03619
25.11057	2.03619
25.11057	2.03619
25.11057	2.03619
25.15593	2.03619
25.20131	2.04108
25.11057	2.05084
25.20131	2.04108
25.11057	2.05084
25.20131	2.04596
25.15593	2.05084
25.20131	2.05084
25.15593	2.05084
25.20131	2.04596
25.11057	2.05084
25.24671	2.05573
25.15593	2.05573
25.11057	2.05084
25.15593	2.05573
25.24671	2.06061
25.11057	2.06061
25.24671	2.06061
25.11057	2.06061
25.24671	2.07038
25.15593	2.06549
25.24671	2.07038
25.15593	2.06549
25.29215	2.07038
25.20131	2.07038
25.24671	2.07038
25.20131	2.07038
25.24671	2.07526
25.24671	2.07038
25.24671	2.07038
25.20131	2.07526
25.24671	2.08014
25.20131	2.08014
25.24671	2.08014
25.20131	2.08991
25.29215	2.08502
25.20131	2.08991
25.29215	2.08502
25.24671	2.08991
25.29215	2.08502
25.24671	2.08991
25.29215	2.08991
25.20131	2.09479
25.29215	2.08991
25.20131	2.09479
25.29215	2.09479
25.24671	2.09479
25.29215	2.09967
25.24671	2.09967
25.29215	2.09967
25.24671	2.10456
25.29215	2.10456
25.24671	2.10944
25.33760	2.10944
25.24671	2.10944
25.29215	2.10456
25.24671	2.10944
25.29215	2.10944
25.24671	2.10944
25.29215	2.11432
25.24671	2.11432
25.29215	2.11432
25.24671	2.11432
25.29215	2.11921
25.24671	2.11432
25.29215	2.11921
25.24671	2.11921
25.29215	2.11921
25.29215	2.12897
25.29215	2.12897
25.24671	2.12897
25.29215	2.12409
25.24671	2.12897
25.29215	2.12409
25.24671	2.13385
25.33760	2.13385
25.24671	2.13385
25.33760	2.13385
25.24671	2.13385
25.33760	2.14850
25.24671	2.13874
25.38308	2.13874
25.24671	2.14362
25.38308	2.14850
25.29215	2.14362
25.29215	2.14850
25.29215	2.14362
25.33760	2.14850
25.29215	2.14850
25.38308	2.14850
25.29215	2.15339
25.38308	2.14850
25.24671	2.15339
25.38308	2.15339
25.33760	2.15827
25.38308	2.15827
25.29215	2.16803
25.38308	2.15827
25.29215	2.16803
25.38308	2.16315
25.29215	2.16803
25.33760	2.16315
25.33760	2.16803
25.38308	2.16315
25.29215	2.16803
25.38308	2.16803
25.33760	2.17292
25.38308	2.17292
25.33760	2.17292
25.38308	2.17780
25.33760	2.17780
25.38308	2.18757
25.33760	2.18757
25.38308	2.18757
25.33760	2.18757
25.38308	2.18757
25.33760	2.18757
25.38308	2.18757
25.33760	2.18757
25.42859	2.18757
25.29215	2.18757
25.42859	2.18757
25.33760	2.19245
25.38308	2.18757
25.33760	2.19245
25.38308	2.19245
25.33760	2.20710
25.42859	2.20222
25.33760	2.19733
25.42859	2.20222
25.38308	2.20710
25.42859	2.20222
25.33760	2.20710
25.42859	2.20710
25.38308	2.20710
25.42859	2.20710
25.38308	2.20710
25.47412	2.20710
25.33760	2.21198
25.47412	2.21198
25.38308	2.21198
25.42859	2.21198
25.38308	2.22175
25.42859	2.21686
25.38308	2.21686
25.47412	2.22663
25.33760	2.22175
25.47412	2.22663
25.38308	2.22663
25.47412	2.22663
25.38308	2.22663
25.47412	2.22663
25.38308	2.23151
25.47412	2.22663
25.38308	2.23151
25.47412	2.23151
25.42859	2.23640
25.47412	2.23640
25.42859	2.23640
25.47412	2.23640
25.42859	2.24616
25.47412	2.24128
25.42859	2.24616
25.47412	2.24128
25.42859	2.24616
25.47412	2.24128
25.42859	2.24616
25.47412	2.24616
25.42859	2.24616
25.47412	2.24616
25.42859	2.25105
25.47412	2.25105
25.42859	2.25593
25.47412	2.25593
25.42859	2.25593
25.47412	2.26081
25.42859	2.26569
25.47412	2.26569
25.42859	2.26569
25.47412	2.26081
25.42859	2.26569
25.47412	2.26569
25.42859	2.27058
25.47412	2.26569
25.42859	2.27058
25.47412	2.27058
25.42859	2.27058
25.47412	2.27546
25.42859	2.27546
25.47412	2.27546
25.42859	2.28523
25.47412	2.27546
25.51967	2.28523
25.47412	2.28034
25.47412	2.28523
25.47412	2.28523
25.47412	2.28523
25.47412	2.28523
25.47412	2.28523
25.47412	2.28523
25.47412	2.29011
25.47412	2.29011
25.47412	2.29011
25.47412	2.29499
25.51967	2.29011
25.47412	2.30476
25.47412	2.29499
25.47412	2.30476
25.47412	2.29987
25.56525	2.30476
25.47412	2.30476
25.47412	2.30476
25.47412	2.30476
25.47412	2.30476
25.51967	2.30964
25.47412	2.30476
25.51967	2.30964
25.47412	2.31452
25.51967	2.31452
25.47412	2.31452
25.51967	2.31452
25.56525	2.31452
25.51967	2.32429
25.61086	2.31452
25.51967	2.32429
25.56525	2.31941
25.51967	2.32429
25.56525	2.32429
25.51967	2.32429
25.61086	2.32917
25.51967	2.32917
25.47412	2.32917
25.51967	2.32917
25.56525	2.32917
25.51967	2.33406
25.56525	2.33406
25.51967	2.33406
25.61086	2.33406
25.51967	2.34382
25.56525	2.34382
25.51967	2.34382
25.65649	2.34382
25.51967	2.34382
25.65649	2.34382
25.56525	2.34382
25.61086	2.34382
25.56525	2.34870
25.61086	2.34870
25.51967	2.35359
25.61086	2.34870
25.56525	2.36335
25.61086	2.35359
25.56525	2.34870
25.65649	2.35359
25.61086	2.36335
25.61086	2.35847
25.61086	2.36335
25.61086	2.36335
25.56525	2.36335
25.65649	2.36335
25.56525	2.36824
25.65649	2.36335
25.61086	2.36824
25.65649	2.36824
25.56525	2.36824
25.65649	2.38289
25.56525	2.37312
25.65649	2.38289
25.61086	2.37312
25.65649	2.38289
25.61086	2.37800
25.65649	2.38289
25.61086	2.37800
25.65649	2.38289
25.61086	2.38289
25.65649	2.38289
25.61086	2.38289
25.65649	2.38777
25.61086	2.38777
25.65649	2.39265
25.61086	2.40242
25.65649	2.39265
25.61086	2.40242
25.65649	2.39753
25.61086	2.40242
25.65649	2.39753
25.61086	2.40242
25.65649	2.39753
25.61086	2.40242
25.65649	2.40242
25.61086	2.40242
25.70214	2.40242
25.61086	2.40730
25.74782	2.40730
25.61086	2.40730
25.74782	2.40730
25.65649	2.40730
25.74782	2.41218
25.61086	2.42195
25.70214	2.41707
25.61086	2.42195
25.70214	2.42195
25.61086	2.42195
25.70214	2.42195
25.65649	2.42195
25.70214	2.42195
25.61086	2.42195
25.74782	2.42683
25.65649	2.42683
25.74782	2.43171
25.65649	2.42683
25.70214	2.43171
25.70214	2.43171
25.74782	2.43171
25.65649	2.44148
25.70214	2.43171
25.70214	2.44148
25.74782	2.43660
25.61086	2.44148
25.74782	2.44148
25.70214	2.44148
25.74782	2.44148
25.61086	2.44148
25.74782	2.44636
25.70214	2.44636
25.79353	2.45125
25.70214	2.45125
25.74782	2.45125
25.70214	2.45125
25.74782	2.45613
25.70214	2.45613
25.74782	2.46101
25.65649	2.46101
25.74782	2.46101
25.70214	2.46101
25.79353	2.46101
25.70214	2.46101
25.74782	2.46101
25.70214	2.46101
25.74782	2.46590
25.70214	2.46590
25.79353	2.47078
25.70214	2.47078
25.83926	2.47078
25.70214	2.48054
25.79353	2.47078
25.70214	2.48054
25.79353	2.47566
25.74782	2.48054
25.79353	2.48054
25.74782	2.48543
25.79353	2.48543
25.74782	2.48543
25.83926	2.48543
25.74782	2.48543
25.83926	2.49031
25.74782	2.50008
25.83926	2.49031
25.74782	2.50008
25.83926	2.50008
25.74782	2.50008
25.83926	2.50008
25.79353	2.50008
25.83926	2.50008
25.74782	2.50008
25.83926	2.50008
25.79353	2.50008
25.83926	2.50496
25.74782	2.50496
25.83926	2.50496
25.74782	2.50496
25.83926	2.50984
25.79353	2.50984
25.83926	2.50984
25.79353	2.51961
25.83926	2.51473
25.79353	2.51961
25.83926	2.51473
25.79353	2.51961
25.83926	2.51961
25.79353	2.51961
25.83926	2.51961
25.79353	2.52449
25.83926	2.51961
25.79353	2.52449
25.83926	2.52449
25.79353	2.52449
25.83926	2.52449
25.79353	2.52937
25.83926	2.53914
25.79353	2.52937
25.83926	2.53914
25.79353	2.53426
25.83926	2.53914
25.79353	2.53914
25.83926	2.53914
25.79353	2.53914
25.83926	2.53914
25.79353	2.54402
25.83926	2.53914
25.79353	2.54402
25.83926	2.54402
25.83926	2.54891
25.83926	2.54891
25.79353	2.54891
25.88502	2.54891
25.83926	2.55867
25.83926	2.54891
25.83926	2.55867
25.83926	2.55379
25.83926	2.55867
25.83926	2.55379
25.79353	2.55867
25.93081	2.55867
25.83926	2.56355
25.83926	2.56355
25.83926	2.56355
25.83926	2.56844
25.83926	2.56844
25.83926	2.56844
25.83926	2.56355
25.93081	2.57332
25.83926	2.56844
25.83926	2.57820
25.83926	2.57820
25.83926	2.57332
25.83926	2.57820
25.93081	2.57820
25.83926	2.57820
25.83926	2.58309
25.83926	2.58309
25.83926	2.57820
25.83926	2.58309
25.93081	2.58797
25.88502	2.58309
25.97662	2.58797
25.88502	2.59285
25.97662	2.58797
25.83926	2.59774
25.83926	2.59285
25.83926	2.59774
25.97662	2.59774
25.88502	2.59774
25.97662	2.59285
25.88502	2.60262
25.93081	2.59285
25.88502	2.60262
25.97662	2.60262
25.88502	2.60262
25.97662	2.60750
25.88502	2.60750
25.97662	2.61727
25.88502	2.60750
25.93081	2.61727
25.88502	2.61727
25.97662	2.61727
25.93081	2.61727
25.97662	2.61727
25.93081	2.61727
25.97662	2.61727
25.93081	2.61727
25.97662	2.61727
25.93081	2.62215
26.02245	2.62215
25.93081	2.62215
26.02245	2.62703
25.97662	2.63680
26.02245	2.62703
25.97662	2.63680
26.02245	2.63192
25.97662	2.63680
26.02245	2.63192
25.97662	2.63680
26.02245	2.63680
25.97662	2.64168
26.02245	2.64168
25.97662	2.64168
26.02245	2.64168
25.93081	2.64168
26.02245	2.64168
25.93081	2.64168
26.02245	2.64657
25.97662	2.64657
26.02245	2.64657
25.97662	2.64657
26.02245	2.65633
25.97662	2.65145
26.02245	2.65633
25.97662	2.65633
26.02245	2.65633
25.97662	2.65633
26.02245	2.65633
25.97662	2.66121
26.02245	2.65633
25.97662	2.66121
26.02245	2.66121
25.97662	2.66121
26.06832	2.66610
25.97662	2.67586
26.02245	2.66610
26.02245	2.67586
26.06832	2.67098
26.02245	2.67586
26.06832	2.67098
25.97662	2.67586
26.02245	2.67098
25.97662	2.67586
26.11421	2.67586
26.02245	2.67586
26.06832	2.68075
25.97662	2.68075
26.06832	2.68563
26.02245	2.68075
26.11421	2.69539
26.02245	2.69051
26.11421	2.69539
26.02245	2.69051
26.11421	2.69539
26.06832	2.69539
26.11421	2.69539
26.02245	2.69539
26.11421	2.70028
26.06832	2.69539
26.11421	2.70028
26.06832	2.70028
26.11421	2.70028
26.02245	2.70028
26.11421	2.70516
26.02245	2.70516
26.11421	2.70516
26.06832	2.71004
26.11421	2.71004
26.02245	2.71493
26.11421	2.71004
26.06832	2.71493
26.11421	2.71004
26.06832	2.71493
26.11421	2.71493
26.06832	2.71493
26.16012	2.71981
26.06832	2.71981
26.11421	2.72469
26.06832	2.71981
26.11421	2.72469
26.06832	2.73446
26.16012	2.72469
26.06832	2.73446
26.16012	2.73446
26.06832	2.73446
26.16012	2.73446
26.06832	2.73446
26.16012	2.73446
26.11421	2.73934
26.16012	2.73934
26.06832	2.73934
26.11421	2.73934
26.16012	2.73934
26.20606	2.74422
26.11421	2.73934
26.20606	2.74422
26.16012	2.75399
26.20606	2.74911
26.06832	2.75399
26.20606	2.75399
26.16012	2.75399
26.20606	2.75399
26.11421	2.75399
26.20606	2.75887
26.16012	2.75887
26.20606	2.75399
26.16012	2.76376
26.16012	2.77352
26.16012	2.76376
26.20606	2.77352
26.16012	2.76376
26.20606	2.77352
26.16012	2.76864
26.20606	2.77352
26.16012	2.76864
26.20606	2.77352
26.16012	2.77352
26.20606	2.77352
26.16012	2.77352
26.20606	2.77352
26.16012	2.77841
26.20606	2.77841
26.16012	2.77841
26.20606	2.78329
26.16012	2.78329
26.20606	2.78329
26.16012	2.79305
26.20606	2.78329
26.16012	2.79305
26.20606	2.78817
26.16012	2.79305
26.20606	2.79305
26.16012	2.79305
26.20606	2.79305
26.16012	2.79305
26.20606	2.80282
26.16012	2.79794
26.20606	2.80282
26.16012	2.80282
26.20606	2.81259
26.20606	2.80282
26.20606	2.80282
26.16012	2.81259
26.20606	2.81259
26.20606	2.81259
26.20606	2.81259
26.20606	2.81259
26.20606	2.81259
26.16012	2.81259
26.20606	2.81259
26.20606	2.81747
26.20606	2.82235
26.20606	2.81747
26.20606	2.82235
26.20606	2.82235
26.20606	2.82723
26.20606	2.83212
26.20606	2.82723
26.20606	2.83212
26.20606	2.82723
26.25203	2.83212
26.20606	2.83212
26.25203	2.83212
26.20606	2.83212
26.25203	2.83700
