Pressione, Can A in funzione di Temperatura, Can B, Raccolta #3
Temperatura, Can B ( °C )	Pressione, Can A ( kPa )
32,50381	4,80483
32,55443	4,80483
32,50381	4,80972
32,55443	4,80972
32,50381	4,80972
32,55443	4,81460
32,50381	4,80972
32,55443	4,81460
32,50381	4,82437
32,55443	4,81460
32,50381	4,82437
32,55443	4,82437
32,50381	4,82925
32,55443	4,82437
32,50381	4,82925
32,55443	4,83413
32,50381	4,82925
32,60509	4,83413
32,50381	4,82925
32,65580	4,83413
32,50381	4,84390
32,60509	4,84390
32,55443	4,84390
32,60509	4,84390
32,55443	4,84390
32,65580	4,84390
32,50381	4,84390
32,65580	4,84878
32,50381	4,84390
32,65580	4,85366
32,55443	4,84878
32,65580	4,85366
32,55443	4,85366
32,65580	4,85366
32,55443	4,86343
32,65580	4,85366
32,55443	4,86343
32,65580	4,85855
32,55443	4,86343
32,65580	4,86343
32,55443	4,86343
32,65580	4,86831
32,60509	4,86831
32,65580	4,86831
32,55443	4,87320
32,65580	4,87320
32,60509	4,87320
32,65580	4,88296
32,55443	4,87320
32,65580	4,88296
32,55443	4,88296
32,65580	4,88296
32,60509	4,88296
32,70656	4,88296
32,60509	4,88784
32,65580	4,88784
32,60509	4,88784
32,65580	4,89273
32,60509	4,89273
32,65580	4,89273
32,60509	4,90249
32,70656	4,90249
32,60509	4,90249
32,70656	4,89761
32,60509	4,90249
32,70656	4,89761
32,65580	4,90249
32,70656	4,90249
32,60509	4,90249
32,70656	4,90249
32,65580	4,90738
32,70656	4,91226
32,60509	4,90738
32,75736	4,91226
32,65580	4,92203
32,75736	4,92203
32,65580	4,92203
32,70656	4,92203
32,60509	4,92203
32,70656	4,92203
32,70656	4,92691
32,75736	4,92691
32,65580	4,92691
32,75736	4,93179
32,65580	4,92691
32,75736	4,93179
32,70656	4,93179
32,75736	4,93667
32,65580	4,94156
32,75736	4,93667
32,65580	4,94156
32,75736	4,94156
32,65580	4,94156
32,75736	4,94156
32,70656	4,94156
32,75736	4,94156
32,70656	4,94644
32,75736	4,95132
32,70656	4,95132
32,75736	4,95132
32,70656	4,95621
32,75736	4,96109
32,70656	4,95621
32,75736	4,96109
32,70656	4,96109
32,75736	4,96109
32,70656	4,96109
32,75736	4,96109
32,75736	4,96597
32,75736	4,97085
32,75736	4,96597
32,75736	4,97085
32,75736	4,97085
32,75736	4,97085
32,70656	4,98062
32,75736	4,97574
32,70656	4,98062
32,75736	4,97574
32,75736	4,98062
32,75736	4,98062
32,75736	4,98062
32,75736	4,98062
32,70656	4,98550
32,75736	4,99039
32,70656	5,00015
32,85910	5,00015
32,75736	5,00015
32,75736	5,00015
32,75736	5,00015
32,85910	5,00015
32,75736	5,00015
32,75736	5,00015
32,75736	5,00015
32,75736	5,00015
32,75736	5,00504
32,75736	5,00015
32,75736	5,00504
32,85910	5,00504
32,75736	5,00504
32,85910	5,00992
32,75736	5,01968
32,85910	5,00992
32,75736	5,01968
32,85910	5,01480
32,75736	5,01968
32,85910	5,01968
32,75736	5,01968
32,85910	5,01968
32,75736	5,02457
32,85910	5,02457
32,75736	5,02457
32,85910	5,02945
32,75736	5,02945
32,91005	5,02945
32,75736	5,02945
32,91005	5,03922
32,75736	5,03922
32,91005	5,03922
32,75736	5,03922
32,91005	5,03922
32,80821	5,04410
32,91005	5,03922
32,85910	5,04410
32,91005	5,04410
32,85910	5,04410
32,91005	5,04898
32,85910	5,05875
32,96103	5,05387
32,80821	5,05875
32,96103	5,05387
32,75736	5,05875
32,96103	5,05875
32,91005	5,05875
32,96103	5,05875
32,85910	5,06363
32,96103	5,06363
32,91005	5,06363
32,96103	5,06851
32,91005	5,07828
32,96103	5,06851
32,75736	5,07340
33,01207	5,06851
32,85910	5,07828
33,01207	5,07828
32,91005	5,07828
32,96103	5,07828
32,85910	5,07828
32,96103	5,08316
32,91005	5,08316
32,96103	5,08316
32,91005	5,08805
32,96103	5,08805
32,91005	5,09781
32,96103	5,08805
32,91005	5,09781
32,96103	5,09781
32,91005	5,09781
32,96103	5,09781
32,91005	5,09781
33,01207	5,09781
32,91005	5,10269
32,96103	5,10758
32,91005	5,10269
32,96103	5,10758
32,91005	5,11246
32,96103	5,11734
32,91005	5,11246
32,96103	5,11734
32,91005	5,11246
32,96103	5,11734
32,96103	5,11734
33,06315	5,11734
32,91005	5,12223
33,06315	5,11734
32,96103	5,12223
33,06315	5,12223
32,91005	5,12223
33,01207	5,12711
33,01207	5,12223
33,06315	5,12711
32,96103	5,13688
33,06315	5,13199
32,96103	5,13688
33,06315	5,13199
32,96103	5,13688
33,06315	5,13688
33,01207	5,14176
33,06315	5,13688
32,96103	5,14664
33,06315	5,14664
33,01207	5,14664
33,06315	5,15641
33,01207	5,15152
33,06315	5,15641
32,96103	5,15641
33,06315	5,15641
32,96103	5,15641
33,06315	5,15641
33,01207	5,15641
33,06315	5,16129
33,01207	5,16129
33,06315	5,16617
33,01207	5,16617
33,11428	5,16617
33,01207	5,16617
33,11428	5,16617
33,01207	5,17594
33,11428	5,17106
33,06315	5,17594
33,11428	5,17106
33,01207	5,17594
33,11428	5,17594
33,01207	5,17594
33,16546	5,17594
33,01207	5,18082
33,11428	5,18571
33,11428	5,18571
33,16546	5,18082
33,06315	5,19059
33,11428	5,19547
33,06315	5,19059
33,11428	5,19547
33,06315	5,19547
33,11428	5,19547
33,06315	5,19547
33,11428	5,19547
33,06315	5,20035
33,16546	5,19547
33,06315	5,20524
33,11428	5,20524
33,11428	5,21500
33,16546	5,20524
33,11428	5,21500
33,16546	5,20524
33,01207	5,21500
33,16546	5,21012
33,06315	5,21500
33,16546	5,21500
33,11428	5,21500
33,16546	5,22477
33,11428	5,21989
33,16546	5,21989
33,11428	5,21989
33,16546	5,22477
33,11428	5,22477
33,16546	5,22965
33,11428	5,23453
33,16546	5,23453
33,11428	5,23453
33,16546	5,23453
33,11428	5,23453
33,16546	5,23453
33,11428	5,23942
33,16546	5,23453
33,11428	5,23942
33,16546	5,24430
33,11428	5,25407
33,16546	5,23942
33,11428	5,24430
33,16546	5,24430
33,11428	5,25407
33,16546	5,24918
33,11428	5,25407
33,16546	5,25407
33,11428	5,25407
33,16546	5,25407
33,16546	5,25895
33,16546	5,25895
33,11428	5,26383
33,16546	5,26383
33,21668	5,25895
33,16546	5,27360
33,16546	5,26872
33,16546	5,27360
33,21668	5,27360
33,16546	5,27360
33,21668	5,27360
33,16546	5,27360
33,16546	5,27848
33,16546	5,27848
33,21668	5,27848
33,16546	5,28336
33,16546	5,27848
33,26795	5,28336
33,21668	5,29313
33,26795	5,28336
33,21668	5,29313
33,26795	5,28825
33,16546	5,29313
33,26795	5,29313
33,21668	5,29313
33,16546	5,29801
33,21668	5,29801
33,16546	5,29313
33,21668	5,29801
33,16546	5,31266
33,21668	5,30290
33,26795	5,31266
33,21668	5,31266
33,26795	5,31266
33,21668	5,31266
33,31927	5,31266
33,21668	5,31266
33,31927	5,31266
33,21668	5,31266
33,31927	5,31266
33,26795	5,32243
33,31927	5,31755
33,21668	5,32243
33,26795	5,32243
33,21668	5,33219
33,31927	5,32731
33,21668	5,33219
33,31927	5,32731
33,21668	5,33219
33,37064	5,33219
33,21668	5,33219
33,37064	5,33708
33,26795	5,33219
33,31927	5,33219
33,26795	5,33708
33,37064	5,34196
33,26795	5,34196
33,37064	5,34196
33,31927	5,34684
33,37064	5,35173
33,26795	5,34684
33,37064	5,35173
33,31927	5,35173
33,37064	5,35173
33,26795	5,35173
33,37064	5,35661
33,31927	5,35661
33,37064	5,35661
33,31927	5,36149
33,37064	5,36149
33,31927	5,37126
33,37064	5,36149
33,31927	5,37126
33,37064	5,36149
33,31927	5,37126
33,37064	5,37126
33,31927	5,37126
33,37064	5,37126
33,31927	5,38102
33,37064	5,37614
33,31927	5,37614
33,37064	5,38102
33,31927	5,38102
33,42206	5,39079
33,37064	5,39079
33,42206	5,39079
33,31927	5,39079
33,37064	5,38591
33,31927	5,39079
33,42206	5,39079
33,31927	5,39079
33,47353	5,39079
33,31927	5,39567
33,37064	5,39567
33,31927	5,40056
33,42206	5,40056
33,37064	5,41032
33,47353	5,40056
33,37064	5,41032
33,42206	5,40544
33,42206	5,41032
33,47353	5,40544
33,31927	5,41032
33,47353	5,41032
33,42206	5,41520
33,47353	5,41520
33,37064	5,42009
33,47353	5,42985
33,37064	5,42497
33,47353	5,42985
33,42206	5,42497
33,47353	5,42985
33,42206	5,42985
33,47353	5,42985
33,42206	5,42985
33,47353	5,42985
33,42206	5,43474
33,52504	5,43474
33,42206	5,43474
33,47353	5,43962
33,42206	5,44939
33,47353	5,43962
33,42206	5,44939
33,52504	5,44450
33,42206	5,44939
33,47353	5,44450
33,42206	5,44939
33,47353	5,44939
33,42206	5,45427
33,47353	5,45427
33,42206	5,45427
33,57661	5,45427
33,42206	5,45915
33,52504	5,45915
33,42206	5,46403
33,52504	5,46892
33,47353	5,46403
33,57661	5,46892
33,42206	5,46892
33,52504	5,46892
33,47353	5,46892
33,52504	5,46892
33,52504	5,47380
33,57661	5,47380
33,47353	5,47380
33,57661	5,47868
33,47353	5,48845
33,57661	5,47868
33,52504	5,48845
33,57661	5,47868
33,47353	5,48845
33,57661	5,48357
33,52504	5,48845
33,57661	5,48845
33,47353	5,48845
33,57661	5,48845
33,52504	5,49333
33,57661	5,49821
33,52504	5,49333
33,57661	5,49821
33,52504	5,49821
33,57661	5,50798
33,52504	5,50798
33,57661	5,50798
33,52504	5,50310
33,57661	5,50798
33,52504	5,50798
33,57661	5,50798
33,52504	5,51286
33,57661	5,51286
33,52504	5,51286
33,57661	5,51775
33,52504	5,51775
33,57661	5,52263
33,52504	5,52751
33,57661	5,52263
33,47353	5,52751
33,57661	5,52263
33,52504	5,52751
33,57661	5,52751
33,52504	5,53240
33,57661	5,52751
33,57661	5,53240
33,57661	5,53240
33,57661	5,53240
33,57661	5,53728
33,57661	5,54704
33,67988	5,54216
33,57661	5,54704
33,57661	5,54216
33,57661	5,54704
33,67988	5,54704
33,57661	5,54704
33,57661	5,54704
33,57661	5,54704
33,57661	5,55193
33,57661	5,55193
33,67988	5,55681
33,57661	5,55193
33,67988	5,55681
33,57661	5,56658
33,67988	5,56169
33,57661	5,56658
33,57661	5,56169
33,57661	5,56658
33,67988	5,56658
33,57661	5,56658
33,67988	5,56658
33,57661	5,57146
33,57661	5,57634
33,57661	5,57146
33,73159	5,58611
33,62822	5,57634
33,67988	5,58611
33,57661	5,58123
33,67988	5,58611
33,57661	5,58611
33,73159	5,58611
33,62822	5,58611
33,73159	5,58611
33,57661	5,58611
33,73159	5,59099
33,62822	5,59099
33,73159	5,59587
33,62822	5,59587
33,73159	5,59587
33,57661	5,60564
33,73159	5,60564
33,62822	5,60564
33,73159	5,60076
33,67988	5,60564
33,73159	5,60564
33,67988	5,60564
33,73159	5,61052
33,62822	5,61052
33,73159	5,61541
33,67988	5,61052
33,78335	5,61541
33,73159	5,62517
33,78335	5,62517
33,73159	5,62517
33,78335	5,62517
33,67988	5,62517
33,78335	5,62517
33,73159	5,62517
33,78335	5,62517
33,73159	5,63005
33,78335	5,63005
33,67988	5,63494
33,78335	5,63494
33,73159	5,64470
33,78335	5,63494
33,73159	5,64470
33,78335	5,63494
33,73159	5,64470
33,78335	5,64470
33,73159	5,64470
33,83517	5,64470
33,73159	5,64470
33,78335	5,64470
33,73159	5,64959
33,78335	5,64959
33,78335	5,65447
33,78335	5,65447
33,73159	5,65447
33,78335	5,66424
33,78335	5,65935
33,88703	5,66424
33,78335	5,66424
33,83517	5,66424
33,73159	5,66424
33,83517	5,66424
33,73159	5,66912
33,78335	5,66912
33,73159	5,67400
33,83517	5,66912
33,73159	5,67400
33,88703	5,67400
33,83517	5,68377
33,88703	5,67888
33,78335	5,68377
33,83517	5,67888
33,73159	5,68377
33,88703	5,68865
33,83517	5,68377
33,88703	5,68865
33,78335	5,68865
33,88703	5,69353
33,78335	5,69353
33,88703	5,69842
33,83517	5,70330
33,88703	5,69842
33,78335	5,70330
33,88703	5,70330
33,83517	5,70330
33,88703	5,70330
33,83517	5,70818
33,88703	5,70330
33,83517	5,70818
33,88703	5,70818
33,83517	5,70818
33,88703	5,71306
33,83517	5,71306
33,88703	5,71795
33,83517	5,72283
33,88703	5,71795
33,83517	5,72283
33,88703	5,71795
33,83517	5,72283
33,93894	5,72283
33,83517	5,72771
33,88703	5,72771
33,83517	5,72771
33,93894	5,72771
33,83517	5,73260
33,93894	5,74236
33,88703	5,73748
33,93894	5,74236
33,88703	5,73748
33,93894	5,74236
33,88703	5,74236
33,99090	5,74236
33,88703	5,74236
33,93894	5,74236
33,83517	5,74236
33,93894	5,75213
33,88703	5,74725
33,99090	5,75213
33,88703	5,76189
33,93894	5,76189
33,83517	5,76189
33,99090	5,75701
33,88703	5,76189
33,93894	5,75701
33,88703	5,76678
33,99090	5,76189
33,88703	5,76678
33,99090	5,77166
33,88703	5,76678
33,99090	5,77166
33,93894	5,77166
33,99090	5,77166
33,93894	5,77654
33,99090	5,78143
33,93894	5,78143
33,99090	5,78143
33,93894	5,78143
33,99090	5,78143
33,93894	5,78631
33,99090	5,78631
33,93894	5,79119
33,99090	5,79119
33,93894	5,80096
33,99090	5,78631
33,93894	5,79608
33,99090	5,79608
33,93894	5,80096
33,99090	5,79608
33,93894	5,80096
33,99090	5,80096
33,93894	5,80584
33,99090	5,80096
33,93894	5,80584
33,99090	5,80584
33,93894	5,81072
33,99090	5,82049
33,99090	5,81072
33,99090	5,82049
33,99090	5,81561
33,99090	5,82049
33,99090	5,82049
33,99090	5,82049
33,99090	5,82049
33,99090	5,82049
33,93894	5,82049
33,99090	5,82537
33,99090	5,82537
33,99090	5,83026
33,99090	5,82537
33,99090	5,83026
33,99090	5,84002
33,99090	5,83514
33,99090	5,84002
34,09498	5,84002
33,93894	5,84002
33,99090	5,84002
33,99090	5,84490
34,09498	5,84490
33,99090	5,84490
34,09498	5,84979
33,99090	5,84490
34,09498	5,84979
33,99090	5,84979
34,09498	5,84979
33,99090	5,85955
34,09498	5,85467
33,99090	5,85955
34,09498	5,85955
33,99090	5,86444
34,09498	5,85955
33,99090	5,86444
34,14709	5,86444
33,99090	5,86932
34,14709	5,86932
34,04291	5,87909
34,09498	5,86932
33,99090	5,87909
34,14709	5,87420
34,09498	5,87909
34,14709	5,87420
34,09498	5,87909
34,14709	5,87909
33,99090	5,88397
34,14709	5,87909
34,04291	5,88397
34,19926	5,89862
34,09498	5,88885
34,19926	5,89862
33,99090	5,89373
34,14709	5,89862
34,04291	5,89862
34,19926	5,89862
34,14709	5,89862
34,19926	5,89862
34,14709	5,90350
34,19926	5,90350
34,14709	5,90838
34,19926	5,90838
34,14709	5,90838
34,19926	5,90838
34,09498	5,91327
34,19926	5,90838
34,14709	5,91815
34,19926	5,91815
34,14709	5,91815
34,19926	5,91815
34,14709	5,91815
34,19926	5,91815
34,14709	5,92303
34,19926	5,93768
34,14709	5,92792
34,19926	5,93768
34,14709	5,93768
34,19926	5,93768
34,14709	5,93768
34,19926	5,93768
34,14709	5,93768
34,25148	5,93768
34,14709	5,93768
34,25148	5,94256
34,19926	5,94256
34,19926	5,94256
34,19926	5,94745
34,30375	5,94745
34,19926	5,94745
34,19926	5,94745
34,19926	5,95721
34,19926	5,95233
34,14709	5,95721
34,25148	5,95721
34,19926	5,95721
34,19926	5,96210
34,14709	5,95721
34,25148	5,95721
34,14709	5,96210
34,25148	5,96698
34,14709	5,96698
34,30375	5,97674
34,25148	5,97186
34,30375	5,97674
34,19926	5,97674
34,30375	5,97674
34,19926	5,97674
34,30375	5,97674
34,19926	5,98163
34,30375	5,98163
34,25148	5,98651
34,30375	5,98651
34,19926	5,98651
34,30375	5,98651
34,19926	5,99628
34,30375	5,99139
34,19926	5,99628
34,30375	5,99139
34,25148	5,99628
34,35607	5,99628
34,25148	6,00116
34,30375	6,00116
34,25148	6,00604
34,35607	6,00604
34,25148	6,00116
34,30375	6,00604
34,25148	6,01581
34,30375	6,01093
34,25148	6,01581
34,35607	6,01581
34,25148	6,01581
34,35607	6,01581
34,25148	6,02069
34,30375	6,01581
34,25148	6,02069
34,30375	6,02069
34,25148	6,02557
34,35607	6,02557
34,25148	6,03534
34,35607	6,02557
34,25148	6,03534
34,40844	6,03534
34,25148	6,03534
34,35607	6,03534
34,25148	6,03534
34,35607	6,03534
34,25148	6,04022
34,35607	6,04022
34,30375	6,04022
34,40844	6,04511
34,35607	6,04511
34,40844	6,05487
34,35607	6,04999
34,40844	6,05487
34,30375	6,04999
34,40844	6,05487
34,30375	6,05487
34,40844	6,05487
34,35607	6,05487
34,40844	6,05976
34,35607	6,05976
34,40844	6,06464
34,35607	6,05976
34,40844	6,06464
34,35607	6,07440
34,40844	6,06952
34,35607	6,06952
34,40844	6,06952
34,35607	6,07440
34,40844	6,07440
34,35607	6,07440
34,40844	6,07929
34,35607	6,08417
34,40844	6,08417
34,35607	6,08417
34,40844	6,09394
34,35607	6,08417
34,40844	6,09394
34,35607	6,08905
34,40844	6,09394
34,40844	6,09394
34,40844	6,09394
34,40844	6,09394
34,40844	6,09882
34,35607	6,09882
34,40844	6,09882
34,35607	6,10370
34,40844	6,10370
34,40844	6,10370
34,40844	6,10858
34,40844	6,11347
34,51335	6,10858
34,40844	6,11347
34,51335	6,11347
34,35607	6,11347
34,40844	6,11347
34,40844	6,11835
34,40844	6,12323
34,40844	6,11835
34,40844	6,12323
34,40844	6,12323
34,40844	6,13300
34,40844	6,12323
34,40844	6,13300
34,40844	6,12812
34,51335	6,13300
34,40844	6,13300
34,51335	6,13300
34,40844	6,13300
34,56588	6,13300
34,40844	6,13788
34,51335	6,13788
34,40844	6,13788
34,51335	6,14277
34,46087	6,13788
34,51335	6,14277
34,46087	6,15253
34,51335	6,15253
34,56588	6,15253
34,56588	6,15253
34,46087	6,15741
34,56588	6,15741
34,46087	6,15741
34,56588	6,15741
34,46087	6,16230
34,56588	6,16230
34,46087	6,17206
34,51335	6,16230
34,46087	6,17206
34,56588	6,16718
34,40844	6,17206
34,56588	6,17206
34,40844	6,17695
34,56588	6,17695
34,51335	6,17695
34,61847	6,18183
34,51335	6,18183
34,61847	6,18183
34,51335	6,18183
34,61847	6,18183
34,51335	6,19160
34,56588	6,18183
34,56588	6,19160
34,61847	6,18671
34,56588	6,19160
34,56588	6,19160
34,56588	6,19160
34,61847	6,19648
34,56588	6,20136
34,61847	6,20136
34,56588	6,20136
34,61847	6,21113
34,56588	6,20624
34,61847	6,21113
34,56588	6,20624
34,61847	6,21113
34,56588	6,21113
34,61847	6,21113
34,56588	6,21113
34,61847	6,21601
34,61847	6,22089
34,61847	6,22089
34,56588	6,21601
34,61847	6,22089
34,56588	6,23066
34,67110	6,22578
34,61847	6,23066
34,61847	6,22578
34,56588	6,23066
34,67110	6,23066
34,56588	6,23066
34,61847	6,23066
34,61847	6,23066
34,67110	6,23554
34,61847	6,24042
34,72380	6,25019
34,61847	6,25019
34,67110	6,25019
34,61847	6,25019
34,61847	6,25019
34,56588	6,25019
34,72380	6,25019
34,61847	6,25507
34,72380	6,25019
34,61847	6,25507
34,67110	6,25507
34,61847	6,25507
34,67110	6,25507
34,61847	6,25996
34,67110	6,25996
34,67110	6,26972
34,72380	6,26484
34,67110	6,26972
34,72380	6,26972
34,67110	6,26972
34,72380	6,27461
34,67110	6,27461
34,77654	6,26972
34,67110	6,27461
34,72380	6,27461
34,67110	6,27949
34,77654	6,28925
34,67110	6,28437
34,77654	6,28925
34,67110	6,28925
34,77654	6,28925
34,67110	6,28925
34,77654	6,28925
34,67110	6,29414
34,77654	6,29414
34,67110	6,29414
34,77654	6,29902
34,72380	6,30879
34,77654	6,29902
34,67110	6,30879
34,77654	6,30390
34,67110	6,30879
34,77654	6,30879
34,67110	6,30879
34,82934	6,30390
34,67110	6,31367
34,82934	6,31367
34,72380	6,31367
34,82934	6,31855
34,67110	6,31367
34,77654	6,31855
34,67110	6,31855
34,77654	6,31855
34,72380	6,32832
34,82934	6,32832
34,77654	6,32832
34,82934	6,32832
34,77654	6,32832
34,82934	6,33320
34,77654	6,33320
34,82934	6,33808
34,77654	6,33808
34,82934	6,33808
34,77654	6,33808
34,82934	6,33808
34,77654	6,34785
34,82934	6,34297
34,77654	6,34785
34,82934	6,34785
34,77654	6,34785
34,82934	6,35273
34,77654	6,35273
34,82934	6,35762
34,77654	6,35762
34,82934	6,35762
34,77654	6,35762
34,82934	6,36738
34,82934	6,36250
34,82934	6,36738
34,77654	6,36738
34,82934	6,36738
34,82934	6,36738
34,82934	6,36738
34,77654	6,37226
34,82934	6,37226
34,77654	6,37715
34,82934	6,37715
34,77654	6,37226
34,82934	6,37715
34,77654	6,38691
34,82934	6,38203
34,77654	6,38691
34,82934	6,38691
34,77654	6,38691
34,82934	6,38691
34,82934	6,39180
34,82934	6,39180
34,82934	6,39180
34,82934	6,39668
34,88219	6,39668
34,82934	6,39180
34,88219	6,40156
34,82934	6,40156
34,88219	6,40645
34,93510	6,40645
34,88219	6,40645
34,82934	6,40645
34,88219	6,40645
34,93510	6,41133
34,88219	6,41133
34,93510	6,41621
34,88219	6,41133
34,93510	6,41621
34,88219	6,42598
34,98806	6,41621
34,88219	6,42598
34,82934	6,42598
34,88219	6,42598
34,93510	6,42109
34,88219	6,43086
34,93510	6,42598
34,88219	6,43086
34,98806	6,43086
34,88219	6,43086
34,93510	6,43574
34,88219	6,43574
34,93510	6,44551
34,88219	6,44063
35,04107	6,44551
34,93510	6,44551
34,98806	6,44551
34,93510	6,45039
34,98806	6,44551
34,93510	6,45039
35,04107	6,45039
34,88219	6,45528
35,04107	6,45528
34,93510	6,45528
35,04107	6,45528
34,98806	6,46504
35,04107	6,46016
34,93510	6,46504
35,04107	6,46504
34,98806	6,46992
35,04107	6,46992
34,93510	6,46992
35,04107	6,47481
34,98806	6,46992
35,04107	6,47481
34,93510	6,47481
35,04107	6,47481
34,98806	6,48457
35,04107	6,48457
34,98806	6,48457
35,04107	6,48457
34,93510	6,48457
35,04107	6,48457
34,98806	6,48946
35,04107	6,48946
34,98806	6,49434
35,04107	6,49434
34,98806	6,49434
35,04107	6,49922
34,98806	6,50410
35,04107	6,49922
34,98806	6,50410
35,04107	6,50410
34,98806	6,50899
35,04107	6,50410
34,98806	6,50899
35,04107	6,50899
34,98806	6,50899
35,04107	6,52364
34,98806	6,51387
35,09414	6,52364
35,04107	6,51875
35,09414	6,52364
34,98806	6,52364
35,09414	6,52364
34,98806	6,52364
35,04107	6,52364
34,98806	6,52364
35,09414	6,53340
35,04107	6,53340
35,04107	6,53340
35,04107	6,52852
35,14727	6,53340
34,98806	6,54317
35,09414	6,53829
35,04107	6,54317
35,14727	6,54317
35,04107	6,54317
35,14727	6,54317
35,04107	6,54317
35,14727	6,54805
35,04107	6,54805
35,14727	6,56270
35,09414	6,55293
35,14727	6,56270
35,09414	6,56270
35,14727	6,56270
35,09414	6,56270
35,14727	6,56270
35,09414	6,56270
35,20045	6,56758
35,09414	6,56758
35,20045	6,56758
35,09414	6,56758
35,20045	6,57247
35,09414	6,57247
35,14727	6,57247
35,09414	6,58223
35,20045	6,57735
35,09414	6,58223
35,25369	6,57735
35,09414	6,58223
35,25369	6,58223
35,09414	6,58223
35,20045	6,58712
35,14727	6,58712
35,20045	6,60176
35,09414	6,58712
35,25369	6,60176
35,14727	6,59200
35,20045	6,60176
35,09414	6,59688
35,20045	6,60176
35,09414	6,60176
35,20045	6,60176
35,09414	6,60176
35,25369	6,60176
35,14727	6,60665
35,20045	6,60665
35,14727	6,60665
35,20045	6,61153
35,20045	6,62130
35,25369	6,61153
35,20045	6,62130
35,25369	6,61641
35,20045	6,62130
35,25369	6,62130
35,20045	6,62130
35,25369	6,62130
35,20045	6,62618
35,25369	6,62130
35,14727	6,62618
35,25369	6,63106
35,20045	6,63106
35,25369	6,63106
35,20045	6,64083
35,25369	6,63594
35,20045	6,64083
35,25369	6,64083
35,20045	6,64083
35,25369	6,64083
35,20045	6,64571
35,25369	6,65059
35,20045	6,65059
35,25369	6,65059
35,25369	6,66036
35,25369	6,65059
35,20045	6,66036
35,25369	6,66036
35,20045	6,66036
35,25369	6,66036
35,25369	6,66524
35,25369	6,66036
35,20045	6,66524
35,25369	6,67013
35,20045	6,67013
35,25369	6,67989
35,25369	6,67013
35,25369	6,67989
35,20045	6,67501
35,36033	6,67989
35,25369	6,67989
35,36033	6,67989
35,25369	6,67989
35,25369	6,67989
35,25369	6,67989
35,25369	6,68477
35,25369	6,68477
35,25369	6,68966
35,20045	6,69942
35,25369	6,68966
35,25369	6,69942
35,25369	6,69454
35,25369	6,69942
35,36033	6,69454
35,30698	6,69942
35,36033	6,69942
35,25369	6,69942
35,25369	6,70431
35,25369	6,70431
35,41373	6,69942
35,25369	6,70431
35,36033	6,70919
35,30698	6,71407
35,25369	6,70919
35,25369	6,71896
35,36033	6,71896
35,25369	6,71896
35,41373	6,71896
35,30698	6,72384
35,41373	6,71896
35,25369	6,72384
35,25369	6,72872
35,25369	6,72384
35,46719	6,72384
35,36033	6,73849
35,41373	6,73360
35,36033	6,73849
35,41373	6,73849
35,25369	6,73849
35,41373	6,73849
35,36033	6,73849
35,46719	6,73849
35,36033	6,74337
35,46719	6,74825
35,41373	6,74825
35,46719	6,75802
35,36033	6,75314
35,46719	6,75802
35,41373	6,75802
35,46719	6,75802
35,41373	6,75802
35,46719	6,75802
35,36033	6,75802
35,46719	6,75802
35,41373	6,76290
35,46719	6,76290
35,41373	6,77755
35,46719	6,76778
35,41373	6,76778
35,46719	6,77267
35,41373	6,77755
35,46719	6,77267
35,41373	6,77755
35,46719	6,77267
35,41373	6,78243
35,46719	6,78243
35,41373	6,78243
35,46719	6,78243
35,41373	6,78243
35,46719	6,78732
35,41373	6,78243
35,52071	6,78732
35,41373	6,79708
35,46719	6,79220
35,41373	6,79708
35,46719	6,79708
35,41373	6,79708
35,52071	6,80197
35,41373	6,80685
35,46719	6,80197
35,41373	6,80685
35,52071	6,80685
35,41373	6,80197
35,57428	6,80685
35,46719	6,81661
35,57428	6,81173
35,46719	6,81661
35,57428	6,81661
35,46719	6,81661
35,52071	6,81661
35,46719	6,81661
35,57428	6,81661
35,46719	6,82150
35,52071	6,83615
35,46719	6,82638
35,57428	6,82638
35,52071	6,82638
35,57428	6,83615
35,46719	6,83615
35,57428	6,83615
35,52071	6,83615
35,62791	6,83615
35,52071	6,84103
35,57428	6,83615
35,52071	6,84591
35,57428	6,84103
35,46719	6,84591
35,57428	6,84591
35,46719	6,85568
35,57428	6,85080
35,52071	6,85568
35,57428	6,85080
35,52071	6,85568
35,62791	6,85568
35,52071	6,86056
35,62791	6,85568
35,52071	6,86056
35,62791	6,86056
35,52071	6,87521
35,57428	6,86544
35,52071	6,87521
35,62791	6,87521
35,52071	6,87521
35,62791	6,87521
35,57428	6,87521
35,68160	6,87521
35,52071	6,87521
35,68160	6,87521
35,57428	6,88009
35,68160	6,88009
35,57428	6,88498
35,62791	6,88498
35,57428	6,89474
35,68160	6,88986
35,62791	6,89474
35,68160	6,88986
35,57428	6,89474
35,68160	6,89474
35,62791	6,89474
35,68160	6,89474
35,62791	6,89962
35,68160	6,90451
35,62791	6,89962
35,68160	6,90451
35,62791	6,90939
35,68160	6,91427
35,62791	6,91427
35,68160	6,91427
35,62791	6,91427
35,68160	6,91427
35,62791	6,91427
35,68160	6,91916
35,62791	6,91916
35,68160	6,91916
35,62791	6,91916
35,68160	6,92404
35,62791	6,91916
35,68160	6,92892
35,62791	6,93381
35,68160	6,92892
35,62791	6,93381
35,68160	6,93381
35,62791	6,93869
35,68160	6,93381
35,68160	6,93869
35,68160	6,94357
35,68160	6,93869
35,68160	6,94845
35,62791	6,95334
35,68160	6,94845
35,62791	6,95334
