Pressione, Can A in funzione di Temperatura, Can B, Raccolta #3
Temperatura, Can B ( °C )	Pressione, Can A ( kPa )
27,69102	1,09867
27,69102	1,10355
27,69102	1,10355
27,69102	1,10843
27,69102	1,10355
27,69102	1,10355
27,69102	1,11332
27,69102	1,10843
27,64416	1,11332
27,69102	1,10843
27,64416	1,11332
27,69102	1,11332
27,69102	1,11820
27,69102	1,11332
27,69102	1,11820
27,69102	1,11820
27,69102	1,11820
27,78483	1,12308
27,69102	1,12308
27,78483	1,13285
27,69102	1,12796
27,69102	1,13285
27,69102	1,13285
27,69102	1,13285
27,69102	1,12796
27,78483	1,13285
27,69102	1,13285
27,78483	1,13285
27,69102	1,13773
27,78483	1,13285
27,69102	1,13285
27,69102	1,13773
27,69102	1,14261
27,78483	1,14261
27,69102	1,14261
27,78483	1,14261
27,69102	1,15238
27,78483	1,14750
27,69102	1,15238
27,78483	1,14750
27,64416	1,15238
27,78483	1,15238
27,69102	1,15238
27,78483	1,15238
27,69102	1,15726
27,78483	1,15238
27,69102	1,15726
27,78483	1,16214
27,69102	1,15726
27,78483	1,16214
27,69102	1,16214
27,78483	1,16214
27,69102	1,16214
27,78483	1,16214
27,69102	1,17191
27,83178	1,17191
27,69102	1,17191
27,83178	1,17191
27,73791	1,17679
27,83178	1,17191
27,69102	1,17191
27,78483	1,17191
27,78483	1,17679
27,78483	1,17679
27,69102	1,17679
27,83178	1,18168
27,73791	1,17679
27,83178	1,18168
27,69102	1,19144
27,87876	1,18168
27,69102	1,19144
27,78483	1,18656
27,73791	1,19144
27,78483	1,18656
27,69102	1,19144
27,83178	1,19144
27,69102	1,19144
27,83178	1,19144
27,73791	1,19144
27,83178	1,19633
27,69102	1,19633
27,78483	1,20121
27,78483	1,19633
27,87876	1,20121
27,69102	1,20121
27,83178	1,21097
27,83178	1,20121
27,83178	1,21097
27,69102	1,20609
27,83178	1,21097
27,78483	1,21097
27,87876	1,21097
27,73791	1,21097
27,87876	1,21586
27,78483	1,21097
27,87876	1,21097
27,78483	1,21586
27,87876	1,22074
27,83178	1,22074
27,87876	1,21586
27,83178	1,22074
27,83178	1,22074
27,83178	1,23051
27,87876	1,22074
27,78483	1,23051
27,87876	1,22562
27,83178	1,23051
27,83178	1,22562
27,83178	1,23051
27,87876	1,23051
27,83178	1,23051
27,87876	1,23051
27,78483	1,23539
27,87876	1,23539
27,83178	1,23539
27,87876	1,23539
27,83178	1,25004
27,87876	1,24027
27,83178	1,25004
27,87876	1,25004
27,78483	1,25004
27,87876	1,25004
27,83178	1,25004
27,87876	1,25004
27,83178	1,25004
27,87876	1,25004
27,83178	1,25004
27,92577	1,25004
27,83178	1,25004
27,87876	1,25492
27,83178	1,25492
27,87876	1,25980
27,83178	1,25492
27,87876	1,25980
27,83178	1,25980
27,87876	1,25980
27,83178	1,26957
27,87876	1,26469
27,83178	1,26957
27,87876	1,26469
27,83178	1,26957
27,87876	1,26469
27,83178	1,26957
27,87876	1,26957
27,83178	1,27445
27,87876	1,26957
27,83178	1,27445
27,87876	1,27934
27,83178	1,27445
27,92577	1,28910
27,87876	1,27934
27,87876	1,28910
27,83178	1,28422
27,87876	1,27934
27,83178	1,28422
27,92577	1,28910
27,83178	1,28422
27,97282	1,28910
27,87876	1,28910
27,87876	1,28910
27,83178	1,28910
27,97282	1,28910
27,87876	1,29398
27,87876	1,29398
27,83178	1,29398
27,92577	1,29398
27,83178	1,30863
27,92577	1,29887
27,87876	1,30375
27,87876	1,29887
27,87876	1,30863
27,97282	1,30375
27,87876	1,30863
27,97282	1,30375
27,83178	1,30863
27,97282	1,30863
27,83178	1,31352
27,97282	1,30863
27,87876	1,31352
27,97282	1,31840
27,87876	1,31840
27,97282	1,31840
27,92577	1,31840
27,97282	1,31840
27,87876	1,32328
27,97282	1,32328
27,87876	1,32817
27,92577	1,32817
27,92577	1,32817
27,97282	1,32817
27,87876	1,32817
28,01989	1,32817
27,92577	1,32817
27,97282	1,32817
27,87876	1,33305
27,97282	1,33305
27,92577	1,33305
27,97282	1,33793
27,87876	1,34770
27,97282	1,33793
27,87876	1,34770
27,97282	1,33793
27,87876	1,34770
27,97282	1,34770
27,92577	1,34770
27,97282	1,34281
27,92577	1,34770
27,97282	1,34770
27,92577	1,34770
27,97282	1,35258
27,92577	1,35258
27,97282	1,35258
27,92577	1,35258
27,97282	1,35746
27,87876	1,35746
28,01989	1,36723
27,92577	1,35746
27,97282	1,36723
27,92577	1,36235
27,97282	1,36723
27,92577	1,36723
27,97282	1,36723
27,92577	1,36723
28,01989	1,36723
27,92577	1,36723
28,01989	1,37211
27,92577	1,37211
27,97282	1,37211
27,92577	1,38188
28,01989	1,37700
27,92577	1,38676
28,01989	1,37700
27,92577	1,38676
28,01989	1,38188
27,92577	1,38676
28,01989	1,38188
27,92577	1,38676
28,01989	1,39164
27,92577	1,38676
28,01989	1,38676
27,92577	1,39164
28,01989	1,39164
27,92577	1,39653
28,01989	1,39653
27,97282	1,39164
28,01989	1,39653
27,97282	1,40629
28,01989	1,40629
28,01989	1,40141
28,06700	1,40629
27,92577	1,40629
28,06700	1,40629
28,01989	1,40629
28,06700	1,40629
27,92577	1,40629
28,06700	1,41118
27,97282	1,41118
28,01989	1,41118
28,01989	1,41606
28,06700	1,41606
28,01989	1,41606
28,01989	1,41606
27,97282	1,42582
28,06700	1,42094
28,01989	1,42582
28,06700	1,42094
28,01989	1,42582
28,06700	1,42094
27,97282	1,42582
28,06700	1,42582
28,01989	1,42582
28,06700	1,43071
27,97282	1,43071
28,06700	1,43071
28,01989	1,43559
28,06700	1,43559
28,01989	1,43559
28,06700	1,44536
27,97282	1,44047
28,06700	1,44536
27,97282	1,44047
28,06700	1,44536
28,01989	1,44047
28,06700	1,44536
28,01989	1,44536
28,06700	1,44536
28,01989	1,44536
28,06700	1,45024
28,01989	1,45024
28,06700	1,45024
28,01989	1,45024
28,06700	1,45512
28,01989	1,45024
28,06700	1,45512
28,01989	1,46489
28,06700	1,45512
28,01989	1,46489
28,06700	1,46489
28,01989	1,46489
28,06700	1,46489
28,06700	1,46489
28,06700	1,46489
28,01989	1,46489
28,06700	1,46489
28,01989	1,46977
28,06700	1,46977
28,01989	1,47465
28,06700	1,47465
28,01989	1,48442
28,06700	1,47465
28,01989	1,48442
28,06700	1,47465
28,01989	1,48442
28,06700	1,48442
28,01989	1,48442
28,06700	1,48442
28,01989	1,48442
28,06700	1,48442
28,06700	1,48930
28,06700	1,48442
28,01989	1,48930
28,06700	1,48930
28,06700	1,48930
28,06700	1,48930
28,06700	1,49419
28,06700	1,49419
28,06700	1,50395
28,06700	1,49419
28,06700	1,50395
28,06700	1,49907
28,06700	1,50395
28,06700	1,50395
28,06700	1,50395
28,06700	1,50395
28,06700	1,50884
28,06700	1,50884
28,06700	1,50884
28,06700	1,50884
28,06700	1,51372
28,06700	1,51372
28,06700	1,51372
28,06700	1,52348
28,06700	1,51860
28,06700	1,52348
28,06700	1,51860
28,16131	1,52348
28,06700	1,52348
28,06700	1,52348
28,06700	1,52348
28,16131	1,52837
28,06700	1,52837
28,16131	1,52837
28,06700	1,52837
28,16131	1,53325
28,06700	1,52837
28,06700	1,53325
28,06700	1,54302
28,16131	1,53325
28,06700	1,54302
28,16131	1,53813
28,06700	1,54302
28,06700	1,53813
28,06700	1,54302
28,16131	1,54790
28,11414	1,54302
28,16131	1,54790
28,06700	1,54790
28,16131	1,54302
28,11414	1,54790
28,20851	1,56255
28,11414	1,54790
28,16131	1,56255
28,06700	1,55278
28,20851	1,56255
28,11414	1,56255
28,20851	1,56255
28,06700	1,56255
28,20851	1,56255
28,11414	1,56255
28,20851	1,56255
28,11414	1,56255
28,20851	1,56743
28,11414	1,56743
28,16131	1,56743
28,06700	1,56743
28,25575	1,56743
28,11414	1,56743
28,16131	1,57231
28,11414	1,58208
28,20851	1,57231
28,11414	1,57231
28,25575	1,57720
28,20851	1,58208
28,25575	1,57720
28,06700	1,58208
28,20851	1,58208
28,16131	1,58208
28,25575	1,58208
28,11414	1,58696
28,20851	1,58696
28,20851	1,59185
28,25575	1,59185
28,16131	1,59185
28,20851	1,59185
28,20851	1,59185
28,25575	1,60161
28,20851	1,59185
28,25575	1,60161
28,16131	1,60161
28,20851	1,60161
28,16131	1,60161
28,25575	1,60161
28,16131	1,60161
28,25575	1,60649
28,20851	1,60649
28,25575	1,60161
28,11414	1,60649
28,25575	1,61138
28,16131	1,61138
28,25575	1,61138
28,16131	1,62114
28,25575	1,61626
28,20851	1,62114
28,25575	1,61626
28,20851	1,62114
28,25575	1,61626
28,16131	1,62114
28,25575	1,62114
28,20851	1,62114
28,25575	1,62114
28,20851	1,62114
28,25575	1,62603
28,20851	1,62603
28,25575	1,62603
28,20851	1,62603
28,25575	1,63091
28,20851	1,63091
28,25575	1,63091
28,20851	1,63091
28,25575	1,63091
28,20851	1,64068
28,25575	1,63579
28,20851	1,64068
28,25575	1,64068
28,20851	1,64068
28,25575	1,64068
28,20851	1,64556
28,25575	1,64556
28,20851	1,64556
28,25575	1,65044
28,20851	1,64556
28,25575	1,65044
28,20851	1,65044
28,30301	1,65044
28,20851	1,66021
28,30301	1,65532
28,20851	1,66021
28,25575	1,65532
28,20851	1,66021
28,30301	1,66021
28,20851	1,66509
28,30301	1,66021
28,20851	1,66509
28,35031	1,66997
28,25575	1,66509
28,25575	1,66509
28,20851	1,66997
28,35031	1,67974
28,20851	1,67486
28,35031	1,67974
28,20851	1,67486
28,30301	1,67974
28,25575	1,67974
28,30301	1,67974
28,25575	1,67974
28,35031	1,67974
28,25575	1,68462
28,35031	1,68462
28,25575	1,68462
28,35031	1,68950
28,25575	1,68462
28,35031	1,68950
28,30301	1,68462
28,35031	1,68950
28,25575	1,69927
28,35031	1,69439
28,25575	1,69927
28,35031	1,69439
28,20851	1,69927
28,35031	1,69927
28,25575	1,69927
28,35031	1,69927
28,30301	1,70415
28,35031	1,70415
28,30301	1,70415
28,35031	1,70904
28,25575	1,70415
28,35031	1,70904
28,30301	1,71392
28,35031	1,71880
28,30301	1,71880
28,35031	1,71880
28,30301	1,71392
28,35031	1,71880
28,30301	1,71880
28,35031	1,71880
28,30301	1,72369
28,35031	1,72369
28,30301	1,72369
28,35031	1,72369
28,30301	1,72369
28,35031	1,72857
28,30301	1,72857
28,35031	1,72857
28,30301	1,73833
28,35031	1,72857
28,30301	1,73833
28,39765	1,73833
28,30301	1,73833
28,39765	1,73833
28,35031	1,73833
28,35031	1,73345
28,30301	1,74322
28,39765	1,73833
28,30301	1,74322
28,39765	1,74322
28,30301	1,74322
28,39765	1,74810
28,35031	1,74810
28,39765	1,75787
28,30301	1,74810
28,39765	1,75787
28,35031	1,75787
28,35031	1,75787
28,30301	1,75787
28,39765	1,75787
28,30301	1,75787
28,39765	1,75787
28,35031	1,76275
28,44501	1,76275
28,35031	1,76275
28,35031	1,76275
28,35031	1,76763
28,39765	1,76763
28,35031	1,77740
28,39765	1,76763
28,39765	1,76763
28,44501	1,76763
28,35031	1,77740
28,44501	1,77252
28,35031	1,77740
28,44501	1,77252
28,35031	1,77740
28,44501	1,77740
28,39765	1,77740
28,44501	1,77740
28,35031	1,78228
28,44501	1,78228
28,39765	1,78228
28,44501	1,78716
28,39765	1,78716
28,44501	1,78228
28,39765	1,79205
28,44501	1,79205
28,39765	1,79693
28,44501	1,79693
28,39765	1,79693
28,44501	1,79693
28,39765	1,79693
28,44501	1,79693
28,39765	1,79693
28,44501	1,80181
28,39765	1,80181
28,44501	1,80670
28,39765	1,80670
28,44501	1,80670
28,39765	1,80670
28,44501	1,80670
28,39765	1,81646
28,44501	1,81158
28,39765	1,81646
28,44501	1,81158
28,39765	1,81646
28,44501	1,81646
28,39765	1,81646
28,44501	1,81646
28,44501	1,82134
28,44501	1,81646
28,39765	1,82134
28,44501	1,82134
28,39765	1,82623
28,44501	1,83599
28,39765	1,82623
28,44501	1,83599
28,39765	1,83599
28,44501	1,83599
28,44501	1,83599
28,44501	1,83599
28,44501	1,83599
28,44501	1,83599
28,39765	1,83599
28,44501	1,83599
28,39765	1,84088
28,44501	1,84088
28,44501	1,84088
28,44501	1,84576
28,44501	1,84576
28,44501	1,84576
28,39765	1,85553
28,44501	1,85064
28,44501	1,85553
28,44501	1,85064
28,44501	1,85553
28,44501	1,85553
28,49241	1,85553
28,44501	1,85553
28,44501	1,85553
28,44501	1,85553
28,44501	1,86041
28,44501	1,86041
28,39765	1,87506
28,44501	1,87506
28,49241	1,87506
28,44501	1,86529
28,49241	1,87506
28,44501	1,87506
28,49241	1,87506
28,44501	1,87506
28,49241	1,87506
28,53984	1,87506
28,49241	1,87506
28,53984	1,87506
28,49241	1,87994
28,53984	1,87506
28,49241	1,87994
28,44501	1,88482
28,49241	1,88482
28,53984	1,88482
28,49241	1,89459
28,53984	1,88971
28,49241	1,89459
28,44501	1,88971
28,49241	1,89459
28,58730	1,89459
28,53984	1,89459
28,58730	1,89459
28,49241	1,89459
28,58730	1,89459
28,49241	1,89459
28,44501	1,89947
28,49241	1,89947
28,44501	1,90435
28,49241	1,90435
28,58730	1,91412
28,49241	1,90435
28,53984	1,91412
28,49241	1,91412
28,63480	1,91412
28,49241	1,91412
28,63480	1,91412
28,53984	1,91412
28,58730	1,91412
28,49241	1,91900
28,63480	1,91900
28,53984	1,91900
28,63480	1,91900
28,49241	1,91900
28,63480	1,92389
28,53984	1,92389
28,63480	1,92389
28,53984	1,92389
28,63480	1,92877
28,53984	1,93365
28,58730	1,92877
28,53984	1,93365
28,63480	1,93365
28,53984	1,93365
28,63480	1,93365
28,53984	1,93365
28,63480	1,93854
28,58730	1,93854
28,63480	1,94342
28,58730	1,93854
28,63480	1,93854
28,53984	1,94342
28,63480	1,94342
28,58730	1,95318
28,63480	1,95318
28,58730	1,95318
28,63480	1,95318
28,58730	1,95318
28,63480	1,95318
28,58730	1,95318
28,63480	1,95318
28,58730	1,95807
28,63480	1,95807
28,58730	1,95807
28,63480	1,96295
28,58730	1,96295
28,68233	1,96295
28,58730	1,97272
28,63480	1,96295
28,58730	1,97272
28,63480	1,97272
28,58730	1,97272
28,63480	1,97272
28,58730	1,97272
28,63480	1,97272
28,58730	1,97272
28,63480	1,97760
28,58730	1,97760
28,68233	1,97760
28,58730	1,98248
28,68233	1,99225
28,58730	1,98248
28,68233	1,98248
28,58730	1,98248
28,72989	1,99225
28,58730	1,99225
28,68233	1,99225
28,58730	1,98737
28,68233	1,99225
28,58730	1,99225
28,63480	1,99225
28,58730	1,99713
28,68233	1,99225
28,58730	1,99713
28,72989	2,00201
28,58730	2,00201
28,68233	2,00201
28,58730	2,01178
28,72989	2,00201
28,63480	2,01178
28,63480	2,00201
28,58730	2,01178
28,72989	2,01178
28,63480	2,01178
28,72989	2,01178
28,63480	2,01178
28,72989	2,01178
28,68233	2,01178
28,68233	2,01178
28,63480	2,01666
28,68233	2,02155
28,68233	2,02155
28,72989	2,02155
28,68233	2,02155
28,72989	2,03131
28,63480	2,03131
28,72989	2,03131
28,63480	2,03131
28,72989	2,03131
28,68233	2,03131
28,72989	2,03131
28,68233	2,03619
28,72989	2,03619
28,63480	2,03619
28,72989	2,04108
28,68233	2,04108
28,72989	2,04108
28,63480	2,04108
28,72989	2,04108
28,63480	2,05084
28,72989	2,04108
28,68233	2,05084
28,72989	2,04596
28,68233	2,05084
28,77748	2,05084
28,63480	2,05084
28,72989	2,05084
28,68233	2,05573
28,72989	2,05573
28,68233	2,05573
28,72989	2,05573
28,72989	2,06061
28,77748	2,07038
28,68233	2,06061
28,77748	2,07038
28,68233	2,07038
28,72989	2,07038
28,68233	2,06549
28,77748	2,07038
28,72989	2,07038
28,77748	2,07038
28,72989	2,07038
28,82511	2,07038
28,72989	2,07526
28,77748	2,08014
28,68233	2,07526
28,77748	2,08014
28,68233	2,08991
28,77748	2,08014
28,68233	2,08991
28,82511	2,08014
28,72989	2,08991
28,77748	2,08502
28,72989	2,08991
28,77748	2,08991
28,72989	2,08991
28,82511	2,08991
28,77748	2,09479
28,82511	2,09479
28,72989	2,09479
28,82511	2,09967
28,72989	2,09967
28,82511	2,09967
28,72989	2,10456
28,82511	2,09967
28,77748	2,10944
28,82511	2,10944
28,72989	2,10944
28,77748	2,10944
28,72989	2,10944
28,82511	2,10944
28,77748	2,11432
28,82511	2,10944
28,77748	2,11432
28,82511	2,11432
28,72989	2,11432
28,82511	2,11921
28,77748	2,11921
28,82511	2,11921
28,72989	2,12409
28,82511	2,12409
28,77748	2,12897
28,82511	2,12409
28,77748	2,12897
28,82511	2,12897
28,77748	2,12897
28,82511	2,12897
28,77748	2,13385
28,82511	2,13385
28,77748	2,13385
28,82511	2,13385
28,77748	2,13385
28,82511	2,13874
28,77748	2,13874
28,82511	2,14850
28,77748	2,14362
28,82511	2,14850
28,77748	2,14362
28,82511	2,14850
28,82511	2,14850
28,82511	2,14850
28,82511	2,14850
28,82511	2,14850
28,82511	2,15339
28,82511	2,15827
28,77748	2,15339
28,82511	2,15827
28,77748	2,15827
28,82511	2,15827
28,82511	2,15827
28,82511	2,15827
28,82511	2,16803
28,82511	2,15827
28,82511	2,16803
28,82511	2,16315
28,77748	2,16803
28,82511	2,16803
28,82511	2,16803
28,82511	2,16803
28,77748	2,17292
28,82511	2,17292
28,77748	2,17292
28,82511	2,18757
28,77748	2,17780
28,82511	2,18757
28,82511	2,18757
28,82511	2,18757
28,82511	2,18757
28,82511	2,18757
28,82511	2,18757
28,82511	2,18757
28,82511	2,18757
28,82511	2,18757
28,82511	2,18757
28,82511	2,18757
28,82511	2,19245
28,92048	2,18757
28,82511	2,19245
28,92048	2,19733
28,87278	2,19733
28,92048	2,19733
28,82511	2,20710
28,92048	2,20222
28,82511	2,20710
28,96821	2,20222
28,87278	2,20710
28,92048	2,20710
28,82511	2,20710
28,92048	2,20710
28,87278	2,21198
28,92048	2,21198
28,82511	2,21198
28,92048	2,21198
28,87278	2,21198
28,92048	2,21686
28,87278	2,21686
28,92048	2,22663
28,87278	2,21686
28,92048	2,21686
28,92048	2,22663
28,96821	2,22663
28,92048	2,22175
28,96821	2,22663
28,82511	2,22663
28,92048	2,22663
28,87278	2,23151
28,96821	2,23640
28,87278	2,23151
28,96821	2,23640
28,87278	2,23640
28,96821	2,23151
28,92048	2,23640
28,96821	2,24128
28,87278	2,24616
28,96821	2,24128
28,92048	2,24616
29,01597	2,24128
28,92048	2,24616
29,01597	2,24128
28,96821	2,25105
28,96821	2,24616
28,87278	2,25105
29,01597	2,25105
28,92048	2,25593
29,01597	2,25593
28,92048	2,25593
28,96821	2,25593
28,96821	2,26569
29,01597	2,26081
28,96821	2,26569
29,01597	2,26569
28,92048	2,26569
29,01597	2,26569
28,92048	2,26569
29,01597	2,26569
28,92048	2,27058
29,01597	2,27058
28,92048	2,27058
29,01597	2,27546
28,96821	2,27546
29,01597	2,27546
28,96821	2,28523
29,01597	2,27546
28,96821	2,28523
29,01597	2,28523
28,96821	2,28523
29,01597	2,28523
28,96821	2,29011
29,01597	2,28523
28,96821	2,29011
29,01597	2,29011
28,96821	2,29011
29,01597	2,29011
28,96821	2,29499
29,01597	2,30476
28,96821	2,29499
29,01597	2,30476
28,96821	2,29987
29,01597	2,30476
28,96821	2,29987
29,01597	2,30476
28,96821	2,30476
29,01597	2,30476
28,96821	2,30476
29,11161	2,30964
28,96821	2,30964
29,01597	2,30964
28,96821	2,31452
29,11161	2,31452
28,96821	2,31452
29,11161	2,31452
29,01597	2,32429
29,06377	2,31941
29,01597	2,32429
29,11161	2,31941
29,01597	2,32429
29,11161	2,32429
29,06377	2,32429
29,11161	2,32429
29,01597	2,32917
29,11161	2,32917
29,01597	2,32917
29,06377	2,32917
29,01597	2,33406
29,11161	2,32917
29,01597	2,33406
29,06377	2,33406
29,01597	2,34382
29,11161	2,34382
29,06377	2,34382
29,06377	2,34382
29,01597	2,34382
29,06377	2,34382
28,96821	2,34382
29,11161	2,34382
29,01597	2,34870
29,11161	2,34870
29,01597	2,34870
29,15948	2,35359
29,06377	2,35359
29,11161	2,35847
29,06377	2,36335
29,11161	2,35847
29,06377	2,36335
29,11161	2,36335
29,06377	2,36335
29,15948	2,36335
29,01597	2,36824
29,11161	2,36335
29,06377	2,36824
29,11161	2,37312
29,06377	2,36824
29,11161	2,38289
29,06377	2,37312
29,11161	2,38289
29,06377	2,37800
29,11161	2,38289
29,06377	2,37800
29,11161	2,38289
29,06377	2,38289
29,11161	2,38289
29,06377	2,38289
29,15948	2,38289
29,06377	2,38777
29,11161	2,38777
29,06377	2,38777
29,11161	2,38777
29,06377	2,39265
29,15948	2,39265
29,11161	2,39265
29,15948	2,39265
29,11161	2,40242
29,15948	2,39753
29,11161	2,40242
29,15948	2,40242
29,06377	2,40242
29,15948	2,40242
29,11161	2,40242
29,20738	2,40242
29,11161	2,40242
29,15948	2,41218
29,11161	2,40730
29,20738	2,41218
29,11161	2,41218
29,20738	2,41218
29,11161	2,42195
29,20738	2,41707
29,15948	2,42195
29,20738	2,42195
29,11161	2,42195
29,20738	2,42195
29,15948	2,42195
29,20738	2,42195
29,15948	2,42195
29,20738	2,42683
29,11161	2,42683
29,20738	2,42683
29,15948	2,43171
29,20738	2,43171
29,15948	2,44148
29,20738	2,43171
29,15948	2,44148
29,20738	2,43660
29,15948	2,44148
29,20738	2,43660
29,15948	2,44148
29,20738	2,44148
29,15948	2,44636
29,20738	2,44148
29,15948	2,44636
29,20738	2,44148
29,15948	2,44636
29,20738	2,45125
29,15948	2,45125
29,20738	2,45125
29,15948	2,45613
29,20738	2,46101
29,15948	2,45613
29,20738	2,46101
29,15948	2,46101
29,20738	2,46101
29,15948	2,46101
29,20738	2,46101
29,15948	2,46590
29,20738	2,46590
29,20738	2,46590
29,20738	2,46590
29,15948	2,46590
29,20738	2,47078
29,15948	2,48054
29,20738	2,47078
29,20738	2,48054
29,20738	2,47566
29,20738	2,48054
29,20738	2,47566
29,20738	2,48054
29,20738	2,48054
29,20738	2,48543
29,20738	2,48543
29,20738	2,48543
29,20738	2,48543
29,20738	2,50008
29,20738	2,49031
29,20738	2,50008
29,20738	2,50008
29,20738	2,50008
29,20738	2,50008
29,20738	2,50008
29,20738	2,50008
29,20738	2,50008
29,20738	2,50008
29,25532	2,50008
29,20738	2,50008
29,25532	2,50008
29,20738	2,50496
29,25532	2,50496
29,20738	2,50496
29,25532	2,50496
29,20738	2,50984
29,20738	2,50984
29,20738	2,50984
29,25532	2,51961
29,30329	2,51473
29,25532	2,51961
29,30329	2,51473
29,25532	2,51961
29,20738	2,51961
29,25532	2,52449
29,20738	2,52937
29,25532	2,52449
29,30329	2,52449
29,25532	2,52449
29,30329	2,52937
29,30329	2,52937
29,20738	2,53914
29,25532	2,53426
29,35130	2,53914
29,25532	2,53914
29,30329	2,53914
29,30329	2,53426
29,35130	2,53914
29,30329	2,54402
29,35130	2,53914
29,25532	2,54402
29,35130	2,53914
29,25532	2,54402
29,39935	2,54402
29,25532	2,54891
29,35130	2,54891
29,25532	2,55867
29,35130	2,54891
29,30329	2,55867
29,20738	2,55379
29,30329	2,55867
29,35130	2,55867
29,30329	2,55867
29,35130	2,55867
29,35130	2,55867
29,35130	2,55867
29,25532	2,56355
29,39935	2,56355
29,30329	2,56844
29,39935	2,56844
29,30329	2,56844
29,39935	2,56844
29,30329	2,57820
29,39935	2,57820
29,30329	2,57820
29,39935	2,57820
29,35130	2,57820
29,39935	2,57820
29,35130	2,57820
29,39935	2,57820
29,35130	2,58309
29,39935	2,58309
29,35130	2,58309
29,39935	2,58797
29,35130	2,58309
29,39935	2,58797
29,35130	2,59774
29,39935	2,58797
29,35130	2,59774
29,39935	2,59285
29,35130	2,59774
29,44743	2,59774
29,35130	2,59774
29,39935	2,59774
29,35130	2,60262
29,39935	2,60262
29,35130	2,60750
29,39935	2,60750
29,35130	2,60262
29,44743	2,61727
29,35130	2,61727
29,39935	2,61727
29,39935	2,61238
29,39935	2,61727
29,39935	2,61727
29,49554	2,61727
29,35130	2,61727
29,39935	2,61727
29,35130	2,61727
29,39935	2,62215
29,35130	2,62215
29,49554	2,62215
29,39935	2,62215
29,39935	2,62215
29,35130	2,63680
29,49554	2,62703
29,39935	2,63680
29,44743	2,63192
29,35130	2,63680
29,49554	2,63192
29,39935	2,63680
29,49554	2,63680
29,39935	2,64168
29,49554	2,63680
29,44743	2,64168
29,49554	2,64168
29,44743	2,64168
29,49554	2,64168
29,39935	2,64657
29,49554	2,64657
29,35130	2,64657
29,49554	2,65633
29,39935	2,65633
29,49554	2,65633
29,44743	2,65633
29,49554	2,65633
29,39935	2,65633
29,49554	2,65633
29,39935	2,66121
29,49554	2,66121
29,44743	2,66121
29,54369	2,66610
29,39935	2,66610
29,49554	2,66610
29,44743	2,66610
29,49554	2,66610
29,39935	2,67586
29,49554	2,67098
29,44743	2,67586
29,54369	2,67586
29,44743	2,67586
29,54369	2,67586
29,44743	2,67586
29,54369	2,68075
29,49554	2,68563
29,49554	2,68563
29,44743	2,68563
29,59188	2,68563
29,44743	2,68075
29,54369	2,69539
29,44743	2,68563
29,54369	2,69539
29,44743	2,69539
29,54369	2,69539
29,44743	2,69539
29,49554	2,69539
29,44743	2,69539
29,49554	2,70028
29,44743	2,70028
29,54369	2,70028
29,44743	2,70028
29,59188	2,70028
29,44743	2,70516
29,59188	2,70516
29,49554	2,71493
29,59188	2,71004
29,49554	2,71493
29,54369	2,71004
29,54369	2,71493
29,54369	2,71493
29,44743	2,71493
29,59188	2,71493
29,49554	2,71493
29,59188	2,71981
29,44743	2,71981
29,59188	2,72469
29,54369	2,72469
29,59188	2,72469
29,49554	2,72469
29,59188	2,72469
29,54369	2,73446
29,59188	2,72958
29,54369	2,73446
29,59188	2,72958
29,54369	2,73446
29,59188	2,73446
29,54369	2,73446
29,59188	2,73934
29,49554	2,73934
29,59188	2,74422
29,54369	2,73934
29,59188	2,74422
29,54369	2,74422
29,59188	2,74422
29,54369	2,75399
29,59188	2,74911
29,54369	2,75399
29,59188	2,74911
29,54369	2,75399
29,59188	2,75399
29,54369	2,75399
29,59188	2,75399
29,54369	2,75887
29,59188	2,75887
29,54369	2,75887
29,59188	2,75887
29,59188	2,76376
29,59188	2,76376
29,54369	2,76376
29,59188	2,77352
29,59188	2,76376
29,59188	2,77352
29,59188	2,77352
29,59188	2,77352
29,59188	2,77841
29,59188	2,77352
29,59188	2,77352
29,59188	2,77352
29,54369	2,77352
29,59188	2,77841
29,59188	2,77841
29,68836	2,78329
29,54369	2,77841
29,59188	2,78329
29,59188	2,79305
29,59188	2,78817
29,59188	2,79305
29,68836	2,78817
29,59188	2,79305
29,59188	2,78817
29,59188	2,79794
29,68836	2,79794
29,54369	2,79305
29,59188	2,79794
29,59188	2,79794
29,68836	2,81259
29,59188	2,80282
29,59188	2,81259
29,59188	2,81259
29,59188	2,81259
29,59188	2,81259
29,68836	2,81259
29,59188	2,81259
29,68836	2,81259
29,59188	2,81259
29,59188	2,81259
29,59188	2,81747
29,68836	2,81747
29,59188	2,81747
29,68836	2,81747
29,59188	2,81747
29,73666	2,82235
29,59188	2,82235
29,73666	2,82235
29,64011	2,83212
29,73666	2,82235
29,59188	2,83212
29,68836	2,82723
29,64011	2,83212
29,73666	2,83212
29,68836	2,83212
29,73666	2,83212
29,59188	2,83212
29,68836	2,84188
29,64011	2,84188
29,78499	2,84188
29,68836	2,84188
29,73666	2,85165
29,73666	2,84677
29,73666	2,85165
29,68836	2,84677
29,78499	2,85165
29,64011	2,85165
29,78499	2,85165
29,68836	2,85165
29,73666	2,85165
29,64011	2,85653
29,73666	2,85653
29,68836	2,86142
29,78499	2,86142
29,68836	2,86142
29,78499	2,86630
29,73666	2,87118
29,73666	2,86142
29,68836	2,87118
29,78499	2,86630
29,73666	2,87118
