Temperatura. Can B ( C )	Posizione. Can 1 e 2 ( m )
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.55053	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.55053	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.50376	6.25000E-4
27.45703	6.25000E-4
27.55053	6.25000E-4
27.45703	6.25000E-4
27.50376	6.87500E-4
27.45703	6.87500E-4
27.55053	6.87500E-4
27.45703	6.87500E-4
27.55053	6.87500E-4
27.45703	6.87500E-4
27.50376	6.87500E-4
27.45703	6.87500E-4
27.59733	6.87500E-4
27.45703	6.87500E-4
27.55053	6.87500E-4
27.45703	6.87500E-4
27.50376	6.87500E-4
27.45703	6.87500E-4
27.50376	6.87500E-4
27.45703	6.87500E-4
27.50376	6.87500E-4
27.50376	6.87500E-4
27.55053	6.87500E-4
27.45703	6.87500E-4
27.50376	6.87500E-4
27.50376	6.87500E-4
27.55053	6.87500E-4
27.50376	6.87500E-4
27.55053	6.87500E-4
27.45703	6.87500E-4
27.55053	6.87500E-4
27.45703	6.87500E-4
27.59733	6.87500E-4
27.50376	6.87500E-4
27.55053	6.87500E-4
27.45703	6.87500E-4
27.50376	6.87500E-4
27.45703	6.87500E-4
27.50376	6.87500E-4
27.55053	6.87500E-4
27.50376	6.87500E-4
27.50376	6.87500E-4
27.55053	6.87500E-4
27.45703	6.87500E-4
27.55053	6.87500E-4
27.50376	6.87500E-4
27.50376	6.87500E-4
27.50376	6.87500E-4
27.59733	6.87500E-4
27.50376	6.87500E-4
27.55053	6.87500E-4
27.45703	6.87500E-4
27.59733	6.87500E-4
27.50376	6.87500E-4
27.59733	6.87500E-4
27.50376	6.87500E-4
27.59733	7.50000E-4
27.50376	7.50000E-4
27.59733	7.50000E-4
27.50376	7.50000E-4
27.59733	7.50000E-4
27.55053	7.50000E-4
27.59733	7.50000E-4
27.50376	7.50000E-4
27.59733	7.50000E-4
27.50376	7.50000E-4
27.55053	7.50000E-4
27.50376	7.50000E-4
27.55053	7.50000E-4
27.55053	7.50000E-4
27.59733	7.50000E-4
27.55053	7.50000E-4
27.59733	7.50000E-4
27.55053	7.50000E-4
27.59733	7.50000E-4
27.50376	7.50000E-4
27.59733	7.50000E-4
27.50376	7.50000E-4
27.59733	7.50000E-4
27.50376	7.50000E-4
27.59733	7.50000E-4
27.50376	7.50000E-4
27.55053	7.50000E-4
27.55053	7.50000E-4
27.59733	7.50000E-4
27.55053	7.50000E-4
27.59733	7.50000E-4
27.55053	7.50000E-4
27.59733	7.50000E-4
27.55053	7.50000E-4
27.59733	7.50000E-4
27.55053	7.50000E-4
27.59733	7.50000E-4
27.55053	7.50000E-4
27.59733	7.50000E-4
27.50376	7.50000E-4
27.64416	7.50000E-4
27.50376	7.50000E-4
27.59733	8.12500E-4
27.55053	7.50000E-4
27.59733	7.50000E-4
27.55053	7.50000E-4
27.64416	7.50000E-4
27.50376	7.50000E-4
27.59733	7.50000E-4
27.50376	7.50000E-4
27.59733	7.50000E-4
27.55053	7.50000E-4
27.59733	7.50000E-4
27.55053	7.50000E-4
27.64416	8.12500E-4
27.55053	8.12500E-4
27.59733	8.12500E-4
27.55053	8.12500E-4
27.64416	8.12500E-4
27.55053	8.12500E-4
27.59733	8.12500E-4
27.55053	8.12500E-4
27.59733	8.12500E-4
27.55053	8.12500E-4
27.64416	8.12500E-4
27.55053	8.12500E-4
27.64416	8.12500E-4
27.55053	8.12500E-4
27.59733	8.12500E-4
27.55053	8.12500E-4
27.64416	8.12500E-4
27.55053	8.12500E-4
27.59733	8.12500E-4
27.55053	8.12500E-4
27.59733	8.12500E-4
27.59733	8.12500E-4
27.64416	8.12500E-4
27.59733	8.12500E-4
27.59733	8.12500E-4
