Temperatura. Can B ( C )	Posizione. Can 1 e 2 ( m )
27.69102	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.78483	0.00000
27.64416	0.00000
27.78483	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.64416	0.00000
27.78483	0.00000
27.69102	0.00000
27.73791	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.73791	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.64416	0.00000
27.78483	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.69102	0.00000
27.64416	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.78483	0.00000
27.64416	0.00000
27.78483	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.69102	0.00000
27.64416	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.69102	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	0.00000
27.78483	0.00000
27.69102	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.78483	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.78483	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.78483	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.78483	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.78483	6.25000E-5
27.64416	6.25000E-5
27.78483	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.73791	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.78483	6.25000E-5
27.64416	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.64416	6.25000E-5
27.69102	6.25000E-5
27.69102	6.25000E-5
27.69102	1.25000E-4
27.69102	1.25000E-4
27.78483	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.64416	1.25000E-4
27.69102	1.25000E-4
27.64416	1.25000E-4
27.69102	1.25000E-4
27.64416	1.25000E-4
27.69102	1.25000E-4
27.64416	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.64416	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.64416	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.64416	1.25000E-4
27.69102	1.25000E-4
27.64416	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.64416	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.64416	1.25000E-4
27.69102	1.25000E-4
27.64416	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.78483	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.78483	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.64416	1.25000E-4
27.78483	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.64416	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.64416	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.64416	1.25000E-4
27.73791	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.25000E-4
27.69102	1.87500E-4
27.64416	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.78483	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.64416	1.87500E-4
27.73791	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.78483	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.78483	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.73791	1.87500E-4
27.69102	1.87500E-4
27.78483	1.87500E-4
27.64416	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.64416	1.87500E-4
27.78483	1.87500E-4
27.64416	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.78483	1.87500E-4
27.64416	2.50000E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.78483	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.64416	1.87500E-4
27.78483	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.64416	1.87500E-4
27.69102	1.87500E-4
27.69102	1.87500E-4
27.69102	2.50000E-4
27.64416	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.64416	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.78483	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.64416	2.50000E-4
27.78483	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.64416	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.78483	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.78483	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.78483	2.50000E-4
27.69102	2.50000E-4
27.78483	2.50000E-4
27.69102	2.50000E-4
27.78483	2.50000E-4
27.64416	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.78483	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.78483	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.78483	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.78483	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.64416	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.78483	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.78483	2.50000E-4
27.64416	2.50000E-4
27.73791	2.50000E-4
27.64416	2.50000E-4
27.78483	2.50000E-4
27.69102	2.50000E-4
27.73791	2.50000E-4
27.69102	2.50000E-4
27.78483	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.78483	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	2.50000E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.64416	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.83178	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.78483	3.12500E-4
27.69102	3.12500E-4
27.83178	3.12500E-4
27.69102	3.12500E-4
27.83178	3.12500E-4
27.69102	3.75000E-4
27.78483	3.75000E-4
27.69102	3.75000E-4
27.78483	3.75000E-4
27.73791	3.75000E-4
27.78483	3.75000E-4
27.69102	3.75000E-4
27.69102	3.75000E-4
27.69102	3.75000E-4
27.69102	3.75000E-4
27.69102	3.75000E-4
27.78483	3.75000E-4
27.64416	3.75000E-4
27.78483	3.75000E-4
27.69102	3.75000E-4
27.83178	3.75000E-4
27.69102	3.75000E-4
27.83178	3.75000E-4
27.69102	3.75000E-4
27.83178	3.75000E-4
27.69102	3.75000E-4
27.69102	3.75000E-4
27.69102	3.75000E-4
27.83178	3.75000E-4
27.69102	3.75000E-4
27.69102	3.75000E-4
27.69102	3.75000E-4
27.78483	3.75000E-4
27.69102	3.75000E-4
27.78483	3.75000E-4
27.69102	3.75000E-4
27.78483	3.75000E-4
27.69102	3.75000E-4
27.78483	3.75000E-4
27.73791	3.75000E-4
27.78483	3.75000E-4
27.69102	3.75000E-4
27.83178	3.75000E-4
27.69102	3.75000E-4
27.78483	3.75000E-4
27.69102	3.75000E-4
27.83178	3.75000E-4
27.73791	3.75000E-4
27.78483	3.75000E-4
27.73791	3.75000E-4
27.83178	3.75000E-4
27.73791	3.75000E-4
27.83178	3.75000E-4
27.69102	3.75000E-4
27.78483	3.75000E-4
27.69102	3.75000E-4
27.78483	3.75000E-4
27.69102	3.75000E-4
27.78483	3.75000E-4
27.73791	3.75000E-4
27.78483	3.75000E-4
27.73791	3.75000E-4
27.83178	3.75000E-4
27.69102	3.75000E-4
27.83178	3.75000E-4
27.69102	3.75000E-4
27.78483	3.75000E-4
27.69102	3.75000E-4
27.78483	3.75000E-4
27.69102	3.75000E-4
27.78483	3.75000E-4
27.73791	3.75000E-4
27.83178	3.75000E-4
27.73791	3.75000E-4
27.78483	3.75000E-4
27.69102	3.75000E-4
27.78483	3.75000E-4
27.69102	3.75000E-4
27.83178	3.75000E-4
27.73791	3.75000E-4
27.83178	3.75000E-4
27.69102	3.75000E-4
27.83178	3.75000E-4
27.69102	3.75000E-4
27.83178	3.75000E-4
27.78483	3.75000E-4
27.83178	3.75000E-4
27.69102	4.37500E-4
27.78483	4.37500E-4
27.69102	4.37500E-4
27.83178	4.37500E-4
27.73791	4.37500E-4
27.83178	4.37500E-4
27.78483	4.37500E-4
27.78483	4.37500E-4
27.69102	4.37500E-4
27.78483	4.37500E-4
27.69102	4.37500E-4
27.83178	4.37500E-4
27.73791	4.37500E-4
27.83178	4.37500E-4
27.78483	4.37500E-4
27.87876	4.37500E-4
27.73791	4.37500E-4
27.83178	4.37500E-4
27.78483	4.37500E-4
27.83178	4.37500E-4
27.78483	4.37500E-4
27.78483	4.37500E-4
27.69102	4.37500E-4
27.83178	4.37500E-4
27.69102	4.37500E-4
27.83178	4.37500E-4
27.73791	4.37500E-4
27.83178	4.37500E-4
27.78483	4.37500E-4
27.87876	4.37500E-4
27.78483	4.37500E-4
27.87876	4.37500E-4
27.73791	4.37500E-4
27.87876	4.37500E-4
27.73791	4.37500E-4
27.87876	4.37500E-4
27.73791	4.37500E-4
27.87876	4.37500E-4
27.73791	4.37500E-4
27.87876	4.37500E-4
27.78483	4.37500E-4
27.87876	4.37500E-4
27.78483	4.37500E-4
27.83178	4.37500E-4
27.73791	4.37500E-4
27.87876	4.37500E-4
27.78483	4.37500E-4
27.87876	4.37500E-4
27.73791	4.37500E-4
27.87876	4.37500E-4
27.69102	4.37500E-4
27.83178	4.37500E-4
27.83178	4.37500E-4
27.87876	4.37500E-4
27.78483	4.37500E-4
27.87876	4.37500E-4
27.69102	4.37500E-4
27.87876	4.37500E-4
27.83178	4.37500E-4
27.83178	4.37500E-4
27.78483	4.37500E-4
27.87876	4.37500E-4
27.83178	4.37500E-4
27.87876	4.37500E-4
27.78483	4.37500E-4
27.83178	4.37500E-4
27.83178	4.37500E-4
27.87876	4.37500E-4
27.78483	4.37500E-4
27.83178	4.37500E-4
27.78483	4.37500E-4
27.87876	4.37500E-4
27.78483	4.37500E-4
27.87876	4.37500E-4
27.78483	4.37500E-4
27.87876	4.37500E-4
27.78483	5.00000E-4
27.87876	5.00000E-4
27.78483	5.00000E-4
27.87876	5.00000E-4
27.83178	5.00000E-4
27.87876	5.00000E-4
27.83178	5.00000E-4
27.87876	5.00000E-4
27.83178	5.00000E-4
27.87876	5.00000E-4
27.78483	5.00000E-4
27.87876	5.00000E-4
27.83178	5.00000E-4
27.87876	5.00000E-4
27.83178	5.00000E-4
27.87876	5.00000E-4
27.78483	5.00000E-4
27.87876	5.00000E-4
27.83178	5.00000E-4
27.87876	5.00000E-4
27.78483	5.00000E-4
27.87876	5.00000E-4
27.83178	5.00000E-4
27.87876	5.00000E-4
27.83178	5.00000E-4
27.87876	5.00000E-4
27.83178	5.00000E-4
27.87876	5.00000E-4
27.83178	5.00000E-4
27.87876	5.00000E-4
27.83178	5.00000E-4
27.87876	5.00000E-4
