Temperatura. Can B ( C )	Pressione. Can A ( kPa )
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.52842	0.12207
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.52842	0.12207
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.57458	0.12207
26.57458	0.11719
26.57458	0.12207
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.52842	0.11719
26.57458	0.12207
26.52842	0.12207
26.57458	0.11719
26.52842	0.12207
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.52842	0.12207
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.52842	0.12207
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.52842	0.12207
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.57458	0.12207
26.57458	0.11719
26.52842	0.12207
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.57458	0.12207
26.57458	0.11719
26.52842	0.12207
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.52842	0.12207
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.52842	0.12207
26.57458	0.12207
26.52842	0.11719
26.57458	0.11719
26.52842	0.12207
26.57458	0.11719
26.52842	0.12207
26.57458	0.12207
26.57458	0.11719
26.57458	0.12207
26.52842	0.12207
26.57458	0.12207
26.57458	0.11719
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.52842	0.12207
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.52842	0.12207
26.57458	0.12207
26.52842	0.11719
26.57458	0.12207
26.52842	0.11719
26.57458	0.11719
26.52842	0.12207
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.52842	0.11719
26.57458	0.12207
26.52842	0.11719
26.57458	0.12207
26.57458	0.12207
26.57458	0.11719
26.57458	0.12207
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.52842	0.12207
26.57458	0.11719
26.57458	0.12207
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.52842	0.11719
26.57458	0.11719
26.52842	0.11719
26.66698	0.12207
26.57458	0.11719
26.57458	0.11719
26.52842	0.11719
26.66698	0.11719
26.52842	0.12207
26.57458	0.12207
26.57458	0.12207
26.57458	0.12207
26.52842	0.11719
26.57458	0.11719
26.57458	0.11719
26.57458	0.12207
26.52842	0.11719
26.57458	0.11719
26.57458	0.12207
26.57458	0.12207
26.52842	0.12207
26.57458	0.11719
26.52842	0.12207
26.62077	0.11719
26.52842	0.12207
26.57458	0.11719
26.52842	0.12207
26.57458	0.12207
26.52842	0.12207
26.57458	0.12207
26.57458	0.12207
26.57458	0.11719
26.57458	0.12207
26.57458	0.11719
26.57458	0.12207
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.57458	0.12207
26.57458	0.12207
26.52842	0.12207
26.57458	0.11719
26.52842	0.12207
26.57458	0.12207
26.57458	0.12207
26.57458	0.11719
26.57458	0.12207
26.57458	0.11719
26.52842	0.12207
26.57458	0.11719
26.57458	0.12207
26.57458	0.12207
26.57458	0.11719
26.57458	0.12207
26.57458	0.12207
26.57458	0.12207
26.57458	0.12207
26.57458	0.12207
26.52842	0.11719
26.57458	0.11719
26.57458	0.12207
26.57458	0.11719
26.57458	0.12207
26.57458	0.11719
26.57458	0.12207
26.57458	0.12207
26.52842	0.12207
26.66698	0.11719
26.57458	0.12207
26.57458	0.12207
26.57458	0.12207
26.57458	0.12207
26.57458	0.12207
26.57458	0.11719
26.57458	0.12207
26.57458	0.12207
26.57458	0.12207
26.57458	0.12207
26.52842	0.12207
26.57458	0.11719
26.52842	0.12207
26.57458	0.11719
26.52842	0.12207
26.66698	0.12207
26.57458	0.12207
26.57458	0.12696
26.52842	0.12207
26.57458	0.12207
26.57458	0.12207
26.57458	0.11719
26.57458	0.12207
26.57458	0.12207
26.57458	0.12207
26.57458	0.11719
26.52842	0.12207
26.57458	0.11719
26.57458	0.11719
26.57458	0.11719
26.57458	0.12207
26.66698	0.12207
26.57458	0.12207
26.57458	0.12207
26.52842	0.12207
26.57458	0.12207
26.57458	0.12207
26.57458	0.11719
26.57458	0.12207
26.57458	0.11719
26.57458	0.12207
26.57458	0.11719
26.57458	0.12207
26.57458	0.12207
26.57458	0.12207
26.57458	0.12207
26.52842	0.12207
26.57458	0.12207
26.52842	0.12207
26.57458	0.12207
26.57458	0.12207
26.57458	0.12207
26.52842	0.12207
26.57458	0.12207
26.52842	0.12207
26.57458	0.12207
26.57458	0.12207
26.66698	0.12207
26.52842	0.12207
26.57458	0.12207
26.52842	0.12207
26.57458	0.12696
26.52842	0.12207
26.57458	0.12696
26.52842	0.12696
26.57458	0.12696
26.57458	0.12207
26.57458	0.12696
26.52842	0.12696
26.57458	0.12696
26.57458	0.12696
26.57458	0.12696
26.57458	0.13672
26.57458	0.12696
26.52842	0.13672
26.57458	0.12696
26.57458	0.12207
26.57458	0.12696
26.52842	0.12696
26.57458	0.12696
26.52842	0.13672
26.57458	0.12696
26.57458	0.13672
26.57458	0.12696
26.57458	0.13672
26.57458	0.13184
26.57458	0.13672
26.57458	0.13672
26.57458	0.13672
26.57458	0.13184
26.57458	0.13672
26.66698	0.12696
26.57458	0.13672
26.66698	0.13184
26.52842	0.13672
26.57458	0.13184
26.57458	0.13672
26.57458	0.13184
26.52842	0.13672
26.57458	0.13184
26.57458	0.13672
26.57458	0.13184
26.52842	0.13672
26.57458	0.13672
26.57458	0.13672
26.57458	0.13184
26.52842	0.13672
26.57458	0.13672
26.57458	0.13672
26.57458	0.13672
26.57458	0.13672
26.57458	0.13672
26.57458	0.13672
26.57458	0.13672
26.52842	0.13672
26.57458	0.13672
26.57458	0.13672
26.57458	0.13672
26.52842	0.13672
26.57458	0.13672
26.57458	0.14161
26.57458	0.13672
26.52842	0.13672
26.57458	0.14161
26.57458	0.14161
26.57458	0.14161
26.57458	0.14161
26.57458	0.14161
26.57458	0.14161
26.57458	0.14161
26.52842	0.14161
26.66698	0.14161
26.57458	0.14161
26.57458	0.14161
26.57458	0.14161
26.57458	0.14161
26.57458	0.14161
26.57458	0.14649
26.57458	0.14161
26.66698	0.14161
26.57458	0.14161
26.57458	0.14649
26.52842	0.14649
26.57458	0.14649
26.52842	0.14649
26.57458	0.14649
26.57458	0.14161
26.66698	0.14649
26.57458	0.14649
26.57458	0.14649
26.52842	0.14649
26.57458	0.14649
26.57458	0.14649
26.66698	0.14649
26.57458	0.15137
26.57458	0.15625
26.57458	0.14649
26.57458	0.14649
26.52842	0.14649
26.62077	0.14649
26.52842	0.15137
26.57458	0.15625
26.52842	0.15625
26.57458	0.15625
26.57458	0.15625
26.57458	0.15625
26.52842	0.15625
26.57458	0.15625
26.57458	0.15625
26.66698	0.15625
26.57458	0.15625
26.57458	0.15625
26.57458	0.15625
26.57458	0.15625
26.57458	0.15625
26.57458	0.15625
26.57458	0.15625
26.57458	0.15625
26.57458	0.15625
26.57458	0.15625
26.52842	0.15625
26.57458	0.15625
26.57458	0.15625
26.66698	0.15625
26.57458	0.15625
26.57458	0.15625
26.52842	0.16114
26.57458	0.16114
26.57458	0.16114
26.66698	0.15625
26.57458	0.16114
26.66698	0.16114
26.57458	0.16114
26.57458	0.16114
26.52842	0.16114
26.66698	0.15625
26.57458	0.16114
26.66698	0.16114
26.57458	0.16114
26.66698	0.16114
26.57458	0.16602
26.66698	0.16114
26.57458	0.16114
26.66698	0.16602
26.57458	0.17579
26.57458	0.16602
26.52842	0.17579
26.57458	0.16114
26.57458	0.17579
26.66698	0.16602
26.57458	0.17579
26.66698	0.16602
26.57458	0.17579
26.57458	0.16602
26.57458	0.17579
26.57458	0.17090
26.57458	0.17579
26.66698	0.17090
26.57458	0.17579
26.57458	0.17090
26.57458	0.17579
26.57458	0.17579
26.57458	0.17579
26.57458	0.17579
26.57458	0.17579
26.57458	0.17579
26.57458	0.17579
26.57458	0.17579
26.57458	0.17579
26.57458	0.17579
26.57458	0.17579
26.57458	0.17579
26.57458	0.18067
26.57458	0.17579
26.57458	0.18067
26.57458	0.17579
26.52842	0.18067
26.57458	0.18555
26.57458	0.18067
26.66698	0.18555
26.57458	0.18067
26.57458	0.18555
26.57458	0.18067
26.66698	0.18067
26.57458	0.18555
26.66698	0.18555
26.57458	0.18555
26.66698	0.19532
26.57458	0.19044
26.57458	0.19532
26.57458	0.18555
26.57458	0.19532
26.57458	0.19532
26.57458	0.19532
26.52842	0.19044
26.57458	0.19532
26.57458	0.19532
26.57458	0.19532
26.57458	0.19532
26.57458	0.19532
26.57458	0.19532
26.66698	0.19532
26.57458	0.20020
26.57458	0.19532
26.52842	0.20020
26.57458	0.20020
26.57458	0.20020
26.57458	0.20020
26.57458	0.20020
26.57458	0.20508
26.57458	0.20020
26.57458	0.20508
26.57458	0.20020
26.57458	0.20508
26.57458	0.20508
26.66698	0.20508
26.57458	0.20508
26.66698	0.20508
26.57458	0.21485
26.57458	0.20508
26.52842	0.21485
26.57458	0.20997
26.57458	0.21485
26.57458	0.21485
26.57458	0.21485
26.57458	0.21485
26.57458	0.21485
26.57458	0.21485
26.57458	0.21485
26.66698	0.21485
26.57458	0.21973
26.57458	0.21485
26.57458	0.21973
26.57458	0.21485
26.57458	0.21973
26.66698	0.21973
26.57458	0.21973
26.66698	0.21973
26.57458	0.22462
26.66698	0.22462
26.57458	0.23438
26.66698	0.22462
26.57458	0.22462
26.57458	0.22462
26.57458	0.23438
26.66698	0.22950
26.57458	0.23438
26.66698	0.22950
26.57458	0.23438
26.66698	0.23438
26.57458	0.23438
26.57458	0.23438
26.57458	0.23438
26.66698	0.23438
26.57458	0.23438
26.66698	0.23927
26.57458	0.23927
26.66698	0.23927
26.57458	0.23927
26.57458	0.24415
26.57458	0.23927
26.66698	0.24415
26.57458	0.24415
26.57458	0.24415
26.57458	0.25391
26.57458	0.24415
26.57458	0.25391
26.57458	0.24903
26.62077	0.25391
26.66698	0.24903
26.57458	0.25391
26.57458	0.25391
26.57458	0.25391
26.66698	0.25391
26.57458	0.25391
26.66698	0.24903
26.57458	0.25391
26.57458	0.25880
26.57458	0.25391
26.66698	0.25391
26.57458	0.25880
26.66698	0.25880
26.57458	0.25880
26.66698	0.27345
26.57458	0.26368
26.57458	0.26368
26.57458	0.26368
26.71323	0.27345
26.62077	0.26856
26.66698	0.27345
26.57458	0.27345
26.66698	0.27345
26.57458	0.26856
26.66698	0.27345
26.62077	0.27345
26.66698	0.27345
26.57458	0.27345
26.66698	0.27345
26.62077	0.27345
26.71323	0.27345
26.57458	0.27833
26.66698	0.28321
26.57458	0.27833
26.66698	0.28321
26.57458	0.29298
26.66698	0.28321
26.62077	0.28321
26.66698	0.28321
26.57458	0.29298
26.57458	0.28321
26.62077	0.29298
26.66698	0.28809
26.62077	0.29298
26.57458	0.29298
26.57458	0.29298
26.66698	0.28809
26.62077	0.29298
26.66698	0.29298
26.57458	0.29786
26.66698	0.29786
26.57458	0.29786
26.57458	0.31251
26.62077	0.30274
26.66698	0.29786
26.57458	0.30274
26.57458	0.31251
26.62077	0.31251
26.71323	0.31251
26.57458	0.31251
26.71323	0.31251
26.57458	0.31251
26.66698	0.31251
26.57458	0.31251
26.66698	0.31251
26.62077	0.31739
26.57458	0.31251
26.62077	0.31251
26.66698	0.31251
26.57458	0.31739
26.66698	0.31739
26.62077	0.31739
26.71323	0.31739
26.62077	0.31739
26.71323	0.32228
26.57458	0.33204
26.66698	0.32228
26.57458	0.33204
26.71323	0.32228
26.62077	0.33204
26.66698	0.32716
26.62077	0.33204
26.66698	0.32716
26.62077	0.33204
26.71323	0.33204
26.57458	0.33204
26.71323	0.33204
26.62077	0.33692
26.71323	0.33692
26.57458	0.33692
26.66698	0.33692
26.57458	0.33692
26.71323	0.34181
26.62077	0.34181
26.66698	0.35157
26.62077	0.34181
26.57458	0.35157
26.57458	0.34669
26.66698	0.35157
26.57458	0.35157
26.66698	0.35157
26.62077	0.35157
26.66698	0.35157
26.57458	0.35157
26.66698	0.35157
26.66698	0.35157
26.71323	0.35646
26.57458	0.35646
26.66698	0.35646
26.66698	0.35646
26.66698	0.35646
26.62077	0.37111
26.71323	0.36134
26.62077	0.37111
26.71323	0.36134
26.66698	0.37111
26.66698	0.36134
26.62077	0.37111
26.71323	0.36622
26.57458	0.37111
26.66698	0.37111
26.62077	0.37111
26.71323	0.37111
26.57458	0.37599
26.71323	0.37111
26.66698	0.37599
26.71323	0.37111
26.57458	0.37599
26.75950	0.37599
26.62077	0.37599
26.66698	0.38087
26.62077	0.38087
26.71323	0.38087
26.57458	0.38087
26.71323	0.38087
26.66698	0.39064
26.66698	0.38575
26.66698	0.39064
26.75950	0.39064
26.62077	0.39064
26.71323	0.39064
26.66698	0.39064
26.71323	0.39064
26.62077	0.39064
26.75950	0.39064
26.62077	0.39552
26.71323	0.39064
26.57458	0.39552
26.66698	0.39552
26.66698	0.40040
26.71323	0.40040
26.66698	0.40040
26.71323	0.40040
26.62077	0.41017
26.71323	0.40040
26.66698	0.41017
26.75950	0.40529
26.57458	0.41017
26.75950	0.40529
26.66698	0.41017
26.66698	0.40529
26.62077	0.41017
26.75950	0.40529
26.62077	0.41017
26.75950	0.41017
26.62077	0.41017
26.75950	0.41505
26.62077	0.41505
26.71323	0.41993
26.66698	0.41505
26.71323	0.41993
26.66698	0.41993
26.71323	0.42970
26.66698	0.41993
26.75950	0.42970
26.66698	0.41993
26.71323	0.42970
26.62077	0.42970
26.75950	0.42970
26.62077	0.42970
26.75950	0.42970
26.62077	0.42970
26.75950	0.42970
26.71323	0.42970
26.71323	0.42970
26.66698	0.43458
26.75950	0.43458
26.71323	0.43458
26.75950	0.43458
26.66698	0.43458
26.71323	0.43947
26.66698	0.43947
26.75950	0.43947
26.71323	0.44923
26.71323	0.43947
26.66698	0.44923
26.75950	0.44435
26.66698	0.44923
26.75950	0.44923
26.62077	0.44923
26.75950	0.44923
26.71323	0.44923
26.75950	0.45412
26.66698	0.45412
26.71323	0.45412
26.71323	0.45412
26.75950	0.45900
26.71323	0.45412
26.75950	0.45900
26.71323	0.45900
26.75950	0.45900
26.66698	0.46388
26.71323	0.46876
26.66698	0.46876
26.75950	0.46876
26.71323	0.46876
26.75950	0.46876
26.66698	0.46876
26.75950	0.46876
26.66698	0.46876
26.75950	0.46876
26.66698	0.47365
26.71323	0.47365
26.71323	0.47365
26.75950	0.47365
26.71323	0.47853
26.75950	0.47853
26.71323	0.47365
26.75950	0.47853
26.71323	0.48830
26.75950	0.47853
26.71323	0.48830
26.75950	0.48341
26.71323	0.48830
26.75950	0.48830
26.71323	0.48830
26.71323	0.48830
26.71323	0.48830
26.80580	0.49318
26.71323	0.48830
26.75950	0.48830
26.71323	0.49318
26.75950	0.49806
26.71323	0.49318
26.75950	0.49806
26.71323	0.49806
26.75950	0.50783
26.71323	0.50295
26.75950	0.50783
26.71323	0.50295
26.75950	0.50783
26.71323	0.50783
26.75950	0.50783
26.71323	0.50783
26.75950	0.50783
26.71323	0.51271
26.75950	0.50783
26.71323	0.51271
26.75950	0.51759
26.71323	0.51271
26.75950	0.51271
26.71323	0.52736
26.75950	0.51759
26.71323	0.51759
26.80580	0.51759
26.71323	0.52736
26.75950	0.51759
26.71323	0.52736
26.75950	0.52736
26.71323	0.52736
26.75950	0.52736
26.71323	0.52736
26.75950	0.52736
26.71323	0.53224
26.75950	0.53224
26.71323	0.53224
26.75950	0.53713
26.71323	0.53224
26.75950	0.53713
26.75950	0.53713
26.75950	0.53713
26.71323	0.53713
26.85213	0.54689
26.71323	0.54689
26.80580	0.54201
26.71323	0.54689
26.75950	0.54689
26.71323	0.54689
26.75950	0.54689
26.71323	0.54689
26.75950	0.54689
26.71323	0.55177
26.75950	0.55177
26.71323	0.55177
26.85213	0.55666
26.71323	0.55177
26.80580	0.55177
26.71323	0.56642
26.80580	0.55666
26.75950	0.56642
26.75950	0.55666
26.71323	0.56642
26.80580	0.56154
26.71323	0.56642
26.80580	0.56642
26.71323	0.56642
26.80580	0.56642
26.75950	0.56642
26.75950	0.57131
26.71323	0.57131
26.80580	0.57131
26.71323	0.57131
26.80580	0.57131
26.71323	0.57131
26.80580	0.57131
26.75950	0.57619
26.75950	0.57619
26.75950	0.58107
26.85213	0.57619
26.71323	0.58107
26.85213	0.58596
26.75950	0.58107
26.85213	0.58596
26.75950	0.58596
26.80580	0.58596
26.75950	0.58596
26.85213	0.59084
26.75950	0.59084
26.85213	0.58596
26.75950	0.59084
26.85213	0.59084
26.80580	0.59084
26.85213	0.59572
26.75950	0.59572
26.85213	0.59572
26.75950	0.60549
26.85213	0.59572
26.75950	0.60549
26.85213	0.59572
26.80580	0.60549
26.80580	0.60060
26.75950	0.60549
26.85213	0.60549
26.75950	0.60549
26.85213	0.60549
26.80580	0.60549
26.85213	0.60549
26.71323	0.61037
26.85213	0.61525
26.75950	0.61037
26.85213	0.61525
26.75950	0.62502
26.85213	0.61525
26.75950	0.62502
26.85213	0.62502
26.75950	0.62502
26.85213	0.62502
26.75950	0.62502
26.85213	0.62502
26.75950	0.62502
26.85213	0.62502
26.80580	0.62502
26.85213	0.62502
26.80580	0.62990
26.85213	0.62502
26.75950	0.62990
26.85213	0.62990
26.75950	0.62990
26.85213	0.62990
26.80580	0.62990
26.85213	0.63478
26.80580	0.63478
26.85213	0.63478
26.80580	0.63478
26.85213	0.63967
26.80580	0.64455
26.85213	0.63967
26.80580	0.64455
26.85213	0.63967
26.80580	0.64455
26.85213	0.64455
26.80580	0.64455
26.89848	0.64455
26.80580	0.64943
26.85213	0.64943
26.80580	0.64943
26.85213	0.64455
26.80580	0.64943
26.89848	0.65432
26.80580	0.65432
26.89848	0.66408
26.85213	0.65920
26.89848	0.66408
26.80580	0.65920
26.89848	0.66408
26.80580	0.66408
26.85213	0.66408
26.80580	0.66408
26.89848	0.66408
26.80580	0.66897
26.89848	0.66408
26.80580	0.66897
26.89848	0.66897
26.80580	0.66897
26.85213	0.67385
26.89848	0.68361
26.94487	0.67385
26.85213	0.67385
26.94487	0.67385
26.85213	0.68361
26.89848	0.67385
26.80580	0.68361
26.89848	0.67873
26.85213	0.68361
26.89848	0.68361
26.80580	0.68361
26.89848	0.68361
26.85213	0.68361
26.85213	0.68361
26.85213	0.68361
26.89848	0.68850
26.80580	0.68850
26.89848	0.69338
26.89848	0.69338
26.89848	0.69338
26.85213	0.69826
26.94487	0.69338
26.85213	0.70315
26.89848	0.69338
26.85213	0.70315
26.89848	0.70315
26.85213	0.70315
26.89848	0.70315
26.85213	0.70315
26.94487	0.70315
26.85213	0.70803
26.94487	0.70315
26.85213	0.70315
26.94487	0.70803
26.85213	0.70803
26.94487	0.70803
26.80580	0.70803
26.89848	0.71291
26.85213	0.72268
26.94487	0.71291
26.85213	0.71291
26.94487	0.71291
26.85213	0.72268
26.89848	0.71780
26.80580	0.72268
26.94487	0.72268
26.80580	0.72268
26.94487	0.72268
26.89848	0.72268
26.94487	0.72268
26.89848	0.72756
26.94487	0.72756
26.85213	0.72756
26.94487	0.72756
26.89848	0.73244
26.94487	0.73244
26.85213	0.73244
26.89848	0.74221
26.89848	0.73733
26.89848	0.74221
26.89848	0.73733
26.94487	0.74221
26.89848	0.74221
26.94487	0.74221
26.89848	0.74221
26.94487	0.74221
26.89848	0.74221
26.94487	0.74221
26.89848	0.74221
26.94487	0.75198
26.89848	0.74709
26.94487	0.75198
26.89848	0.75198
26.94487	0.75198
26.89848	0.76174
26.94487	0.75686
26.89848	0.76174
26.94487	0.75686
26.89848	0.76174
26.94487	0.76174
26.89848	0.76174
26.94487	0.76174
26.89848	0.76174
26.94487	0.76662
26.89848	0.76662
26.94487	0.76662
26.89848	0.76662
26.94487	0.76662
26.89848	0.76662
26.94487	0.77151
26.89848	0.77151
26.94487	0.77151
26.89848	0.78127
26.94487	0.77151
26.89848	0.78127
26.94487	0.78127
26.94487	0.78127
26.94487	0.78127
26.89848	0.78127
26.94487	0.78127
26.89848	0.78127
26.94487	0.78616
26.89848	0.78616
26.94487	0.78616
26.89848	0.78616
26.94487	0.79104
26.89848	0.79104
26.94487	0.79104
26.89848	0.80081
26.94487	0.79104
26.89848	0.80081
26.94487	0.79592
26.89848	0.80081
26.94487	0.80081
26.94487	0.80081
26.94487	0.80081
26.89848	0.80081
26.94487	0.80081
26.89848	0.80081
26.94487	0.80569
26.94487	0.80569
26.94487	0.80569
26.89848	0.80569
26.94487	0.81057
26.94487	0.81057
26.94487	0.81057
26.94487	0.81545
26.94487	0.82034
26.99128	0.81545
26.94487	0.82034
26.89848	0.81545
26.94487	0.82034
26.94487	0.81545
26.94487	0.82034
26.99128	0.82034
26.94487	0.82034
26.99128	0.82522
26.94487	0.82034
26.99128	0.82522
26.94487	0.82522
26.94487	0.82522
26.94487	0.82522
26.99128	0.82522
26.94487	0.83010
26.99128	0.83987
26.94487	0.83499
26.99128	0.83987
26.94487	0.83499
26.99128	0.83987
26.94487	0.83499
26.99128	0.83987
27.03773	0.83987
26.99128	0.83987
26.94487	0.83987
26.99128	0.84475
26.94487	0.84475
26.94487	0.84475
27.03773	0.84475
26.94487	0.84964
26.94487	0.84964
26.99128	0.84964
27.03773	0.84964
26.99128	0.85940
27.03773	0.85940
26.99128	0.85940
26.94487	0.85452
26.99128	0.85940
26.94487	0.85940
26.99128	0.85940
27.03773	0.85940
26.99128	0.85940
27.03773	0.85940
26.99128	0.85940
26.94487	0.85940
26.99128	0.85940
26.94487	0.85940
26.94487	0.86428
27.08420	0.86917
26.99128	0.86428
26.94487	0.86917
26.99128	0.86917
27.03773	0.86428
26.99128	0.86917
27.03773	0.87405
26.99128	0.87893
27.03773	0.86917
26.99128	0.87893
26.94487	0.87405
26.99128	0.87893
27.03773	0.87405
26.99128	0.87893
27.08420	0.87405
26.99128	0.87893
27.08420	0.87893
27.03773	0.87893
27.08420	0.87893
26.99128	0.88382
27.13070	0.88382
27.03773	0.88382
27.08420	0.88382
27.08420	0.88870
27.03773	0.89846
26.99128	0.88870
27.13070	0.89846
27.03773	0.89358
27.13070	0.89846
26.99128	0.89358
27.13070	0.89846
27.03773	0.89846
27.08420	0.89846
26.99128	0.89846
27.13070	0.89846
27.08420	0.90335
27.08420	0.90335
27.03773	0.90335
27.13070	0.90823
26.99128	0.90823
27.08420	0.90823
27.03773	0.91800
27.13070	0.91311
27.08420	0.91800
27.08420	0.91311
26.99128	0.91800
27.13070	0.91800
27.08420	0.91800
27.13070	0.91800
27.03773	0.91800
27.13070	0.92288
27.08420	0.92288
27.13070	0.92776
27.08420	0.92776
27.13070	0.93753
27.08420	0.92776
27.13070	0.93753
27.08420	0.93753
27.13070	0.93753
27.08420	0.93753
27.13070	0.93753
27.08420	0.93753
27.13070	0.93753
27.08420	0.93753
27.13070	0.94241
27.03773	0.94241
27.13070	0.94241
27.03773	0.94241
27.13070	0.94729
27.08420	0.94729
27.13070	0.94729
27.08420	0.95706
27.13070	0.95218
27.08420	0.95706
27.13070	0.95218
27.08420	0.95706
27.13070	0.95706
27.08420	0.95706
27.13070	0.95706
27.08420	0.95706
27.13070	0.96194
27.08420	0.96194
27.13070	0.96194
