Temperatura. Can B ( C )	Pressione. Can A ( kPa )
27.08420	0.96683
27.17723	0.97659
27.08420	0.96683
27.13070	0.96683
27.08420	0.96683
27.17723	0.97659
27.08420	0.97659
27.13070	0.97659
27.08420	0.97659
27.17723	0.97659
27.08420	0.97659
27.13070	0.97659
27.08420	0.98148
27.13070	0.97659
27.13070	0.98148
27.17723	0.98148
27.08420	0.98148
27.13070	0.98636
27.13070	0.98636
27.22379	0.98636
27.08420	0.98636
27.17723	0.99124
27.08420	0.99612
27.13070	0.99124
27.08420	0.99612
27.22379	0.99124
27.08420	0.99612
27.13070	0.99612
27.08420	0.99612
27.22379	0.99612
27.08420	1.00101
27.17723	1.00101
27.08420	1.00101
27.22379	1.00589
27.13070	1.01077
27.17723	1.00589
27.13070	1.00589
27.17723	1.01077
27.13070	1.01566
27.22379	1.01077
27.13070	1.01566
27.22379	1.01566
27.13070	1.01566
27.22379	1.01566
27.13070	1.01566
27.17723	1.01566
27.13070	1.02054
27.22379	1.02054
27.13070	1.02054
27.22379	1.02542
27.17723	1.02054
27.22379	1.02542
27.13070	1.03519
27.22379	1.02542
27.13070	1.02542
27.22379	1.03030
27.17723	1.03519
27.17723	1.03030
27.13070	1.03519
27.22379	1.03519
27.17723	1.03519
27.22379	1.03519
27.13070	1.03519
27.22379	1.03519
27.17723	1.04007
27.27038	1.04007
27.13070	1.04007
27.22379	1.04495
27.13070	1.04495
27.22379	1.04495
27.17723	1.04495
27.22379	1.04495
27.17723	1.04984
27.27038	1.05472
27.17723	1.04984
27.22379	1.05472
27.17723	1.04984
27.22379	1.05472
27.17723	1.05472
27.22379	1.05472
27.17723	1.05960
27.27038	1.05472
27.17723	1.05472
27.27038	1.05960
27.17723	1.05472
27.27038	1.06449
27.17723	1.06449
27.27038	1.06449
27.22379	1.06449
27.27038	1.06449
27.17723	1.07425
27.27038	1.06937
27.22379	1.07425
27.31699	1.06937
27.17723	1.07425
27.27038	1.06937
27.17723	1.07425
27.22379	1.07425
27.17723	1.07425
27.27038	1.07425
27.22379	1.07913
27.27038	1.07425
27.22379	1.07913
27.31699	1.07913
27.22379	1.07913
27.31699	1.07913
27.17723	1.07913
27.31699	1.08402
27.22379	1.08402
27.31699	1.08402
27.22379	1.08402
27.31699	1.09378
27.27038	1.08890
27.22379	1.09378
27.22379	1.09378
27.31699	1.09378
27.17723	1.09378
27.31699	1.09378
27.22379	1.09378
27.31699	1.09378
27.22379	1.09378
27.31699	1.09378
27.22379	1.09867
27.31699	1.09867
27.27038	1.09867
27.31699	1.10355
27.22379	1.09867
27.31699	1.10355
27.27038	1.09867
27.31699	1.10355
27.27038	1.11332
27.31699	1.10355
27.27038	1.11332
27.31699	1.10355
27.27038	1.11332
27.31699	1.10843
27.27038	1.11332
27.31699	1.11332
27.27038	1.11332
27.31699	1.11332
27.22379	1.11332
27.31699	1.11820
27.27038	1.11820
27.31699	1.12308
27.27038	1.11820
27.31699	1.12308
27.27038	1.12308
27.31699	1.13285
27.27038	1.11820
27.31699	1.13285
27.27038	1.12796
27.31699	1.13285
27.27038	1.13285
27.31699	1.13285
27.27038	1.13285
27.31699	1.13285
27.31699	1.13285
27.31699	1.13285
27.27038	1.13773
27.31699	1.13773
27.27038	1.13773
27.31699	1.14261
27.27038	1.13773
27.31699	1.14261
27.27038	1.15238
27.31699	1.14750
27.27038	1.15238
27.31699	1.14750
27.27038	1.15238
27.31699	1.15238
27.27038	1.15238
27.31699	1.14750
27.27038	1.15238
27.31699	1.15726
27.31699	1.15238
27.31699	1.15238
27.27038	1.16214
27.31699	1.16214
27.31699	1.15726
27.31699	1.16214
27.31699	1.16214
27.36364	1.17191
27.27038	1.17191
27.31699	1.16703
27.27038	1.17191
27.31699	1.17191
27.31699	1.17191
27.41032	1.17191
27.27038	1.17191
27.31699	1.17191
27.31699	1.17679
27.31699	1.17679
27.31699	1.17679
27.31699	1.18168
27.27038	1.19144
27.41032	1.18656
27.31699	1.18168
27.31699	1.18656
27.31699	1.19144
27.41032	1.18656
27.31699	1.19144
27.31699	1.19144
27.31699	1.19633
27.31699	1.19144
27.31699	1.19144
27.41032	1.19144
27.31699	1.19633
27.41032	1.19633
27.31699	1.19633
27.31699	1.19633
27.31699	1.19633
27.31699	1.20121
27.31699	1.20121
27.41032	1.21097
27.31699	1.20609
27.31699	1.21097
27.36364	1.21097
27.41032	1.21097
27.36364	1.21097
27.31699	1.21097
27.36364	1.21097
27.41032	1.21097
27.36364	1.21586
27.41032	1.21097
27.31699	1.21586
27.41032	1.21586
27.36364	1.21586
27.31699	1.21586
27.36364	1.21586
27.41032	1.22074
27.36364	1.22074
27.45703	1.22074
27.31699	1.23051
27.45703	1.22562
27.31699	1.23051
27.45703	1.22562
27.36364	1.23051
27.45703	1.22562
27.31699	1.23051
27.50376	1.23051
27.36364	1.23051
27.50376	1.23051
27.36364	1.23051
27.50376	1.23539
27.45703	1.23539
27.45703	1.23539
27.36364	1.24027
27.50376	1.24027
27.41032	1.25004
27.50376	1.25004
27.41032	1.25004
27.45703	1.25004
27.41032	1.25004
27.50376	1.25004
27.41032	1.25004
27.50376	1.25004
27.36364	1.25004
27.45703	1.25004
27.45703	1.25004
27.45703	1.25004
27.45703	1.25492
27.50376	1.25980
27.41032	1.25980
27.50376	1.25980
27.45703	1.26957
27.50376	1.25980
27.45703	1.26957
27.50376	1.26469
27.41032	1.26957
27.50376	1.26469
27.41032	1.26957
27.45703	1.26957
27.45703	1.26957
27.50376	1.26957
27.45703	1.27445
27.50376	1.27445
27.45703	1.27445
27.50376	1.27445
27.45703	1.27934
27.50376	1.27934
27.45703	1.27934
27.50376	1.28910
27.41032	1.27934
27.50376	1.28910
27.45703	1.28910
27.50376	1.28910
27.45703	1.28422
27.50376	1.28910
27.45703	1.28910
27.55053	1.29398
27.45703	1.29398
27.55053	1.28910
27.45703	1.29398
27.50376	1.29398
27.45703	1.29887
27.50376	1.29887
27.45703	1.29887
27.50376	1.29887
27.45703	1.30863
27.50376	1.30375
27.45703	1.30863
27.50376	1.30375
27.45703	1.30863
27.50376	1.30863
27.45703	1.30863
27.50376	1.30863
27.45703	1.31352
27.55053	1.30863
27.45703	1.31352
27.50376	1.31352
27.45703	1.31352
27.50376	1.31840
27.50376	1.31840
27.59733	1.31840
27.50376	1.32817
27.55053	1.32328
27.45703	1.32817
27.59733	1.32328
27.45703	1.32817
27.59733	1.32817
27.45703	1.32817
27.55053	1.32817
27.45703	1.33305
27.50376	1.32817
27.45703	1.33305
27.59733	1.33793
27.50376	1.33305
27.59733	1.33793
27.50376	1.33793
27.59733	1.33793
27.50376	1.34770
27.55053	1.34281
27.50376	1.34770
27.55053	1.34770
27.50376	1.34770
27.55053	1.34281
27.55053	1.34770
27.59733	1.34770
27.55053	1.34770
27.59733	1.35258
27.55053	1.35258
27.59733	1.35258
27.50376	1.35258
27.59733	1.36723
27.55053	1.35746
27.59733	1.35746
27.55053	1.35258
27.59733	1.36723
27.55053	1.35746
27.59733	1.36723
27.55053	1.36723
27.59733	1.36723
27.55053	1.36235
27.59733	1.37211
27.55053	1.37211
27.59733	1.36723
27.55053	1.37211
27.59733	1.37211
27.55053	1.37211
27.64416	1.37211
27.55053	1.37700
27.59733	1.37211
27.55053	1.38676
27.64416	1.37700
27.55053	1.38676
27.64416	1.37700
27.55053	1.38676
27.64416	1.38188
27.55053	1.38676
27.64416	1.38676
27.59733	1.38676
27.64416	1.38676
27.55053	1.38676
27.64416	1.39164
27.59733	1.39164
27.64416	1.39653
27.59733	1.40141
27.59733	1.39653
27.55053	1.39653
27.69102	1.39653
27.55053	1.40141
27.69102	1.40629
27.59733	1.40629
27.69102	1.40629
27.55053	1.40629
27.69102	1.40629
27.64416	1.40629
27.69102	1.40629
27.64416	1.41118
27.69102	1.41118
27.59733	1.41118
27.69102	1.41118
27.64416	1.42582
27.69102	1.41606
27.59733	1.42582
27.69102	1.41606
27.64416	1.42582
27.64416	1.42094
27.59733	1.42582
27.69102	1.42094
27.55053	1.42582
27.69102	1.42582
27.59733	1.42582
27.69102	1.43071
27.59733	1.43071
27.69102	1.43071
27.59733	1.43071
27.69102	1.43071
27.64416	1.43559
27.69102	1.44536
27.64416	1.43559
27.69102	1.44536
27.64416	1.44047
27.69102	1.44536
27.64416	1.44047
27.69102	1.44536
27.64416	1.44047
27.69102	1.44536
27.64416	1.44536
27.69102	1.44536
27.64416	1.45024
27.69102	1.44536
27.64416	1.45024
27.69102	1.45024
27.64416	1.45024
27.69102	1.45512
27.64416	1.46489
27.69102	1.45512
27.64416	1.46489
27.69102	1.45512
27.64416	1.46489
27.69102	1.46001
27.69102	1.46489
27.69102	1.46489
27.64416	1.46489
27.69102	1.46977
27.64416	1.46489
27.69102	1.46977
27.69102	1.46977
27.69102	1.47465
27.69102	1.46977
27.69102	1.47465
27.64416	1.47465
27.69102	1.47954
27.64416	1.48442
27.69102	1.48442
27.64416	1.48442
27.69102	1.47954
27.64416	1.48442
27.69102	1.48442
27.69102	1.48442
27.69102	1.48442
27.69102	1.48930
27.69102	1.48930
27.69102	1.48930
27.69102	1.48930
27.69102	1.49419
27.69102	1.49907
27.69102	1.49419
27.69102	1.49907
27.69102	1.50395
27.69102	1.49907
27.69102	1.50395
27.69102	1.50395
27.69102	1.50395
27.69102	1.50395
27.69102	1.50395
27.69102	1.50395
27.69102	1.50884
27.69102	1.51372
27.69102	1.50884
27.78483	1.51372
27.69102	1.51372
27.78483	1.52348
27.69102	1.51372
27.69102	1.51372
27.69102	1.51860
27.73791	1.52348
27.69102	1.52348
27.78483	1.52348
27.69102	1.52348
27.69102	1.52348
27.69102	1.52348
27.78483	1.52837
27.69102	1.52837
27.78483	1.52837
27.69102	1.52837
27.83178	1.53325
27.69102	1.54302
27.78483	1.53325
27.69102	1.54302
27.83178	1.53813
27.73791	1.54302
27.78483	1.53813
27.69102	1.54302
27.83178	1.54302
27.73791	1.54302
27.83178	1.54302
27.69102	1.54302
27.78483	1.54302
27.73791	1.54790
27.78483	1.54790
27.69102	1.54790
27.78483	1.56255
27.69102	1.55278
27.69102	1.56255
27.73791	1.55766
27.87876	1.56255
27.69102	1.56255
27.83178	1.56255
27.73791	1.56255
27.83178	1.56255
27.69102	1.56255
27.87876	1.56255
27.69102	1.56743
27.87876	1.56255
27.78483	1.56743
27.87876	1.56743
27.69102	1.56743
27.87876	1.57231
27.78483	1.57231
27.87876	1.57231
27.78483	1.58208
27.87876	1.57231
27.78483	1.58208
27.87876	1.58208
27.78483	1.58208
27.87876	1.58208
27.78483	1.58208
27.87876	1.58208
27.83178	1.58696
27.87876	1.58208
27.78483	1.58696
27.87876	1.58696
27.83178	1.58696
27.87876	1.58696
27.78483	1.59185
27.87876	1.60161
27.83178	1.59673
27.87876	1.60161
27.83178	1.60161
27.87876	1.60161
27.83178	1.60161
27.87876	1.60161
27.83178	1.60161
27.92577	1.60161
27.83178	1.60649
27.87876	1.60649
27.83178	1.60649
27.87876	1.60649
27.83178	1.61138
27.87876	1.60649
27.83178	1.62114
27.92577	1.61138
27.83178	1.62114
27.87876	1.61138
27.83178	1.62114
27.87876	1.61626
27.83178	1.62114
27.97282	1.62114
27.83178	1.62603
27.92577	1.62114
27.83178	1.62114
27.92577	1.62603
27.87876	1.62603
27.87876	1.63091
27.87876	1.62603
27.97282	1.63091
27.83178	1.63091
27.92577	1.63091
27.83178	1.63579
27.97282	1.63091
27.83178	1.64068
27.92577	1.63579
27.87876	1.64068
27.97282	1.64068
27.87876	1.64068
27.97282	1.64068
27.83178	1.64556
27.92577	1.64556
27.87876	1.64556
27.97282	1.65044
27.87876	1.65044
27.97282	1.65044
27.83178	1.66021
27.92577	1.65044
27.87876	1.66021
27.97282	1.65532
27.87876	1.66021
27.97282	1.66021
27.87876	1.66021
27.97282	1.65532
27.87876	1.66021
27.97282	1.66021
27.83178	1.66021
27.97282	1.66021
27.87876	1.66509
27.97282	1.66997
27.92577	1.66997
27.97282	1.66509
27.92577	1.66997
27.97282	1.67974
27.92577	1.67486
27.97282	1.67974
27.92577	1.67486
27.97282	1.67974
27.92577	1.67974
28.01989	1.67974
27.92577	1.67974
27.97282	1.68462
27.92577	1.68462
28.01989	1.68462
27.92577	1.68462
28.01989	1.68950
27.92577	1.69927
28.01989	1.68950
27.92577	1.69927
28.01989	1.69439
27.92577	1.69927
28.01989	1.69439
27.92577	1.69927
28.01989	1.69927
27.92577	1.69927
28.06700	1.70415
27.92577	1.69927
28.01989	1.70415
27.92577	1.70415
28.01989	1.70904
27.92577	1.70415
28.06700	1.70904
27.92577	1.70904
28.06700	1.70904
27.97282	1.71392
28.01989	1.71880
27.97282	1.71880
28.06700	1.71880
27.97282	1.71880
28.01989	1.71880
27.97282	1.71880
28.06700	1.71880
27.97282	1.72369
28.01989	1.72369
28.01989	1.72369
28.06700	1.72369
27.97282	1.73833
28.06700	1.72857
27.97282	1.73833
28.06700	1.73345
28.01989	1.73833
28.06700	1.73345
27.97282	1.73833
28.06700	1.73833
28.01989	1.73833
28.06700	1.73833
28.01989	1.74322
28.06700	1.74322
28.01989	1.74322
28.01989	1.74810
28.01989	1.74810
28.06700	1.75787
28.01989	1.74810
28.06700	1.75787
27.97282	1.75298
28.06700	1.75787
27.97282	1.75787
28.06700	1.75787
28.01989	1.75787
28.06700	1.75787
28.01989	1.75787
28.06700	1.75787
28.01989	1.76275
28.06700	1.76275
28.01989	1.76763
28.06700	1.76763
28.01989	1.76275
28.06700	1.76763
28.01989	1.76763
28.06700	1.77252
28.06700	1.77740
28.06700	1.77740
28.01989	1.77740
28.06700	1.77252
28.01989	1.77740
28.06700	1.77740
28.01989	1.78228
28.06700	1.77740
28.01989	1.78228
28.06700	1.78228
28.01989	1.78228
28.06700	1.78716
28.01989	1.78228
28.06700	1.78716
28.01989	1.79693
28.06700	1.79205
28.06700	1.79693
28.16131	1.79693
28.06700	1.79693
28.06700	1.79693
28.06700	1.79693
28.16131	1.79693
28.01989	1.80181
28.06700	1.80181
28.06700	1.80181
28.06700	1.80670
28.06700	1.80670
28.06700	1.80670
28.06700	1.81646
28.06700	1.80670
28.06700	1.81646
28.06700	1.81158
28.06700	1.81646
28.16131	1.81158
28.06700	1.81646
28.16131	1.81646
28.11414	1.81646
28.16131	1.81646
28.11414	1.82134
28.16131	1.82134
28.06700	1.82134
28.16131	1.82623
28.11414	1.82623
28.20851	1.83599
28.06700	1.82623
28.16131	1.83599
28.06700	1.83111
28.16131	1.83599
28.11414	1.83111
28.16131	1.83599
28.11414	1.83599
28.20851	1.84088
28.11414	1.83599
28.20851	1.83599
28.06700	1.84088
28.06700	1.84088
28.06700	1.84576
28.20851	1.84576
28.16131	1.85064
28.25575	1.84576
28.11414	1.85553
28.20851	1.84576
28.06700	1.85553
28.25575	1.85553
28.16131	1.85553
28.25575	1.85553
28.16131	1.85553
28.25575	1.85553
28.16131	1.86041
28.25575	1.86529
28.16131	1.87506
28.20851	1.86529
28.16131	1.87506
28.25575	1.86529
28.16131	1.87506
28.25575	1.87506
28.16131	1.87506
28.25575	1.87506
28.16131	1.87506
28.25575	1.87506
28.16131	1.87506
28.25575	1.87506
28.20851	1.87994
28.25575	1.87506
28.20851	1.87994
28.25575	1.88482
28.20851	1.88482
28.25575	1.88482
28.16131	1.88482
28.25575	1.88482
28.20851	1.89459
28.25575	1.88482
28.20851	1.89459
28.25575	1.88971
28.20851	1.89459
28.25575	1.89459
28.20851	1.89459
28.25575	1.89459
28.20851	1.89947
28.25575	1.89947
28.20851	1.89947
28.25575	1.89947
28.25575	1.90435
28.30301	1.89947
28.20851	1.90435
28.25575	1.91412
28.20851	1.90435
28.25575	1.91412
28.20851	1.90924
28.25575	1.91412
28.20851	1.91412
28.30301	1.91412
28.20851	1.91412
28.30301	1.91412
28.20851	1.91900
28.30301	1.91900
28.20851	1.91900
28.30301	1.92389
28.25575	1.92389
28.30301	1.92389
28.20851	1.93365
28.35031	1.92877
28.25575	1.93365
28.30301	1.92877
28.20851	1.93365
28.35031	1.93365
28.25575	1.93365
28.35031	1.93365
28.25575	1.93365
28.35031	1.93365
28.25575	1.93854
28.35031	1.93854
28.20851	1.93854
28.35031	1.94342
28.30301	1.94830
28.35031	1.94342
28.25575	1.95318
28.35031	1.95318
28.25575	1.95318
28.35031	1.95318
28.30301	1.95318
28.35031	1.95318
28.30301	1.95318
28.35031	1.95318
28.25575	1.95807
28.35031	1.95807
28.25575	1.95807
28.35031	1.96295
28.30301	1.96295
28.35031	1.96295
28.30301	1.97272
28.35031	1.96783
28.25575	1.97272
28.35031	1.97272
28.30301	1.97272
28.35031	1.97272
28.30301	1.97272
28.35031	1.97272
28.30301	1.97760
28.35031	1.97272
28.30301	1.97272
28.35031	1.97760
28.35031	1.97760
28.39765	1.98248
28.30301	1.98248
28.39765	1.99225
28.30301	1.98248
28.39765	1.99225
28.30301	1.99225
28.39765	1.99225
28.30301	1.99225
28.39765	1.99225
28.35031	1.99225
28.39765	1.99225
28.30301	1.99713
28.44501	2.00201
28.30301	1.99713
28.44501	2.00201
28.35031	2.00201
28.35031	2.00201
28.35031	2.01178
28.44501	2.00690
28.30301	2.01178
28.44501	2.01178
28.35031	2.01178
28.39765	2.01178
28.39765	2.01178
28.44501	2.01178
28.35031	2.01178
28.44501	2.01666
28.39765	2.02155
28.44501	2.01666
28.39765	2.02155
28.44501	2.02155
28.39765	2.03131
28.44501	2.03131
28.39765	2.03131
28.44501	2.03131
28.39765	2.03131
28.44501	2.03131
28.39765	2.03131
28.44501	2.03131
28.39765	2.03619
28.44501	2.03131
28.39765	2.03619
28.44501	2.04108
28.39765	2.03619
28.44501	2.03619
28.39765	2.05084
28.44501	2.04108
28.39765	2.05084
28.44501	2.04596
28.39765	2.05084
28.44501	2.04596
28.39765	2.05084
28.44501	2.05084
28.39765	2.05084
28.44501	2.05084
28.39765	2.05573
28.44501	2.05573
28.44501	2.05573
28.44501	2.07038
28.39765	2.06061
28.44501	2.07038
28.44501	2.06549
28.44501	2.07038
28.39765	2.07038
28.44501	2.07038
28.39765	2.07038
28.44501	2.07038
28.39765	2.07038
28.44501	2.07038
28.44501	2.07526
28.44501	2.07526
28.39765	2.07526
28.44501	2.08014
28.44501	2.07526
28.44501	2.08014
28.44501	2.08014
28.44501	2.08014
28.44501	2.08991
28.44501	2.08502
28.49241	2.08991
28.44501	2.08991
28.49241	2.08991
28.44501	2.08991
28.49241	2.09479
28.44501	2.08991
28.49241	2.09479
28.44501	2.09479
28.44501	2.09479
28.53984	2.09967
28.49241	2.09479
28.53984	2.09967
28.49241	2.09967
28.44501	2.10456
28.49241	2.10944
28.44501	2.10944
28.49241	2.10944
28.44501	2.10944
28.49241	2.10944
28.53984	2.10944
28.49241	2.11432
28.58730	2.11432
28.49241	2.11432
28.53984	2.11921
28.49241	2.11432
28.58730	2.11921
28.49241	2.12897
28.58730	2.11921
28.49241	2.12897
28.58730	2.12409
28.53984	2.12897
28.58730	2.12897
28.49241	2.12897
28.63480	2.12897
28.49241	2.12897
28.58730	2.12897
28.49241	2.13385
28.58730	2.13874
28.49241	2.13385
28.58730	2.13874
28.53984	2.13874
28.63480	2.14850
28.49241	2.14850
28.58730	2.14850
28.53984	2.14362
28.58730	2.14850
28.53984	2.14850
28.63480	2.14850
28.53984	2.14850
28.63480	2.15339
28.58730	2.15339
28.58730	2.15339
28.53984	2.15339
28.63480	2.15827
28.53984	2.15827
28.63480	2.15827
28.53984	2.16803
28.63480	2.15827
28.58730	2.16803
28.63480	2.16315
28.58730	2.16803
28.63480	2.16803
28.58730	2.16803
28.63480	2.17292
28.58730	2.17292
28.63480	2.17292
28.58730	2.17292
28.63480	2.18757
28.58730	2.17292
28.63480	2.18757
28.58730	2.18268
28.63480	2.18757
28.58730	2.18757
28.68233	2.18757
28.58730	2.18757
28.63480	2.18757
28.58730	2.18757
28.63480	2.18757
28.58730	2.19245
28.63480	2.18757
28.58730	2.19245
28.68233	2.19733
28.63480	2.19733
28.68233	2.19733
28.58730	2.20710
28.72989	2.19733
28.58730	2.20710
28.72989	2.20222
28.58730	2.20710
28.68233	2.20222
28.63480	2.20710
28.72989	2.20710
28.63480	2.20710
28.72989	2.21198
28.63480	2.21198
28.72989	2.21686
28.63480	2.21198
28.72989	2.21198
28.58730	2.21686
28.72989	2.22663
28.58730	2.21686
28.72989	2.22663
28.68233	2.22663
28.72989	2.22663
28.68233	2.22663
28.72989	2.22663
28.68233	2.22663
28.72989	2.22663
28.63480	2.22663
28.72989	2.23151
28.68233	2.23151
28.72989	2.23640
28.68233	2.23151
28.72989	2.23640
28.68233	2.23640
28.72989	2.24128
28.68233	2.24616
28.72989	2.24128
28.68233	2.24616
28.72989	2.24616
28.68233	2.24616
28.77748	2.24616
28.68233	2.24616
28.72989	2.25105
28.68233	2.25105
28.72989	2.25105
28.68233	2.25593
28.77748	2.25593
28.68233	2.25593
28.82511	2.25593
28.68233	2.26569
28.72989	2.26569
28.68233	2.26569
28.77748	2.26569
28.72989	2.26569
28.77748	2.26569
28.72989	2.27058
28.77748	2.26569
28.68233	2.26569
28.77748	2.27058
28.72989	2.27058
28.82511	2.27546
28.77748	2.27546
28.82511	2.27546
28.72989	2.28523
28.82511	2.28034
28.77748	2.28523
28.82511	2.28523
28.72989	2.28523
28.82511	2.28523
28.68233	2.28523
28.82511	2.28523
28.72989	2.28523
28.82511	2.29011
28.77748	2.29011
28.82511	2.29499
28.68233	2.29011
28.82511	2.29499
28.77748	2.29987
28.82511	2.30476
28.77748	2.30476
28.82511	2.30476
28.77748	2.30476
28.82511	2.30476
28.77748	2.30476
28.82511	2.30476
28.77748	2.30476
28.82511	2.30476
28.77748	2.30964
28.82511	2.30964
28.77748	2.30964
28.82511	2.31452
28.77748	2.32429
28.82511	2.31452
28.77748	2.32429
28.82511	2.31941
28.77748	2.32429
28.82511	2.32429
28.77748	2.32429
28.82511	2.31941
28.77748	2.32429
28.82511	2.32917
28.77748	2.32917
28.82511	2.32917
28.77748	2.32917
28.82511	2.33406
28.77748	2.33406
28.82511	2.33406
28.77748	2.33406
28.82511	2.34382
28.82511	2.34382
28.82511	2.34382
28.77748	2.34382
28.82511	2.34382
28.77748	2.34382
28.82511	2.34382
28.82511	2.34870
28.92048	2.34870
28.77748	2.34870
28.82511	2.35359
28.82511	2.36335
28.82511	2.35359
28.77748	2.36335
28.92048	2.35847
28.82511	2.36335
28.92048	2.35847
28.82511	2.36335
28.92048	2.36335
28.82511	2.36335
28.92048	2.36335
28.82511	2.36824
28.92048	2.36824
28.82511	2.36824
28.92048	2.37312
28.87278	2.37312
28.82511	2.37312
28.82511	2.37800
28.96821	2.38289
28.82511	2.37800
28.92048	2.38289
28.87278	2.38289
28.92048	2.38289
28.87278	2.38289
28.92048	2.38289
28.82511	2.38777
28.96821	2.38289
28.82511	2.38777
28.96821	2.38777
28.82511	2.39265
28.96821	2.39265
28.82511	2.40242
28.96821	2.39753
28.82511	2.40242
28.92048	2.39753
28.87278	2.40242
28.96821	2.40242
28.87278	2.40242
28.96821	2.39753
28.87278	2.40730
29.01597	2.40730
28.92048	2.40730
28.96821	2.40730
28.92048	2.41218
28.96821	2.41218
28.92048	2.42195
29.01597	2.41218
28.96821	2.42195
29.01597	2.42195
28.92048	2.42195
28.96821	2.42195
28.96821	2.42195
29.01597	2.42195
28.92048	2.42683
29.01597	2.42195
28.92048	2.42683
29.01597	2.42683
28.96821	2.43171
28.96821	2.43171
28.96821	2.43171
29.01597	2.43171
28.96821	2.44148
29.01597	2.43660
28.92048	2.44148
29.06377	2.43660
28.96821	2.44148
29.01597	2.44148
28.96821	2.44148
29.01597	2.44148
28.96821	2.44636
29.01597	2.45125
28.96821	2.44636
29.01597	2.45125
28.96821	2.45125
29.06377	2.46101
28.96821	2.45125
29.01597	2.46101
28.96821	2.46101
29.06377	2.46101
28.96821	2.46101
29.06377	2.46101
29.01597	2.46101
29.01597	2.46590
28.96821	2.46590
29.06377	2.46590
28.96821	2.46590
29.01597	2.47078
28.96821	2.47078
29.06377	2.47078
28.96821	2.48054
29.01597	2.47566
29.06377	2.48054
29.11161	2.47566
28.96821	2.48054
29.06377	2.48054
29.06377	2.48543
29.11161	2.48543
28.96821	2.48543
29.11161	2.48543
29.01597	2.48543
29.11161	2.49031
29.01597	2.50008
29.11161	2.49031
29.01597	2.50008
29.06377	2.50008
29.06377	2.50008
29.11161	2.50008
29.01597	2.50008
29.11161	2.50008
29.06377	2.50008
29.11161	2.50008
29.06377	2.50496
29.11161	2.50008
29.06377	2.50496
29.11161	2.50984
29.01597	2.50496
29.11161	2.50984
29.06377	2.50984
29.11161	2.50984
29.06377	2.51961
29.11161	2.51473
29.06377	2.51961
29.15948	2.51961
29.06377	2.51961
29.11161	2.51961
29.06377	2.52449
29.15948	2.52449
29.06377	2.52449
29.15948	2.52937
29.06377	2.52937
29.15948	2.52937
29.06377	2.52937
29.15948	2.53914
29.06377	2.53426
29.20738	2.53914
29.15948	2.53914
29.20738	2.53914
29.15948	2.53914
29.15948	2.53914
29.11161	2.53914
29.20738	2.54402
29.06377	2.54402
29.20738	2.54402
29.11161	2.54891
29.15948	2.54891
29.15948	2.55867
29.20738	2.54891
29.11161	2.55867
29.15948	2.55867
29.11161	2.55867
29.20738	2.55379
29.11161	2.55867
29.20738	2.55867
29.15948	2.56355
29.20738	2.56355
29.15948	2.56355
29.20738	2.56355
29.15948	2.56355
29.20738	2.56355
29.15948	2.56844
29.20738	2.56844
29.15948	2.57820
29.20738	2.57332
29.15948	2.57820
29.20738	2.57820
29.15948	2.57820
29.20738	2.57820
29.15948	2.57820
29.20738	2.57820
29.15948	2.58309
29.20738	2.57820
29.15948	2.58309
29.20738	2.58797
29.15948	2.59774
29.20738	2.59285
29.20738	2.59774
29.20738	2.59285
29.15948	2.59774
29.20738	2.59774
29.20738	2.59774
29.20738	2.59774
29.20738	2.60262
29.20738	2.59774
29.15948	2.60262
29.20738	2.60750
29.15948	2.60750
29.20738	2.61727
29.20738	2.60750
29.20738	2.60750
29.20738	2.60750
29.20738	2.61727
29.20738	2.61727
29.20738	2.61727
29.15948	2.61727
29.20738	2.61727
29.15948	2.61727
29.20738	2.62215
29.20738	2.62215
29.20738	2.62215
29.20738	2.62215
29.20738	2.62703
29.25532	2.63680
29.20738	2.62703
29.20738	2.62703
29.20738	2.63192
29.25532	2.63680
29.20738	2.63680
29.25532	2.63680
29.20738	2.63680
29.20738	2.64168
29.30329	2.63680
29.25532	2.64168
29.20738	2.64168
29.20738	2.64168
29.35130	2.64657
29.25532	2.64657
29.30329	2.64657
29.25532	2.64657
29.35130	2.65633
29.25532	2.65633
29.30329	2.65633
29.25532	2.65633
29.35130	2.65633
29.25532	2.65633
29.35130	2.65633
29.25532	2.66121
29.35130	2.66121
29.30329	2.66121
29.39935	2.66610
29.35130	2.66610
29.35130	2.66610
29.30329	2.67586
29.39935	2.67098
29.30329	2.67586
29.35130	2.67586
29.25532	2.67586
29.39935	2.67586
29.35130	2.67586
29.39935	2.67586
29.30329	2.68075
29.39935	2.67586
29.30329	2.68075
29.39935	2.68563
29.30329	2.68563
29.39935	2.69539
29.35130	2.68563
29.39935	2.69539
29.35130	2.69539
29.39935	2.69539
29.35130	2.69539
29.39935	2.69539
29.35130	2.69539
29.39935	2.70028
29.35130	2.70028
29.39935	2.70028
29.35130	2.70516
29.39935	2.70516
29.35130	2.70516
29.39935	2.70516
29.35130	2.71493
29.39935	2.70516
29.35130	2.71493
29.44743	2.71004
29.35130	2.71493
29.44743	2.71004
29.35130	2.71493
29.39935	2.71493
29.35130	2.71981
29.39935	2.71981
29.35130	2.71981
29.39935	2.72469
29.35130	2.71981
29.39935	2.72469
29.35130	2.73446
29.44743	2.72958
29.35130	2.73446
29.44743	2.73446
29.39935	2.73446
