Posizione, Can 1 e 2, Raccolta #6
Tempo ( s )	Posizione ( m )
112,7000	-0,00206
112,8000	-0,00206
112,9000	-0,00206
113,0000	-0,00206
113,1000	-0,00206
113,2000	-0,00206
113,3000	-0,00206
113,4000	-0,00206
113,5000	-0,00206
113,6000	-0,00206
113,7000	-0,00206
113,8000	-0,00206
113,9000	-0,00206
114,0000	-0,00206
114,1000	-0,00206
114,2000	-0,00206
114,3000	-0,00212
114,4000	-0,00212
114,5000	-0,00212
114,6000	-0,00212
114,7000	-0,00212
114,8000	-0,00212
114,9000	-0,00212
115,0000	-0,00212
115,1000	-0,00212
115,2000	-0,00212
115,3000	-0,00212
115,4000	-0,00212
115,5000	-0,00212
115,6000	-0,00212
115,7000	-0,00212
115,8000	-0,00212
115,9000	-0,00212
116,0000	-0,00212
116,1000	-0,00212
116,2000	-0,00212
116,3000	-0,00212
116,4000	-0,00212
116,5000	-0,00212
116,6000	-0,00212
116,7000	-0,00212
116,8000	-0,00212
116,9000	-0,00212
117,0000	-0,00212
117,1000	-0,00212
117,2000	-0,00212
117,3000	-0,00212
117,4000	-0,00212
117,5000	-0,00212
117,6000	-0,00212
117,7000	-0,00212
117,8000	-0,00212
117,9000	-0,00219
118,0000	-0,00219
118,1000	-0,00219
118,2000	-0,00219
118,3000	-0,00219
118,4000	-0,00219
118,5000	-0,00219
118,6000	-0,00219
118,7000	-0,00219
118,8000	-0,00219
118,9000	-0,00219
119,0000	-0,00219
119,1000	-0,00219
119,2000	-0,00219
119,3000	-0,00219
119,4000	-0,00219
119,5000	-0,00219
119,6000	-0,00219
119,7000	-0,00219
119,8000	-0,00219
119,9000	-0,00219
120,0000	-0,00219
120,1000	-0,00219
120,2000	-0,00219
120,3000	-0,00225
120,4000	-0,00225
120,5000	-0,00225
120,6000	-0,00225
120,7000	-0,00225
120,8000	-0,00225
120,9000	-0,00225
121,0000	-0,00225
121,1000	-0,00225
121,2000	-0,00225
121,3000	-0,00225
121,4000	-0,00225
121,5000	-0,00225
121,6000	-0,00225
121,7000	-0,00225
121,8000	-0,00225
121,9000	-0,00225
122,0000	-0,00225
122,1000	-0,00225
122,2000	-0,00225
122,3000	-0,00225
122,4000	-0,00225
122,5000	-0,00225
122,6000	-0,00225
122,7000	-0,00225
122,8000	-0,00225
122,9000	-0,00225
123,0000	-0,00225
123,1000	-0,00225
123,2000	-0,00225
123,3000	-0,00225
123,4000	-0,00225
123,5000	-0,00225
123,6000	-0,00225
123,7000	-0,00225
123,8000	-0,00225
123,9000	-0,00225
124,0000	-0,00225
124,1000	-0,00225
124,2000	-0,00225
124,3000	-0,00225
124,4000	-0,00225
124,5000	-0,00225
124,6000	-0,00225
124,7000	-0,00231
124,8000	-0,00231
124,9000	-0,00231
125,0000	-0,00231
125,1000	-0,00231
125,2000	-0,00231
125,3000	-0,00231
125,4000	-0,00231
125,5000	-0,00231
125,6000	-0,00231
125,7000	-0,00231
125,8000	-0,00231
125,9000	-0,00231
126,0000	-0,00231
126,1000	-0,00231
126,2000	-0,00231
126,3000	-0,00231
126,4000	-0,00231
126,5000	-0,00231
126,6000	-0,00231
126,7000	-0,00231
126,8000	-0,00231
126,9000	-0,00231
127,0000	-0,00231
127,1000	-0,00231
127,2000	-0,00231
127,3000	-0,00231
127,4000	-0,00231
127,5000	-0,00231
127,6000	-0,00231
127,7000	-0,00231
127,8000	-0,00231
127,9000	-0,00231
128,0000	-0,00231
128,1000	-0,00231
128,2000	-0,00237
128,3000	-0,00237
128,4000	-0,00237
128,5000	-0,00237
128,6000	-0,00237
128,7000	-0,00237
128,8000	-0,00237
128,9000	-0,00237
129,0000	-0,00237
129,1000	-0,00237
129,2000	-0,00237
129,3000	-0,00237
129,4000	-0,00237
129,5000	-0,00237
129,6000	-0,00237
129,7000	-0,00237
129,8000	-0,00237
129,9000	-0,00237
130,0000	-0,00237
130,1000	-0,00237
130,2000	-0,00237
130,3000	-0,00237
130,4000	-0,00237
130,5000	-0,00237
130,6000	-0,00237
130,7000	-0,00237
130,8000	-0,00237
130,9000	-0,00237
131,0000	-0,00237
131,1000	-0,00237
131,2000	-0,00237
131,3000	-0,00237
131,4000	-0,00237
131,5000	-0,00237
131,6000	-0,00237
131,7000	-0,00244
131,8000	-0,00244
131,9000	-0,00244
132,0000	-0,00244
132,1000	-0,00244
132,2000	-0,00244
132,3000	-0,00244
132,4000	-0,00244
132,5000	-0,00244
132,6000	-0,00244
132,7000	-0,00244
132,8000	-0,00244
132,9000	-0,00244
133,0000	-0,00244
133,1000	-0,00244
133,2000	-0,00244
133,3000	-0,00244
133,4000	-0,00244
133,5000	-0,00244
133,6000	-0,00244
133,7000	-0,00244
133,8000	-0,00244
133,9000	-0,00244
134,0000	-0,00244
134,1000	-0,00244
134,2000	-0,00244
134,3000	-0,00244
134,4000	-0,00244
134,5000	-0,00244
134,6000	-0,00244
134,7000	-0,00244
134,8000	-0,00244
134,9000	-0,00244
135,0000	-0,00244
135,1000	-0,00244
135,2000	-0,00250
135,3000	-0,00250
135,4000	-0,00250
135,5000	-0,00250
135,6000	-0,00250
135,7000	-0,00250
135,8000	-0,00250
135,9000	-0,00250
136,0000	-0,00250
136,1000	-0,00250
136,2000	-0,00250
136,3000	-0,00250
136,4000	-0,00250
136,5000	-0,00250
136,6000	-0,00250
136,7000	-0,00250
136,8000	-0,00250
136,9000	-0,00250
137,0000	-0,00250
137,1000	-0,00250
137,2000	-0,00250
137,3000	-0,00250
137,4000	-0,00250
137,5000	-0,00250
137,6000	-0,00250
137,7000	-0,00250
137,8000	-0,00250
137,9000	-0,00250
138,0000	-0,00250
138,1000	-0,00250
138,2000	-0,00250
138,3000	-0,00250
138,4000	-0,00250
138,5000	-0,00250
138,6000	-0,00250
138,7000	-0,00256
138,8000	-0,00256
138,9000	-0,00256
139,0000	-0,00256
139,1000	-0,00256
139,2000	-0,00256
139,3000	-0,00256
139,4000	-0,00256
139,5000	-0,00256
139,6000	-0,00256
139,7000	-0,00256
139,8000	-0,00256
139,9000	-0,00256
140,0000	-0,00256
140,1000	-0,00256
140,2000	-0,00256
140,3000	-0,00256
140,4000	-0,00256
140,5000	-0,00256
140,6000	-0,00256
140,7000	-0,00256
140,8000	-0,00256
140,9000	-0,00256
141,0000	-0,00256
141,1000	-0,00256
141,2000	-0,00256
141,3000	-0,00256
141,4000	-0,00256
141,5000	-0,00256
141,6000	-0,00256
141,7000	-0,00262
141,8000	-0,00262
141,9000	-0,00262
142,0000	-0,00262
142,1000	-0,00262
142,2000	-0,00262
142,3000	-0,00262
142,4000	-0,00262
142,5000	-0,00262
142,6000	-0,00262
142,7000	-0,00262
142,8000	-0,00262
142,9000	-0,00262
143,0000	-0,00262
143,1000	-0,00262
143,2000	-0,00262
143,3000	-0,00262
143,4000	-0,00262
143,5000	-0,00262
143,6000	-0,00262
143,7000	-0,00262
143,8000	-0,00262
143,9000	-0,00262
144,0000	-0,00262
144,1000	-0,00262
144,2000	-0,00262
144,3000	-0,00262
144,4000	-0,00262
144,5000	-0,00262
144,6000	-0,00262
144,7000	-0,00262
144,8000	-0,00262
144,9000	-0,00262
145,0000	-0,00262
145,1000	-0,00262
145,2000	-0,00269
145,3000	-0,00269
145,4000	-0,00269
145,5000	-0,00269
145,6000	-0,00269
145,7000	-0,00269
145,8000	-0,00269
145,9000	-0,00269
146,0000	-0,00269
146,1000	-0,00269
146,2000	-0,00269
146,3000	-0,00269
146,4000	-0,00269
146,5000	-0,00269
146,6000	-0,00269
146,7000	-0,00269
146,8000	-0,00269
146,9000	-0,00269
147,0000	-0,00269
147,1000	-0,00269
147,2000	-0,00269
147,3000	-0,00269
147,4000	-0,00269
147,5000	-0,00269
147,6000	-0,00269
147,7000	-0,00269
147,8000	-0,00269
147,9000	-0,00269
148,0000	-0,00269
148,1000	-0,00269
148,2000	-0,00269
148,3000	-0,00269
148,4000	-0,00269
148,5000	-0,00269
148,6000	-0,00275
148,7000	-0,00275
148,8000	-0,00275
148,9000	-0,00275
149,0000	-0,00275
149,1000	-0,00275
149,2000	-0,00275
149,3000	-0,00275
149,4000	-0,00275
149,5000	-0,00275
149,6000	-0,00275
149,7000	-0,00275
149,8000	-0,00275
149,9000	-0,00275
150,0000	-0,00275
150,1000	-0,00275
150,2000	-0,00275
150,3000	-0,00275
150,4000	-0,00275
150,5000	-0,00275
150,6000	-0,00275
150,7000	-0,00275
150,8000	-0,00275
150,9000	-0,00275
151,0000	-0,00275
151,1000	-0,00275
151,2000	-0,00275
151,3000	-0,00275
151,4000	-0,00275
151,5000	-0,00275
151,6000	-0,00275
151,7000	-0,00275
151,8000	-0,00275
151,9000	-0,00275
152,0000	-0,00281
152,1000	-0,00281
152,2000	-0,00281
152,3000	-0,00281
152,4000	-0,00281
152,5000	-0,00281
152,6000	-0,00281
152,7000	-0,00281
152,8000	-0,00281
152,9000	-0,00281
153,0000	-0,00281
153,1000	-0,00281
153,2000	-0,00281
153,3000	-0,00281
153,4000	-0,00281
153,5000	-0,00281
153,6000	-0,00281
153,7000	-0,00281
153,8000	-0,00281
153,9000	-0,00281
154,0000	-0,00281
154,1000	-0,00281
154,2000	-0,00281
154,3000	-0,00281
154,4000	-0,00281
154,5000	-0,00281
154,6000	-0,00281
154,7000	-0,00281
154,8000	-0,00281
154,9000	-0,00281
155,0000	-0,00281
155,1000	-0,00281
155,2000	-0,00287
155,3000	-0,00287
155,4000	-0,00287
155,5000	-0,00287
155,6000	-0,00287
155,7000	-0,00287
155,8000	-0,00287
155,9000	-0,00287
156,0000	-0,00287
156,1000	-0,00287
156,2000	-0,00287
156,3000	-0,00287
156,4000	-0,00287
156,5000	-0,00287
156,6000	-0,00287
156,7000	-0,00287
156,8000	-0,00287
156,9000	-0,00287
157,0000	-0,00287
157,1000	-0,00287
157,2000	-0,00287
157,3000	-0,00287
157,4000	-0,00287
157,5000	-0,00287
157,6000	-0,00287
157,7000	-0,00287
157,8000	-0,00287
157,9000	-0,00287
158,0000	-0,00287
158,1000	-0,00287
158,2000	-0,00287
158,3000	-0,00287
158,4000	-0,00287
158,5000	-0,00287
158,6000	-0,00287
158,7000	-0,00287
158,8000	-0,00294
158,9000	-0,00294
159,0000	-0,00294
159,1000	-0,00294
159,2000	-0,00294
159,3000	-0,00294
159,4000	-0,00294
159,5000	-0,00294
159,6000	-0,00294
159,7000	-0,00294
159,8000	-0,00294
159,9000	-0,00294
160,0000	-0,00294
160,1000	-0,00294
160,2000	-0,00294
160,3000	-0,00294
160,4000	-0,00294
160,5000	-0,00294
160,6000	-0,00294
160,7000	-0,00294
160,8000	-0,00294
160,9000	-0,00294
161,0000	-0,00294
161,1000	-0,00294
161,2000	-0,00294
161,3000	-0,00294
161,4000	-0,00294
161,5000	-0,00294
161,6000	-0,00294
161,7000	-0,00294
161,8000	-0,00294
161,9000	-0,00300
162,0000	-0,00300
162,1000	-0,00300
162,2000	-0,00300
162,3000	-0,00300
162,4000	-0,00300
162,5000	-0,00300
162,6000	-0,00300
162,7000	-0,00300
162,8000	-0,00300
162,9000	-0,00300
163,0000	-0,00300
163,1000	-0,00300
163,2000	-0,00300
163,3000	-0,00300
163,4000	-0,00300
163,5000	-0,00300
163,6000	-0,00300
163,7000	-0,00300
163,8000	-0,00300
163,9000	-0,00300
164,0000	-0,00300
164,1000	-0,00300
164,2000	-0,00300
164,3000	-0,00300
164,4000	-0,00300
164,5000	-0,00300
164,6000	-0,00300
164,7000	-0,00300
164,8000	-0,00300
164,9000	-0,00300
165,0000	-0,00300
165,1000	-0,00300
165,2000	-0,00300
165,3000	-0,00300
165,4000	-0,00300
165,5000	-0,00300
165,6000	-0,00306
165,7000	-0,00306
165,8000	-0,00306
165,9000	-0,00306
166,0000	-0,00306
166,1000	-0,00306
166,2000	-0,00306
166,3000	-0,00306
166,4000	-0,00306
166,5000	-0,00306
166,6000	-0,00306
166,7000	-0,00306
166,8000	-0,00306
166,9000	-0,00306
167,0000	-0,00306
167,1000	-0,00306
167,2000	-0,00306
167,3000	-0,00306
167,4000	-0,00306
167,5000	-0,00306
167,6000	-0,00306
167,7000	-0,00306
167,8000	-0,00306
167,9000	-0,00306
168,0000	-0,00306
168,1000	-0,00306
168,2000	-0,00306
168,3000	-0,00306
168,4000	-0,00306
168,5000	-0,00306
168,6000	-0,00306
168,7000	-0,00306
168,8000	-0,00306
168,9000	-0,00312
169,0000	-0,00312
169,1000	-0,00312
169,2000	-0,00312
169,3000	-0,00312
169,4000	-0,00312
169,5000	-0,00312
169,6000	-0,00312
169,7000	-0,00312
169,8000	-0,00312
169,9000	-0,00312
170,0000	-0,00312
170,1000	-0,00312
170,2000	-0,00312
170,3000	-0,00312
170,4000	-0,00312
170,5000	-0,00312
170,6000	-0,00312
170,7000	-0,00312
170,8000	-0,00312
170,9000	-0,00312
171,0000	-0,00312
171,1000	-0,00312
171,2000	-0,00312
171,3000	-0,00312
171,4000	-0,00312
171,5000	-0,00312
171,6000	-0,00312
171,7000	-0,00312
171,8000	-0,00312
171,9000	-0,00312
172,0000	-0,00312
172,1000	-0,00312
172,2000	-0,00312
172,3000	-0,00319
172,4000	-0,00319
172,5000	-0,00319
172,6000	-0,00319
172,7000	-0,00319
172,8000	-0,00319
172,9000	-0,00319
173,0000	-0,00319
173,1000	-0,00319
173,2000	-0,00319
173,3000	-0,00319
173,4000	-0,00319
173,5000	-0,00319
173,6000	-0,00319
173,7000	-0,00319
173,8000	-0,00319
173,9000	-0,00319
174,0000	-0,00319
174,1000	-0,00319
174,2000	-0,00319
174,3000	-0,00319
174,4000	-0,00319
174,5000	-0,00319
174,6000	-0,00319
174,7000	-0,00319
174,8000	-0,00319
174,9000	-0,00319
175,0000	-0,00319
175,1000	-0,00319
175,2000	-0,00319
175,3000	-0,00325
175,4000	-0,00325
175,5000	-0,00325
175,6000	-0,00325
175,7000	-0,00325
175,8000	-0,00325
175,9000	-0,00325
176,0000	-0,00325
176,1000	-0,00325
176,2000	-0,00325
176,3000	-0,00325
176,4000	-0,00325
176,5000	-0,00325
176,6000	-0,00325
176,7000	-0,00325
176,8000	-0,00325
176,9000	-0,00325
177,0000	-0,00325
177,1000	-0,00325
177,2000	-0,00325
177,3000	-0,00325
177,4000	-0,00325
177,5000	-0,00325
177,6000	-0,00325
177,7000	-0,00325
177,8000	-0,00325
177,9000	-0,00325
178,0000	-0,00325
178,1000	-0,00325
178,2000	-0,00325
178,3000	-0,00325
178,4000	-0,00325
178,5000	-0,00325
178,6000	-0,00325
178,7000	-0,00325
178,8000	-0,00325
178,9000	-0,00325
179,0000	-0,00325
179,1000	-0,00325
179,2000	-0,00331
179,3000	-0,00331
179,4000	-0,00331
179,5000	-0,00331
179,6000	-0,00331
179,7000	-0,00331
179,8000	-0,00331
179,9000	-0,00331
180,0000	-0,00331
180,1000	-0,00331
180,2000	-0,00331
180,3000	-0,00331
180,4000	-0,00331
180,5000	-0,00331
180,6000	-0,00331
180,7000	-0,00331
180,8000	-0,00331
180,9000	-0,00331
181,0000	-0,00331
181,1000	-0,00331
181,2000	-0,00331
181,3000	-0,00331
181,4000	-0,00331
181,5000	-0,00331
181,6000	-0,00331
181,7000	-0,00331
181,8000	-0,00331
181,9000	-0,00331
182,0000	-0,00331
182,1000	-0,00331
182,2000	-0,00331
182,3000	-0,00331
182,4000	-0,00337
182,5000	-0,00337
182,6000	-0,00337
182,7000	-0,00337
182,8000	-0,00337
182,9000	-0,00337
183,0000	-0,00337
183,1000	-0,00337
183,2000	-0,00337
183,3000	-0,00337
183,4000	-0,00337
183,5000	-0,00337
183,6000	-0,00337
183,7000	-0,00337
183,8000	-0,00337
183,9000	-0,00337
184,0000	-0,00337
184,1000	-0,00337
184,2000	-0,00337
184,3000	-0,00337
184,4000	-0,00337
184,5000	-0,00337
184,6000	-0,00337
184,7000	-0,00337
184,8000	-0,00337
184,9000	-0,00337
185,0000	-0,00337
185,1000	-0,00337
185,2000	-0,00337
185,3000	-0,00337
185,4000	-0,00337
185,5000	-0,00337
185,6000	-0,00337
185,7000	-0,00344
185,8000	-0,00344
185,9000	-0,00344
186,0000	-0,00344
186,1000	-0,00344
186,2000	-0,00344
186,3000	-0,00344
186,4000	-0,00344
186,5000	-0,00344
186,6000	-0,00344
186,7000	-0,00344
186,8000	-0,00344
186,9000	-0,00344
187,0000	-0,00344
187,1000	-0,00344
187,2000	-0,00344
187,3000	-0,00344
187,4000	-0,00344
187,5000	-0,00344
187,6000	-0,00344
187,7000	-0,00344
187,8000	-0,00344
187,9000	-0,00344
188,0000	-0,00344
188,1000	-0,00344
188,2000	-0,00344
188,3000	-0,00344
188,4000	-0,00344
188,5000	-0,00344
188,6000	-0,00344
188,7000	-0,00344
188,8000	-0,00344
188,9000	-0,00350
189,0000	-0,00350
189,1000	-0,00350
189,2000	-0,00350
189,3000	-0,00350
189,4000	-0,00350
189,5000	-0,00350
189,6000	-0,00350
189,7000	-0,00350
189,8000	-0,00350
189,9000	-0,00350
190,0000	-0,00350
190,1000	-0,00350
190,2000	-0,00350
190,3000	-0,00350
190,4000	-0,00350
190,5000	-0,00350
190,6000	-0,00350
190,7000	-0,00350
190,8000	-0,00350
190,9000	-0,00350
191,0000	-0,00350
191,1000	-0,00350
191,2000	-0,00350
191,3000	-0,00350
191,4000	-0,00350
191,5000	-0,00350
191,6000	-0,00350
191,7000	-0,00350
191,8000	-0,00350
191,9000	-0,00350
192,0000	-0,00350
192,1000	-0,00350
192,2000	-0,00350
192,3000	-0,00350
192,4000	-0,00350
192,5000	-0,00356
192,6000	-0,00356
192,7000	-0,00356
192,8000	-0,00356
192,9000	-0,00356
193,0000	-0,00356
193,1000	-0,00356
193,2000	-0,00356
193,3000	-0,00356
193,4000	-0,00356
193,5000	-0,00356
193,6000	-0,00356
193,7000	-0,00356
193,8000	-0,00356
193,9000	-0,00356
194,0000	-0,00356
194,1000	-0,00356
194,2000	-0,00356
194,3000	-0,00356
194,4000	-0,00356
194,5000	-0,00356
194,6000	-0,00356
194,7000	-0,00356
194,8000	-0,00356
194,9000	-0,00356
195,0000	-0,00356
195,1000	-0,00356
195,2000	-0,00356
195,3000	-0,00356
195,4000	-0,00356
195,5000	-0,00356
195,6000	-0,00356
195,7000	-0,00362
195,8000	-0,00362
195,9000	-0,00362
196,0000	-0,00362
196,1000	-0,00362
196,2000	-0,00362
196,3000	-0,00362
196,4000	-0,00362
196,5000	-0,00362
196,6000	-0,00362
196,7000	-0,00362
196,8000	-0,00362
196,9000	-0,00362
197,0000	-0,00362
197,1000	-0,00362
197,2000	-0,00362
197,3000	-0,00362
197,4000	-0,00362
197,5000	-0,00362
197,6000	-0,00362
197,7000	-0,00362
197,8000	-0,00362
197,9000	-0,00362
198,0000	-0,00362
198,1000	-0,00362
198,2000	-0,00362
198,3000	-0,00362
198,4000	-0,00362
198,5000	-0,00362
198,6000	-0,00362
198,7000	-0,00362
198,8000	-0,00362
198,9000	-0,00369
199,0000	-0,00369
199,1000	-0,00369
199,2000	-0,00369
199,3000	-0,00369
199,4000	-0,00369
199,5000	-0,00369
199,6000	-0,00369
199,7000	-0,00369
199,8000	-0,00369
199,9000	-0,00369
200,0000	-0,00369
200,1000	-0,00369
200,2000	-0,00369
200,3000	-0,00369
200,4000	-0,00369
200,5000	-0,00369
200,6000	-0,00369
200,7000	-0,00369
200,8000	-0,00369
200,9000	-0,00369
201,0000	-0,00369
201,1000	-0,00369
201,2000	-0,00369
201,3000	-0,00369
201,4000	-0,00369
201,5000	-0,00369
201,6000	-0,00369
201,7000	-0,00369
201,8000	-0,00369
201,9000	-0,00369
202,0000	-0,00375
202,1000	-0,00375
202,2000	-0,00375
202,3000	-0,00375
202,4000	-0,00375
202,5000	-0,00375
202,6000	-0,00375
202,7000	-0,00375
202,8000	-0,00375
202,9000	-0,00375
203,0000	-0,00375
203,1000	-0,00375
203,2000	-0,00375
203,3000	-0,00375
203,4000	-0,00375
203,5000	-0,00375
203,6000	-0,00375
203,7000	-0,00375
203,8000	-0,00375
203,9000	-0,00375
204,0000	-0,00375
204,1000	-0,00375
204,2000	-0,00375
204,3000	-0,00375
204,4000	-0,00375
204,5000	-0,00375
204,6000	-0,00375
204,7000	-0,00375
204,8000	-0,00375
204,9000	-0,00375
205,0000	-0,00375
205,1000	-0,00375
205,2000	-0,00375
205,3000	-0,00375
205,4000	-0,00381
205,5000	-0,00381
205,6000	-0,00381
205,7000	-0,00381
205,8000	-0,00381
205,9000	-0,00381
206,0000	-0,00381
206,1000	-0,00381
206,2000	-0,00381
206,3000	-0,00381
206,4000	-0,00381
206,5000	-0,00381
206,6000	-0,00381
206,7000	-0,00381
206,8000	-0,00381
206,9000	-0,00381
207,0000	-0,00381
207,1000	-0,00381
207,2000	-0,00381
207,3000	-0,00381
207,4000	-0,00381
207,5000	-0,00381
207,6000	-0,00381
207,7000	-0,00381
207,8000	-0,00381
207,9000	-0,00381
208,0000	-0,00381
208,1000	-0,00381
208,2000	-0,00381
208,3000	-0,00381
208,4000	-0,00381
208,5000	-0,00381
208,6000	-0,00387
208,7000	-0,00387
208,8000	-0,00387
208,9000	-0,00387
209,0000	-0,00387
209,1000	-0,00387
209,2000	-0,00387
209,3000	-0,00387
209,4000	-0,00387
209,5000	-0,00387
209,6000	-0,00387
209,7000	-0,00387
209,8000	-0,00387
209,9000	-0,00387
210,0000	-0,00387
210,1000	-0,00387
210,2000	-0,00387
210,3000	-0,00387
210,4000	-0,00387
210,5000	-0,00387
210,6000	-0,00387
210,7000	-0,00387
210,8000	-0,00387
210,9000	-0,00387
211,0000	-0,00387
211,1000	-0,00387
211,2000	-0,00387
211,3000	-0,00387
211,4000	-0,00387
211,5000	-0,00387
211,6000	-0,00387
211,7000	-0,00387
211,8000	-0,00387
211,9000	-0,00394
212,0000	-0,00394
212,1000	-0,00394
212,2000	-0,00394
212,3000	-0,00394
212,4000	-0,00394
212,5000	-0,00394
212,6000	-0,00394
212,7000	-0,00394
212,8000	-0,00394
212,9000	-0,00394
213,0000	-0,00394
213,1000	-0,00394
213,2000	-0,00394
213,3000	-0,00394
213,4000	-0,00394
213,5000	-0,00394
213,6000	-0,00394
213,7000	-0,00394
213,8000	-0,00394
213,9000	-0,00394
214,0000	-0,00394
214,1000	-0,00394
214,2000	-0,00394
214,3000	-0,00394
214,4000	-0,00394
214,5000	-0,00394
214,6000	-0,00394
214,7000	-0,00394
214,8000	-0,00394
214,9000	-0,00394
215,0000	-0,00400
215,1000	-0,00400
215,2000	-0,00400
215,3000	-0,00400
215,4000	-0,00400
215,5000	-0,00400
215,6000	-0,00400
215,7000	-0,00400
215,8000	-0,00400
215,9000	-0,00400
216,0000	-0,00400
216,1000	-0,00400
216,2000	-0,00400
216,3000	-0,00400
216,4000	-0,00400
216,5000	-0,00400
216,6000	-0,00400
216,7000	-0,00400
216,8000	-0,00400
216,9000	-0,00400
217,0000	-0,00400
217,1000	-0,00400
217,2000	-0,00400
217,3000	-0,00400
217,4000	-0,00400
217,5000	-0,00400
217,6000	-0,00400
217,7000	-0,00400
217,8000	-0,00400
217,9000	-0,00400
218,0000	-0,00400
218,1000	-0,00400
218,2000	-0,00400
218,3000	-0,00400
218,4000	-0,00400
218,5000	-0,00406
218,6000	-0,00406
218,7000	-0,00406
218,8000	-0,00406
218,9000	-0,00406
219,0000	-0,00406
219,1000	-0,00406
219,2000	-0,00406
219,3000	-0,00406
219,4000	-0,00406
219,5000	-0,00406
219,6000	-0,00406
219,7000	-0,00406
219,8000	-0,00406
219,9000	-0,00406
220,0000	-0,00406
220,1000	-0,00406
220,2000	-0,00406
220,3000	-0,00406
220,4000	-0,00406
220,5000	-0,00406
220,6000	-0,00406
220,7000	-0,00406
220,8000	-0,00406
220,9000	-0,00406
221,0000	-0,00406
221,1000	-0,00406
221,2000	-0,00406
221,3000	-0,00406
221,4000	-0,00406
221,5000	-0,00406
221,6000	-0,00406
221,7000	-0,00412
221,8000	-0,00412
221,9000	-0,00412
222,0000	-0,00412
222,1000	-0,00412
222,2000	-0,00412
222,3000	-0,00412
222,4000	-0,00412
222,5000	-0,00412
222,6000	-0,00412
222,7000	-0,00412
222,8000	-0,00412
222,9000	-0,00412
223,0000	-0,00412
223,1000	-0,00412
223,2000	-0,00412
223,3000	-0,00412
223,4000	-0,00412
223,5000	-0,00412
223,6000	-0,00412
223,7000	-0,00412
223,8000	-0,00412
223,9000	-0,00412
224,0000	-0,00412
224,1000	-0,00412
224,2000	-0,00412
224,3000	-0,00412
224,4000	-0,00412
224,5000	-0,00412
224,6000	-0,00412
224,7000	-0,00412
224,8000	-0,00412
224,9000	-0,00419
225,0000	-0,00419
225,1000	-0,00419
225,2000	-0,00419
225,3000	-0,00419
225,4000	-0,00419
225,5000	-0,00419
225,6000	-0,00419
225,7000	-0,00419
225,8000	-0,00419
225,9000	-0,00419
226,0000	-0,00419
226,1000	-0,00419
226,2000	-0,00419
226,3000	-0,00419
226,4000	-0,00419
226,5000	-0,00419
226,6000	-0,00419
226,7000	-0,00419
226,8000	-0,00419
226,9000	-0,00419
227,0000	-0,00419
227,1000	-0,00419
227,2000	-0,00419
227,3000	-0,00419
227,4000	-0,00419
227,5000	-0,00419
227,6000	-0,00419
227,7000	-0,00419
227,8000	-0,00419
227,9000	-0,00425
228,0000	-0,00425
228,1000	-0,00425
228,2000	-0,00425
228,3000	-0,00425
228,4000	-0,00425
228,5000	-0,00425
228,6000	-0,00425
228,7000	-0,00425
228,8000	-0,00425
228,9000	-0,00425
229,0000	-0,00425
229,1000	-0,00425
229,2000	-0,00425
229,3000	-0,00425
229,4000	-0,00425
229,5000	-0,00425
229,6000	-0,00425
229,7000	-0,00425
229,8000	-0,00425
229,9000	-0,00425
230,0000	-0,00425
230,1000	-0,00425
230,2000	-0,00425
230,3000	-0,00425
230,4000	-0,00425
230,5000	-0,00425
230,6000	-0,00425
230,7000	-0,00425
230,8000	-0,00425
230,9000	-0,00425
231,0000	-0,00425
231,1000	-0,00425
231,2000	-0,00425
231,3000	-0,00425
231,4000	-0,00425
231,5000	-0,00431
231,6000	-0,00431
231,7000	-0,00431
231,8000	-0,00431
231,9000	-0,00431
232,0000	-0,00431
232,1000	-0,00431
232,2000	-0,00431
232,3000	-0,00431
232,4000	-0,00431
232,5000	-0,00431
232,6000	-0,00431
232,7000	-0,00431
232,8000	-0,00431
232,9000	-0,00431
233,0000	-0,00431
233,1000	-0,00431
233,2000	-0,00431
233,3000	-0,00431
233,4000	-0,00431
233,5000	-0,00431
233,6000	-0,00431
233,7000	-0,00431
233,8000	-0,00431
233,9000	-0,00431
234,0000	-0,00431
234,1000	-0,00431
234,2000	-0,00431
234,3000	-0,00431
234,4000	-0,00431
234,5000	-0,00431
234,6000	-0,00431
234,7000	-0,00431
234,8000	-0,00437
234,9000	-0,00437
235,0000	-0,00437
235,1000	-0,00437
235,2000	-0,00437
235,3000	-0,00437
235,4000	-0,00437
235,5000	-0,00437
235,6000	-0,00437
235,7000	-0,00437
235,8000	-0,00437
235,9000	-0,00437
236,0000	-0,00437
236,1000	-0,00437
236,2000	-0,00437
236,3000	-0,00437
236,4000	-0,00437
236,5000	-0,00437
236,6000	-0,00437
236,7000	-0,00437
236,8000	-0,00437
236,9000	-0,00437
237,0000	-0,00437
237,1000	-0,00437
237,2000	-0,00437
237,3000	-0,00437
237,4000	-0,00437
237,5000	-0,00437
237,6000	-0,00437
237,7000	-0,00437
237,8000	-0,00437
237,9000	-0,00437
238,0000	-0,00444
238,1000	-0,00444
238,2000	-0,00444
238,3000	-0,00444
238,4000	-0,00444
238,5000	-0,00444
238,6000	-0,00444
238,7000	-0,00444
238,8000	-0,00444
238,9000	-0,00444
239,0000	-0,00444
239,1000	-0,00444
239,2000	-0,00444
239,3000	-0,00444
239,4000	-0,00444
239,5000	-0,00444
