Temperatura, Can B, Raccolta #2
Tempo ( s )	Temperatura ( °C )
417,2000	27,41032
417,3000	27,45703
417,4000	27,41032
417,5000	27,50376
417,6000	27,50376
417,7000	27,50376
417,8000	27,50376
417,9000	27,50376
418,0000	27,50376
418,1000	27,50376
418,2000	27,45703
418,3000	27,45703
418,4000	27,45703
418,5000	27,50376
418,6000	27,50376
418,7000	27,50376
418,8000	27,41032
418,9000	27,50376
419,0000	27,41032
419,1000	27,45703
419,2000	27,41032
419,3000	27,50376
419,4000	27,50376
419,5000	27,50376
419,6000	27,41032
419,7000	27,45703
419,8000	27,41032
419,9000	27,45703
420,0000	27,45703
420,1000	27,45703
420,2000	27,41032
420,3000	27,45703
420,4000	27,41032
420,5000	27,45703
420,6000	27,45703
420,7000	27,45703
420,8000	27,41032
420,9000	27,45703
421,0000	27,41032
421,1000	27,45703
421,2000	27,41032
421,3000	27,50376
421,4000	27,41032
421,5000	27,50376
421,6000	27,45703
421,7000	27,50376
421,8000	27,41032
421,9000	27,45703
422,0000	27,41032
422,1000	27,45703
422,2000	27,41032
422,3000	27,50376
422,4000	27,41032
422,5000	27,45703
422,6000	27,41032
422,7000	27,45703
422,8000	27,41032
422,9000	27,45703
423,0000	27,41032
423,1000	27,45703
423,2000	27,41032
423,3000	27,45703
423,4000	27,41032
423,5000	27,45703
423,6000	27,41032
423,7000	27,45703
423,8000	27,41032
423,9000	27,45703
424,0000	27,41032
424,1000	27,45703
424,2000	27,41032
424,3000	27,45703
424,4000	27,36364
424,5000	27,45703
424,6000	27,41032
424,7000	27,45703
424,8000	27,41032
424,9000	27,50376
425,0000	27,41032
425,1000	27,45703
425,2000	27,41032
425,3000	27,50376
425,4000	27,41032
425,5000	27,45703
425,6000	27,41032
425,7000	27,45703
425,8000	27,41032
425,9000	27,45703
426,0000	27,41032
426,1000	27,45703
426,2000	27,41032
426,3000	27,45703
426,4000	27,41032
426,5000	27,45703
426,6000	27,41032
426,7000	27,41032
426,8000	27,41032
426,9000	27,45703
427,0000	27,41032
427,1000	27,45703
427,2000	27,41032
427,3000	27,45703
427,4000	27,41032
427,5000	27,50376
427,6000	27,41032
427,7000	27,45703
427,8000	27,41032
427,9000	27,50376
428,0000	27,41032
428,1000	27,41032
428,2000	27,41032
428,3000	27,45703
428,4000	27,41032
428,5000	27,45703
428,6000	27,41032
428,7000	27,41032
428,8000	27,41032
428,9000	27,45703
429,0000	27,41032
429,1000	27,45703
429,2000	27,41032
429,3000	27,45703
429,4000	27,41032
429,5000	27,45703
429,6000	27,41032
429,7000	27,45703
429,8000	27,41032
429,9000	27,45703
430,0000	27,41032
430,1000	27,45703
430,2000	27,41032
430,3000	27,45703
430,4000	27,41032
430,5000	27,45703
430,6000	27,41032
430,7000	27,45703
430,8000	27,41032
430,9000	27,41032
431,0000	27,41032
431,1000	27,41032
431,2000	27,41032
431,3000	27,41032
431,4000	27,41032
431,5000	27,50376
431,6000	27,41032
431,7000	27,41032
431,8000	27,41032
431,9000	27,45703
432,0000	27,41032
432,1000	27,45703
432,2000	27,36364
432,3000	27,45703
432,4000	27,41032
432,5000	27,41032
432,6000	27,41032
432,7000	27,45703
432,8000	27,41032
432,9000	27,45703
433,0000	27,41032
433,1000	27,41032
433,2000	27,36364
433,3000	27,45703
433,4000	27,41032
433,5000	27,41032
433,6000	27,31699
433,7000	27,41032
433,8000	27,41032
433,9000	27,41032
434,0000	27,36364
434,1000	27,41032
434,2000	27,41032
434,3000	27,41032
434,4000	27,41032
434,5000	27,41032
434,6000	27,41032
434,7000	27,41032
434,8000	27,31699
434,9000	27,36364
435,0000	27,31699
435,1000	27,41032
435,2000	27,41032
435,3000	27,41032
435,4000	27,41032
435,5000	27,45703
435,6000	27,41032
435,7000	27,41032
435,8000	27,41032
435,9000	27,41032
436,0000	27,36364
436,1000	27,41032
436,2000	27,31699
436,3000	27,36364
436,4000	27,36364
436,5000	27,41032
436,6000	27,41032
436,7000	27,41032
436,8000	27,31699
436,9000	27,31699
437,0000	27,41032
437,1000	27,41032
437,2000	27,41032
437,3000	27,41032
437,4000	27,41032
437,5000	27,41032
437,6000	27,31699
437,7000	27,41032
437,8000	27,36364
437,9000	27,31699
438,0000	27,31699
438,1000	27,41032
438,2000	27,31699
438,3000	27,41032
438,4000	27,41032
438,5000	27,41032
438,6000	27,41032
438,7000	27,41032
438,8000	27,36364
438,9000	27,41032
439,0000	27,31699
439,1000	27,41032
439,2000	27,31699
439,3000	27,41032
439,4000	27,36364
439,5000	27,41032
439,6000	27,36364
439,7000	27,41032
439,8000	27,31699
439,9000	27,36364
440,0000	27,31699
440,1000	27,36364
440,2000	27,41032
440,3000	27,31699
440,4000	27,31699
440,5000	27,41032
440,6000	27,31699
440,7000	27,36364
440,8000	27,31699
440,9000	27,41032
441,0000	27,31699
441,1000	27,41032
441,2000	27,31699
441,3000	27,41032
441,4000	27,31699
441,5000	27,36364
441,6000	27,31699
441,7000	27,36364
441,8000	27,36364
441,9000	27,41032
442,0000	27,36364
442,1000	27,41032
442,2000	27,31699
442,3000	27,36364
442,4000	27,31699
442,5000	27,31699
442,6000	27,31699
442,7000	27,41032
442,8000	27,31699
442,9000	27,36364
443,0000	27,31699
443,1000	27,41032
443,2000	27,31699
443,3000	27,36364
443,4000	27,36364
443,5000	27,41032
443,6000	27,31699
443,7000	27,36364
443,8000	27,31699
443,9000	27,36364
444,0000	27,31699
444,1000	27,36364
444,2000	27,31699
444,3000	27,31699
444,4000	27,31699
444,5000	27,31699
444,6000	27,31699
444,7000	27,36364
444,8000	27,31699
444,9000	27,41032
445,0000	27,31699
445,1000	27,31699
445,2000	27,31699
445,3000	27,31699
445,4000	27,31699
445,5000	27,36364
445,6000	27,31699
445,7000	27,36364
445,8000	27,31699
445,9000	27,36364
446,0000	27,31699
446,1000	27,36364
446,2000	27,31699
446,3000	27,36364
446,4000	27,31699
446,5000	27,31699
446,6000	27,36364
446,7000	27,31699
446,8000	27,31699
446,9000	27,31699
447,0000	27,31699
447,1000	27,36364
447,2000	27,31699
447,3000	27,36364
447,4000	27,31699
447,5000	27,36364
447,6000	27,31699
447,7000	27,31699
447,8000	27,31699
447,9000	27,31699
448,0000	27,31699
448,1000	27,36364
448,2000	27,31699
448,3000	27,31699
448,4000	27,31699
448,5000	27,36364
448,6000	27,31699
448,7000	27,31699
448,8000	27,31699
448,9000	27,31699
449,0000	27,31699
449,1000	27,31699
449,2000	27,31699
449,3000	27,31699
449,4000	27,31699
449,5000	27,36364
449,6000	27,31699
449,7000	27,31699
449,8000	27,31699
449,9000	27,36364
450,0000	27,31699
450,1000	27,31699
450,2000	27,31699
450,3000	27,36364
450,4000	27,27038
450,5000	27,31699
450,6000	27,31699
450,7000	27,31699
450,8000	27,31699
450,9000	27,31699
451,0000	27,31699
451,1000	27,31699
451,2000	27,31699
451,3000	27,31699
451,4000	27,31699
451,5000	27,31699
451,6000	27,31699
451,7000	27,31699
451,8000	27,31699
451,9000	27,31699
452,0000	27,31699
452,1000	27,31699
452,2000	27,31699
452,3000	27,36364
452,4000	27,31699
452,5000	27,31699
452,6000	27,31699
452,7000	27,31699
452,8000	27,31699
452,9000	27,31699
453,0000	27,31699
453,1000	27,31699
453,2000	27,31699
453,3000	27,36364
453,4000	27,31699
453,5000	27,31699
453,6000	27,31699
453,7000	27,31699
453,8000	27,31699
453,9000	27,31699
454,0000	27,31699
454,1000	27,31699
454,2000	27,31699
454,3000	27,31699
454,4000	27,31699
454,5000	27,31699
454,6000	27,31699
454,7000	27,31699
454,8000	27,31699
454,9000	27,31699
455,0000	27,31699
455,1000	27,31699
455,2000	27,31699
455,3000	27,31699
455,4000	27,31699
455,5000	27,31699
455,6000	27,31699
455,7000	27,31699
455,8000	27,31699
455,9000	27,31699
456,0000	27,31699
456,1000	27,31699
456,2000	27,31699
456,3000	27,31699
456,4000	27,31699
456,5000	27,31699
456,6000	27,31699
456,7000	27,31699
456,8000	27,31699
456,9000	27,31699
457,0000	27,27038
457,1000	27,31699
457,2000	27,31699
457,3000	27,31699
457,4000	27,31699
457,5000	27,31699
457,6000	27,22379
457,7000	27,31699
457,8000	27,31699
457,9000	27,31699
458,0000	27,22379
458,1000	27,31699
458,2000	27,31699
458,3000	27,31699
458,4000	27,22379
458,5000	27,31699
458,6000	27,27038
458,7000	27,31699
458,8000	27,27038
458,9000	27,31699
459,0000	27,22379
459,1000	27,27038
459,2000	27,27038
459,3000	27,31699
459,4000	27,31699
459,5000	27,31699
459,6000	27,31699
459,7000	27,31699
459,8000	27,22379
459,9000	27,31699
460,0000	27,22379
460,1000	27,27038
460,2000	27,22379
460,3000	27,27038
460,4000	27,31699
460,5000	27,27038
460,6000	27,22379
460,7000	27,27038
460,8000	27,22379
460,9000	27,27038
461,0000	27,22379
461,1000	27,27038
461,2000	27,22379
461,3000	27,27038
461,4000	27,22379
461,5000	27,27038
461,6000	27,22379
461,7000	27,22379
461,8000	27,22379
461,9000	27,27038
462,0000	27,13070
462,1000	27,27038
462,2000	27,22379
462,3000	27,22379
462,4000	27,22379
462,5000	27,27038
462,6000	27,22379
462,7000	27,27038
462,8000	27,13070
462,9000	27,22379
463,0000	27,22379
463,1000	27,27038
463,2000	27,22379
463,3000	27,22379
463,4000	27,13070
463,5000	27,22379
463,6000	27,22379
463,7000	27,22379
463,8000	27,22379
463,9000	27,27038
464,0000	27,13070
464,1000	27,17723
464,2000	27,22379
464,3000	27,22379
464,4000	27,22379
464,5000	27,27038
464,6000	27,13070
464,7000	27,27038
464,8000	27,13070
464,9000	27,22379
465,0000	27,13070
465,1000	27,22379
465,2000	27,22379
465,3000	27,22379
465,4000	27,13070
465,5000	27,22379
465,6000	27,22379
465,7000	27,22379
465,8000	27,22379
465,9000	27,17723
466,0000	27,13070
466,1000	27,27038
466,2000	27,22379
466,3000	27,22379
466,4000	27,13070
466,5000	27,22379
466,6000	27,22379
466,7000	27,22379
466,8000	27,13070
466,9000	27,22379
467,0000	27,13070
467,1000	27,22379
467,2000	27,13070
467,3000	27,17723
467,4000	27,13070
467,5000	27,22379
467,6000	27,13070
467,7000	27,22379
467,8000	27,13070
467,9000	27,22379
468,0000	27,13070
468,1000	27,22379
468,2000	27,13070
468,3000	27,22379
468,4000	27,22379
468,5000	27,22379
468,6000	27,13070
468,7000	27,17723
468,8000	27,13070
468,9000	27,22379
469,0000	27,13070
469,1000	27,22379
469,2000	27,13070
469,3000	27,17723
469,4000	27,13070
469,5000	27,13070
469,6000	27,13070
469,7000	27,22379
469,8000	27,13070
469,9000	27,22379
470,0000	27,13070
470,1000	27,22379
470,2000	27,13070
470,3000	27,22379
470,4000	27,13070
470,5000	27,22379
470,6000	27,13070
470,7000	27,13070
470,8000	27,13070
470,9000	27,17723
471,0000	27,13070
471,1000	27,17723
471,2000	27,13070
471,3000	27,17723
471,4000	27,17723
471,5000	27,13070
471,6000	27,13070
471,7000	27,22379
471,8000	27,13070
471,9000	27,13070
472,0000	27,13070
472,1000	27,13070
472,2000	27,13070
472,3000	27,17723
472,4000	27,13070
472,5000	27,17723
472,6000	27,13070
472,7000	27,13070
472,8000	27,13070
472,9000	27,22379
473,0000	27,13070
473,1000	27,13070
473,2000	27,13070
473,3000	27,13070
473,4000	27,13070
473,5000	27,17723
473,6000	27,13070
473,7000	27,13070
473,8000	27,13070
473,9000	27,22379
474,0000	27,13070
474,1000	27,17723
474,2000	27,13070
474,3000	27,17723
474,4000	27,13070
474,5000	27,17723
474,6000	27,13070
474,7000	27,17723
474,8000	27,13070
474,9000	27,17723
475,0000	27,13070
475,1000	27,13070
475,2000	27,13070
475,3000	27,17723
475,4000	27,13070
475,5000	27,13070
475,6000	27,13070
475,7000	27,13070
475,8000	27,13070
475,9000	27,22379
476,0000	27,13070
476,1000	27,13070
476,2000	27,13070
476,3000	27,22379
476,4000	27,13070
476,5000	27,17723
476,6000	27,13070
476,7000	27,13070
476,8000	27,13070
476,9000	27,13070
477,0000	27,13070
477,1000	27,17723
477,2000	27,13070
477,3000	27,13070
477,4000	27,13070
477,5000	27,13070
477,6000	27,13070
477,7000	27,13070
477,8000	27,13070
477,9000	27,13070
478,0000	27,13070
478,1000	27,13070
478,2000	27,13070
478,3000	27,13070
478,4000	27,13070
478,5000	27,13070
478,6000	27,13070
478,7000	27,13070
478,8000	27,13070
478,9000	27,13070
479,0000	27,13070
479,1000	27,13070
479,2000	27,13070
479,3000	27,17723
479,4000	27,13070
479,5000	27,13070
479,6000	27,13070
479,7000	27,13070
479,8000	27,13070
479,9000	27,13070
480,0000	27,13070
480,1000	27,13070
480,2000	27,13070
480,3000	27,13070
480,4000	27,13070
480,5000	27,13070
480,6000	27,13070
480,7000	27,13070
480,8000	27,08420
480,9000	27,13070
481,0000	27,13070
481,1000	27,13070
481,2000	27,13070
481,3000	27,13070
481,4000	27,13070
481,5000	27,13070
481,6000	27,13070
481,7000	27,13070
481,8000	27,13070
481,9000	27,13070
482,0000	27,13070
482,1000	27,13070
482,2000	27,13070
482,3000	27,13070
482,4000	27,13070
482,5000	27,13070
482,6000	27,13070
482,7000	27,13070
482,8000	27,13070
482,9000	27,13070
483,0000	27,13070
483,1000	27,13070
483,2000	27,13070
483,3000	27,13070
483,4000	27,13070
483,5000	27,13070
483,6000	27,08420
483,7000	27,13070
483,8000	27,08420
483,9000	27,13070
484,0000	27,13070
484,1000	27,13070
484,2000	27,13070
484,3000	27,13070
484,4000	27,13070
484,5000	27,08420
484,6000	27,13070
484,7000	27,13070
484,8000	27,13070
484,9000	27,13070
485,0000	27,13070
485,1000	27,13070
485,2000	27,13070
485,3000	27,13070
485,4000	27,13070
485,5000	27,13070
485,6000	27,13070
485,7000	27,13070
485,8000	27,13070
485,9000	27,13070
486,0000	27,03773
486,1000	27,13070
486,2000	27,13070
486,3000	27,13070
486,4000	27,13070
486,5000	27,13070
486,6000	27,13070
486,7000	27,13070
486,8000	27,13070
486,9000	27,13070
487,0000	27,08420
487,1000	27,13070
487,2000	27,13070
487,3000	27,13070
487,4000	27,13070
487,5000	27,13070
487,6000	27,13070
487,7000	27,08420
487,8000	27,03773
487,9000	27,13070
488,0000	27,13070
488,1000	27,13070
488,2000	27,03773
488,3000	27,13070
488,4000	27,13070
488,5000	27,13070
488,6000	27,13070
488,7000	27,13070
488,8000	27,13070
488,9000	27,08420
489,0000	27,13070
489,1000	27,08420
489,2000	27,03773
489,3000	27,13070
489,4000	27,08420
489,5000	27,13070
489,6000	27,08420
489,7000	27,08420
489,8000	27,03773
489,9000	27,08420
490,0000	27,13070
490,1000	27,13070
490,2000	27,03773
490,3000	27,13070
490,4000	27,03773
490,5000	27,08420
490,6000	27,03773
490,7000	27,08420
490,8000	27,03773
490,9000	27,08420
491,0000	27,03773
491,1000	27,13070
491,2000	27,03773
491,3000	27,08420
491,4000	27,03773
491,5000	27,08420
491,6000	27,03773
491,7000	27,08420
491,8000	27,03773
491,9000	27,08420
492,0000	27,03773
492,1000	27,03773
492,2000	27,03773
492,3000	27,08420
492,4000	27,03773
492,5000	27,13070
492,6000	27,03773
492,7000	27,08420
492,8000	27,03773
492,9000	27,08420
493,0000	27,03773
493,1000	27,08420
493,2000	27,03773
493,3000	27,08420
493,4000	27,03773
493,5000	27,08420
493,6000	27,03773
493,7000	27,08420
493,8000	27,03773
493,9000	27,03773
494,0000	27,03773
494,1000	27,08420
494,2000	27,03773
494,3000	27,08420
494,4000	27,03773
494,5000	27,08420
494,6000	27,03773
494,7000	27,08420
494,8000	27,03773
494,9000	27,08420
495,0000	27,03773
495,1000	27,08420
495,2000	27,03773
495,3000	27,08420
495,4000	27,03773
495,5000	27,08420
495,6000	27,03773
495,7000	27,08420
495,8000	27,03773
495,9000	27,08420
496,0000	27,03773
496,1000	27,08420
496,2000	27,03773
496,3000	27,08420
496,4000	27,03773
496,5000	27,08420
496,6000	27,03773
496,7000	27,08420
496,8000	27,03773
496,9000	27,03773
497,0000	27,03773
497,1000	27,08420
497,2000	27,03773
497,3000	27,03773
497,4000	27,03773
497,5000	27,08420
497,6000	27,03773
497,7000	27,08420
497,8000	27,03773
497,9000	27,13070
498,0000	27,03773
498,1000	27,08420
498,2000	26,94487
498,3000	27,03773
498,4000	27,03773
498,5000	27,03773
498,6000	27,03773
498,7000	27,03773
498,8000	27,03773
498,9000	27,03773
499,0000	26,94487
499,1000	27,03773
499,2000	26,94487
499,3000	26,94487
499,4000	26,94487
499,5000	27,03773
499,6000	26,94487
499,7000	27,08420
499,8000	26,99128
499,9000	26,99128
500,0000	26,94487
500,1000	27,03773
500,2000	27,03773
500,3000	27,03773
500,4000	26,94487
500,5000	27,03773
500,6000	26,94487
500,7000	27,03773
500,8000	27,03773
500,9000	27,03773
501,0000	26,94487
501,1000	26,94487
501,2000	26,94487
501,3000	26,94487
501,4000	26,94487
501,5000	26,94487
501,6000	26,94487
501,7000	26,94487
501,8000	26,94487
501,9000	26,94487
502,0000	26,94487
502,1000	26,94487
502,2000	26,94487
502,3000	27,03773
502,4000	26,94487
502,5000	26,94487
502,6000	26,94487
502,7000	27,03773
502,8000	26,94487
502,9000	27,03773
503,0000	26,94487
503,1000	27,03773
503,2000	26,94487
503,3000	27,03773
503,4000	27,03773
503,5000	27,03773
503,6000	26,94487
503,7000	26,94487
503,8000	27,03773
503,9000	26,94487
504,0000	26,94487
504,1000	26,94487
504,2000	26,94487
504,3000	26,94487
504,4000	26,94487
504,5000	27,03773
504,6000	26,94487
504,7000	27,03773
504,8000	26,94487
504,9000	27,03773
505,0000	26,94487
505,1000	27,03773
505,2000	26,94487
505,3000	26,94487
505,4000	26,94487
505,5000	26,94487
505,6000	26,94487
505,7000	27,03773
505,8000	26,94487
505,9000	26,94487
506,0000	27,03773
506,1000	27,03773
506,2000	26,94487
506,3000	27,03773
506,4000	26,94487
506,5000	27,03773
506,6000	26,94487
506,7000	26,94487
506,8000	26,94487
506,9000	26,94487
507,0000	26,94487
507,1000	26,99128
507,2000	26,94487
507,3000	26,94487
507,4000	26,94487
507,5000	26,94487
507,6000	26,94487
507,7000	27,03773
507,8000	26,94487
507,9000	26,94487
508,0000	26,94487
508,1000	26,94487
508,2000	26,94487
508,3000	26,94487
508,4000	26,94487
508,5000	26,94487
508,6000	26,94487
508,7000	26,94487
508,8000	26,94487
508,9000	26,94487
509,0000	26,94487
509,1000	26,94487
509,2000	26,94487
509,3000	26,99128
509,4000	26,94487
509,5000	26,94487
509,6000	26,94487
509,7000	26,94487
509,8000	26,94487
509,9000	26,94487
510,0000	26,94487
510,1000	26,94487
510,2000	26,94487
510,3000	26,94487
510,4000	26,94487
510,5000	26,99128
510,6000	26,94487
510,7000	26,94487
510,8000	26,94487
510,9000	26,94487
511,0000	26,94487
511,1000	26,94487
511,2000	26,94487
511,3000	26,94487
511,4000	26,94487
511,5000	26,94487
511,6000	26,94487
511,7000	27,03773
511,8000	26,94487
511,9000	27,03773
512,0000	26,94487
512,1000	26,94487
512,2000	26,94487
512,3000	26,94487
512,4000	26,94487
512,5000	27,03773
512,6000	26,94487
512,7000	27,03773
512,8000	26,94487
512,9000	26,94487
513,0000	27,03773
513,1000	26,94487
513,2000	26,94487
513,3000	26,99128
513,4000	26,94487
513,5000	26,94487
513,6000	26,94487
513,7000	26,94487
513,8000	26,94487
513,9000	26,94487
514,0000	26,94487
514,1000	27,03773
514,2000	26,94487
514,3000	26,94487
514,4000	26,94487
514,5000	26,94487
514,6000	26,94487
514,7000	26,94487
514,8000	26,94487
514,9000	26,99128
515,0000	26,94487
515,1000	26,94487
515,2000	26,94487
515,3000	26,94487
515,4000	26,94487
515,5000	26,94487
515,6000	26,94487
515,7000	26,94487
515,8000	26,94487
515,9000	26,94487
516,0000	26,94487
516,1000	26,94487
516,2000	26,94487
516,3000	26,94487
516,4000	26,94487
516,5000	26,94487
516,6000	26,94487
516,7000	26,94487
516,8000	26,94487
516,9000	26,94487
517,0000	26,94487
517,1000	26,94487
517,2000	26,94487
517,3000	26,94487
517,4000	26,94487
517,5000	26,94487
517,6000	26,94487
517,7000	26,94487
517,8000	26,94487
517,9000	26,94487
518,0000	26,94487
518,1000	26,94487
518,2000	26,94487
518,3000	26,94487
518,4000	26,94487
518,5000	26,94487
518,6000	26,94487
518,7000	26,94487
518,8000	26,94487
518,9000	26,94487
519,0000	26,94487
519,1000	26,94487
519,2000	26,94487
519,3000	26,94487
519,4000	26,94487
519,5000	27,03773
519,6000	26,94487
519,7000	26,94487
519,8000	26,94487
519,9000	26,94487
520,0000	26,94487
520,1000	26,94487
520,2000	26,94487
520,3000	26,94487
520,4000	26,94487
520,5000	26,94487
520,6000	26,94487
520,7000	26,94487
520,8000	26,94487
520,9000	26,94487
521,0000	26,94487
521,1000	26,94487
521,2000	26,94487
521,3000	26,94487
521,4000	26,94487
521,5000	26,94487
521,6000	26,94487
521,7000	26,94487
521,8000	26,94487
521,9000	26,94487
522,0000	26,94487
522,1000	26,94487
522,2000	26,94487
522,3000	26,94487
522,4000	26,94487
522,5000	26,94487
522,6000	26,94487
522,7000	26,94487
522,8000	26,94487
522,9000	26,94487
523,0000	26,94487
523,1000	26,94487
523,2000	26,94487
523,3000	26,94487
523,4000	26,94487
523,5000	26,94487
523,6000	26,94487
523,7000	26,94487
523,8000	26,94487
523,9000	26,94487
524,0000	26,94487
524,1000	26,94487
524,2000	26,94487
524,3000	26,94487
524,4000	26,94487
524,5000	26,94487
524,6000	26,94487
524,7000	26,94487
524,8000	26,94487
524,9000	26,94487
525,0000	26,94487
525,1000	26,94487
525,2000	26,94487
525,3000	26,94487
525,4000	26,94487
525,5000	26,94487
525,6000	26,94487
525,7000	26,94487
525,8000	26,94487
525,9000	26,94487
526,0000	26,94487
526,1000	26,94487
526,2000	26,94487
526,3000	26,94487
526,4000	26,94487
526,5000	26,94487
526,6000	26,94487
526,7000	26,94487
526,8000	26,94487
526,9000	26,94487
527,0000	26,94487
527,1000	26,94487
527,2000	26,94487
527,3000	26,94487
527,4000	26,94487
527,5000	26,94487
527,6000	26,94487
527,7000	26,94487
527,8000	26,94487
527,9000	26,94487
528,0000	26,94487
528,1000	26,94487
528,2000	26,94487
528,3000	26,94487
528,4000	26,94487
528,5000	26,94487
528,6000	26,94487
528,7000	26,94487
528,8000	26,94487
528,9000	26,94487
529,0000	26,94487
529,1000	26,94487
529,2000	26,94487
529,3000	26,94487
529,4000	26,94487
529,5000	26,94487
529,6000	26,94487
529,7000	26,94487
529,8000	26,94487
529,9000	26,89848
530,0000	26,94487
530,1000	26,94487
530,2000	26,94487
530,3000	26,94487
530,4000	26,94487
530,5000	26,94487
530,6000	26,94487
530,7000	26,94487
530,8000	26,94487
530,9000	26,94487
531,0000	26,89848
531,1000	26,94487
531,2000	26,94487
531,3000	26,94487
531,4000	26,94487
531,5000	26,94487
531,6000	26,94487
531,7000	26,94487
531,8000	26,94487
531,9000	26,94487
532,0000	26,94487
532,1000	26,94487
532,2000	26,94487
532,3000	26,94487
532,4000	26,94487
532,5000	26,94487
532,6000	26,94487
532,7000	26,94487
532,8000	26,94487
532,9000	26,94487
533,0000	26,94487
533,1000	26,94487
533,2000	26,94487
533,3000	26,94487
533,4000	26,89848
533,5000	26,94487
533,6000	26,94487
533,7000	26,94487
533,8000	26,94487
533,9000	26,94487
534,0000	26,94487
534,1000	26,94487
534,2000	26,94487
534,3000	26,94487
534,4000	26,94487
534,5000	26,94487
534,6000	26,94487
534,7000	26,94487
534,8000	26,94487
534,9000	26,94487
535,0000	26,94487
535,1000	26,94487
535,2000	26,89848
535,3000	26,94487
535,4000	26,94487
535,5000	26,94487
535,6000	26,94487
535,7000	26,89848
535,8000	26,94487
535,9000	26,94487
536,0000	26,94487
536,1000	26,94487
536,2000	26,94487
536,3000	26,94487
536,4000	26,94487
536,5000	26,94487
536,6000	26,85213
536,7000	26,94487
536,8000	26,94487
536,9000	26,94487
537,0000	26,94487
537,1000	26,94487
537,2000	26,94487
537,3000	26,94487
537,4000	26,94487
537,5000	26,94487
537,6000	26,85213
537,7000	26,94487
537,8000	26,94487
537,9000	26,94487
538,0000	26,89848
538,1000	26,94487
538,2000	26,94487
538,3000	26,94487
538,4000	26,85213
538,5000	26,94487
538,6000	26,94487
538,7000	26,89848
538,8000	26,94487
538,9000	26,94487
539,0000	26,85213
539,1000	26,94487
539,2000	26,85213
539,3000	26,94487
539,4000	26,89848
539,5000	26,94487
539,6000	26,94487
539,7000	26,94487
539,8000	26,85213
539,9000	26,94487
540,0000	26,89848
540,1000	26,94487
540,2000	26,85213
540,3000	26,89848
540,4000	26,85213
540,5000	26,94487
540,6000	26,85213
540,7000	26,89848
540,8000	26,94487
540,9000	26,94487
541,0000	26,85213
541,1000	26,94487
541,2000	26,89848
541,3000	26,94487
541,4000	26,89848
541,5000	26,94487
541,6000	26,85213
541,7000	26,89848
541,8000	26,89848
541,9000	26,89848
542,0000	26,85213
542,1000	26,94487
542,2000	26,85213
542,3000	26,94487
542,4000	26,89848
542,5000	26,89848
542,6000	26,85213
542,7000	26,89848
542,8000	26,94487
542,9000	26,89848
543,0000	26,94487
543,1000	26,89848
543,2000	26,89848
543,3000	26,89848
543,4000	26,85213
543,5000	26,94487
543,6000	26,85213
543,7000	26,94487
543,8000	26,94487
543,9000	26,89848
544,0000	26,94487
544,1000	26,94487
544,2000	26,85213
544,3000	26,94487
544,4000	26,85213
544,5000	26,89848
544,6000	26,85213
544,7000	26,94487
544,8000	26,89848
544,9000	26,89848
545,0000	26,85213
545,1000	26,89848
545,2000	26,85213
545,3000	26,89848
545,4000	26,85213
545,5000	26,94487
545,6000	26,85213
545,7000	26,89848
545,8000	26,94487
545,9000	26,94487
546,0000	26,85213
546,1000	26,94487
546,2000	26,85213
546,3000	26,89848
546,4000	26,85213
546,5000	26,89848
546,6000	26,85213
546,7000	26,94487
546,8000	26,85213
546,9000	26,94487
547,0000	26,85213
547,1000	26,94487
547,2000	26,94487
547,3000	26,89848
547,4000	26,94487
547,5000	26,89848
547,6000	26,85213
547,7000	26,94487
547,8000	26,94487
547,9000	26,94487
548,0000	26,85213
548,1000	26,94487
548,2000	26,89848
548,3000	26,94487
548,4000	26,94487
548,5000	26,94487
548,6000	26,94487
548,7000	26,94487
548,8000	26,94487
548,9000	26,94487
549,0000	26,85213
549,1000	26,94487
549,2000	26,85213
549,3000	26,94487
549,4000	26,85213
549,5000	26,94487
549,6000	26,94487
549,7000	26,94487
549,8000	26,94487
549,9000	26,94487
550,0000	26,94487
550,1000	26,94487
550,2000	26,85213
550,3000	26,94487
550,4000	26,94487
550,5000	26,94487
550,6000	26,94487
550,7000	26,94487
550,8000	26,94487
550,9000	26,94487
551,0000	26,89848
551,1000	26,94487
551,2000	26,94487
551,3000	26,94487
551,4000	26,94487
551,5000	26,94487
551,6000	26,94487
551,7000	26,94487
551,8000	26,85213
551,9000	26,94487
552,0000	26,94487
552,1000	26,94487
552,2000	26,94487
552,3000	26,94487
552,4000	26,94487
552,5000	26,94487
552,6000	26,94487
552,7000	26,94487
552,8000	26,94487
552,9000	26,94487
553,0000	26,94487
553,1000	26,94487
553,2000	26,94487
553,3000	26,94487
553,4000	26,94487
553,5000	26,94487
553,6000	26,94487
553,7000	26,94487
553,8000	26,94487
553,9000	26,94487
554,0000	26,94487
554,1000	26,94487
554,2000	26,94487
554,3000	26,94487
554,4000	26,94487
554,5000	26,89848
554,6000	26,94487
554,7000	26,94487
554,8000	26,94487
554,9000	26,89848
555,0000	26,94487
555,1000	26,94487
555,2000	26,94487
555,3000	26,94487
555,4000	26,85213
555,5000	26,94487
555,6000	26,94487
555,7000	26,94487
555,8000	26,94487
555,9000	26,94487
556,0000	26,94487
556,1000	26,94487
556,2000	26,85213
556,3000	26,89848
556,4000	26,94487
556,5000	26,89848
556,6000	26,94487
556,7000	26,94487
